Lenght,Eccen,P_black,P_and,Wb_trans,Class
127,14.111,0.174,0.718,155,negative
199,24.875,0.115,0.575,155,negative
89,89,0.169,1,14,negative
175,21.875,0.156,0.882,183,negative
203,25.375,0.149,0.767,191,negative
36,36,0.222,1,7,negative
69,8.625,0.159,0.772,68,negative
318,31.8,0.128,0.511,344,negative
141,20.143,0.16,0.757,135,negative
250,25,0.12,0.603,253,negative
198,28.286,0.055,0.359,62,negative
26,26,1,1,1,positive
13,13,1,1,1,positive
145,145,0.972,1,4,positive
36,36,0.306,1,6,positive
81,81,0.901,1,3,positive
187,187,0.963,1,7,positive
148,21.143,0.184,0.816,159,negative
37,1.194,0.189,0.555,105,positive
57,4.071,0.714,0.94,48,negative
138,10.615,0.232,0.697,108,negative
104,8,0.246,0.699,82,negative
38,2.923,0.285,0.907,39,negative
178,7.12,0.49,0.896,276,negative
187,7.792,0.485,0.918,267,negative
84,3.5,0.474,0.872,110,negative
187,7.48,0.486,0.939,306,negative
294,11.76,0.471,0.907,448,negative
86,10.75,0.494,0.945,129,negative
101,12.625,0.29,0.978,137,negative
63,7.875,0.321,0.954,89,negative
108,12,0.247,0.855,142,negative
32,1.143,0.501,0.744,64,negative
215,26.875,0.416,0.808,243,negative
84,9.333,0.329,0.632,120,negative
183,20.333,0.327,0.744,239,negative
110,12.222,0.311,0.627,148,negative
105,11.667,0.334,0.869,144,negative
249,27.667,0.301,0.739,344,negative
191,21.222,0.328,0.747,264,negative
168,18.667,0.315,0.697,221,negative
538,269,0.519,0.684,16,positive
511,63.875,0.084,0.338,261,negative
14,2,0.296,0.786,10,negative
538,269,0.637,0.703,23,positive
32,5.333,0.365,0.958,42,negative
176,17.6,0.181,0.552,235,negative
510,56.667,0.075,0.288,241,negative
15,1.875,0.25,0.808,14,negative
309,30.9,0.2,0.73,441,negative
187,23.375,0.155,0.747,168,negative
14,1.75,0.286,0.884,12,negative
511,51.1,0.161,0.634,575,negative
14,1.75,0.25,0.786,9,negative
40,5,0.281,0.872,62,negative
511,46.455,0.17,0.538,671,negative
15,1.875,0.325,0.833,21,negative
511,51.1,0.115,0.414,385,negative
15,1.875,0.267,0.767,14,negative
83,8.3,0.208,0.667,120,negative
474,47.4,0.187,0.578,585,negative
45,6.429,0.254,0.813,57,negative
14,2,0.316,0.776,14,negative
137,13.7,0.191,0.693,187,negative
375,28.846,0.154,0.519,521,negative
38,4.75,0.128,0.444,21,negative
129,14.333,0.169,0.647,139,negative
15,1.875,0.317,0.742,19,negative
73,9.125,0.235,0.803,93,negative
510,51,0.162,0.537,564,negative
15,2.143,0.4,0.924,28,negative
107,11.889,0.209,0.778,146,negative
511,51.1,0.141,0.542,532,negative
15,1.875,0.292,0.808,19,negative
537,268.5,0.538,0.555,7,positive
83,13.833,0.329,0.823,104,negative
175,19.444,0.177,0.624,222,negative
511,51.1,0.158,0.625,596,negative
15,1.875,0.283,0.65,15,negative
508,50.8,0.16,0.628,578,negative
490,54.444,0.067,0.323,212,negative
14,1.75,0.295,0.857,18,negative
41,5.857,0.254,0.697,51,negative
510,51,0.163,0.542,612,negative
195,21.667,0.126,0.383,144,negative
195,24.375,0.175,0.965,221,negative
13,1.857,0.374,1,18,negative
69,34.5,0.087,0.507,10,negative
538,179.33,0.37,0.424,27,positive
114,14.25,0.116,0.408,73,negative
14,2,0.316,0.908,16,negative
537,179,0.353,0.364,8,positive
57,4.071,0.742,0.97,49,negative
227,16.214,0.237,0.839,226,negative
38,2.923,0.324,0.935,42,negative
61,2.179,0.172,0.509,149,positive
98,24.5,0.523,0.98,96,negative
177,7.375,0.514,0.961,272,negative
281,11.708,0.468,0.903,397,negative
186,7.44,0.485,0.942,305,negative
292,11.68,0.479,0.954,461,negative
57,7.125,0.434,0.958,68,negative
111,12.333,0.218,0.81,128,negative
100,14.286,0.279,0.98,120,negative
63,9,0.338,0.998,83,negative
31,1.107,0.508,0.767,59,positive
215,30.714,0.538,0.993,253,negative
82,9.111,0.383,0.641,108,negative
181,20.111,0.375,0.738,211,negative
106,11.778,0.373,0.649,127,negative
102,11.333,0.404,0.893,132,negative
124,15.5,0.427,0.847,163,negative
185,20.556,0.417,0.786,222,negative
166,18.444,0.386,0.75,195,negative
537,268.5,0.621,0.747,40,positive
31,6.2,0.419,0.948,34,negative
34,4.857,0.265,0.748,45,negative
511,56.778,0.164,0.509,530,negative
173,24.714,0.207,0.86,187,negative
167,167,0.192,1,31,negative
21,10.5,0.167,0.643,5,negative
148,16.444,0.198,0.77,198,negative
535,59.444,0.192,0.658,654,negative
506,50.6,0.15,0.589,564,negative
521,74.429,0.091,0.386,260,negative
536,59.556,0.126,0.493,456,negative
53,7.571,0.267,0.679,63,negative
352,39.111,0.205,0.692,486,negative
171,19,0.121,0.574,138,negative
102,11.333,0.193,0.768,137,negative
194,21.556,0.191,0.691,238,negative
256,28.444,0.099,0.446,167,negative
60,60,0.2,1,11,negative
537,268.5,0.538,0.594,18,positive
80,13.333,0.352,0.96,112,negative
148,18.5,0.196,0.718,181,negative
510,56.667,0.161,0.595,566,negative
218,27.25,0.144,0.574,195,negative
279,139.5,0.075,0.545,40,negative
301,33.444,0.178,0.694,371,negative
218,31.143,0.142,0.623,171,negative
534,59.333,0.169,0.667,607,negative
213,23.667,0.203,0.784,276,negative
143,20.429,0.113,0.528,77,negative
317,31.7,0.124,0.484,298,negative
205,29.286,0.109,0.573,124,negative
194,21.556,0.169,0.597,215,negative
245,35,0.143,0.608,175,negative
65,65,0.2,1,12,negative
180,20,0.16,0.523,186,negative
172,19.111,0.171,0.731,202,negative
72,9,0.198,0.736,91,negative
158,19.75,0.102,0.346,97,negative
92,13.143,0.143,0.713,63,negative
45,45,0.2,1,8,negative
102,12.75,0.212,0.884,138,negative
535,59.444,0.156,0.688,555,negative
151,21.571,0.077,0.434,61,negative
363,40.333,0.128,0.532,326,negative
537,268.5,0.556,0.655,24,positive
57,4.071,0.727,0.951,49,negative
150,10.714,0.225,0.681,114,negative
104,8,0.198,0.639,78,negative
38,2.923,0.334,0.937,42,negative
61,2.033,0.157,0.483,153,positive
99,24.75,0.503,0.942,83,negative
178,7.12,0.475,0.873,266,negative
186,7.44,0.456,0.868,263,negative
84,3.36,0.443,0.82,110,negative
186,7.75,0.514,0.988,304,negative
292,11.68,0.472,0.915,459,negative
112,12.444,0.213,0.835,135,negative
60,7.5,0.433,0.842,69,negative
100,12.5,0.245,0.863,124,negative
63,9,0.338,0.941,77,negative
32,1.103,0.476,0.72,61,positive
216,27,0.408,0.747,222,negative
82,10.25,0.434,0.75,98,negative
181,20.111,0.369,0.737,201,negative
107,11.889,0.371,0.65,138,negative
103,11.444,0.399,0.831,124,negative
124,13.778,0.367,0.705,144,negative
186,20.667,0.425,0.786,220,negative
167,18.556,0.378,0.727,197,negative
537,268.5,0.537,0.609,26,positive
105,15,0.127,0.41,67,negative
315,45,0.056,0.248,110,negative
13,1.857,0.33,0.923,17,negative
538,269,0.518,0.596,19,positive
32,5.333,0.286,0.76,39,negative
62,7.75,0.214,0.645,74,negative
278,30.889,0.176,0.594,345,negative
216,27,0.156,0.511,203,negative
13,1.857,0.363,0.835,21,negative
492,54.667,0.209,0.781,697,negative
341,37.889,0.072,0.305,165,negative
14,2.333,0.393,0.905,21,negative
104,52,0.063,0.529,12,negative
99,11,0.189,0.745,120,negative
376,41.778,0.225,0.875,569,negative
120,13.333,0.176,0.752,147,negative
13,2.167,0.372,0.987,17,negative
511,56.778,0.225,0.798,751,negative
284,31.556,0.137,0.456,249,negative
172,19.111,0.167,0.678,202,negative
14,2,0.347,0.949,19,negative
259,28.778,0.189,0.697,336,negative
143,20.429,0.105,0.526,82,negative
13,2.167,0.346,0.846,10,negative
510,63.75,0.144,0.531,444,negative
14,2,0.327,0.939,17,negative
177,19.667,0.196,0.75,227,negative
353,39.222,0.187,0.634,411,negative
144,16,0.123,0.612,120,negative
14,2.333,0.321,0.881,15,negative
511,51.1,0.141,0.529,555,negative
14,2.8,0.257,0.814,5,negative
510,56.667,0.171,0.695,618,negative
488,54.222,0.074,0.343,254,negative
13,2.167,0.359,1,15,negative
99,11,0.21,0.778,135,negative
306,34,0.213,0.807,424,negative
163,18.111,0.148,0.667,170,negative
13,2.167,0.295,1,15,negative
537,268.5,0.523,0.567,9,positive
81,13.5,0.282,0.852,109,negative
66,7.333,0.241,0.707,101,negative
164,18.222,0.189,0.65,221,negative
71,10.143,0.193,0.672,67,negative
14,2,0.245,0.867,13,negative
177,177,0.203,1,35,negative
61,6.778,0.213,0.683,73,negative
268,29.778,0.198,0.637,351,negative
186,20.667,0.16,0.814,213,negative
13,2.167,0.179,0.923,7,negative
511,51.1,0.134,0.557,534,negative
13,1.857,0.242,0.857,11,negative
510,56.667,0.149,0.592,533,negative
13,1.857,0.286,0.923,10,negative
102,11.333,0.214,0.708,151,negative
273,34.125,0.215,0.808,369,negative
223,31.857,0.121,0.527,142,negative
14,2,0.316,0.827,16,negative
259,28.778,0.22,0.749,370,negative
50,7.143,0.214,0.96,61,negative
13,2.6,0.262,0.769,7,negative
31,31,0.226,1,6,negative
535,267.5,0.55,0.586,5,positive
58,4.143,0.683,0.927,46,negative
227,17.462,0.226,0.837,215,negative
38,2.923,0.312,0.955,45,negative
61,2.103,0.121,0.431,120,positive
98,19.6,0.316,0.704,85,negative
178,7.417,0.491,0.969,267,negative
280,11.667,0.452,0.899,399,negative
187,7.48,0.472,0.943,303,negative
292,11.68,0.45,0.914,454,negative
111,12.333,0.184,0.771,115,negative
99,12.375,0.211,0.886,113,negative
64,8,0.252,0.865,79,negative
100,12.5,0.485,0.879,113,negative
32,1.103,0.432,0.689,64,positive
215,26.875,0.367,0.746,243,negative
82,10.25,0.393,0.764,107,negative
180,22.5,0.371,0.832,230,negative
107,11.889,0.328,0.656,152,negative
102,11.333,0.357,0.867,135,negative
123,13.667,0.331,0.65,159,negative
186,20.667,0.372,0.778,255,negative
166,18.444,0.336,0.723,211,negative
500,166.67,0.373,0.421,29,positive
32,16,0.516,0.531,1,positive
31,5.167,0.301,0.844,34,negative
148,18.5,0.182,0.625,180,negative
457,50.778,0.173,0.63,555,negative
40,40,0.2,1,7,negative
523,65.375,0.06,0.305,209,negative
509,56.556,0.096,0.379,328,negative
140,20,0.131,0.666,100,negative
331,36.778,0.195,0.78,452,negative
168,24,0.081,0.369,83,negative
13,1.857,0.209,0.846,7,negative
69,8.625,0.205,0.826,82,negative
326,36.222,0.171,0.641,385,negative
171,24.429,0.16,0.605,154,negative
13,1.857,0.275,0.758,11,negative
101,11.222,0.196,0.771,146,negative
267,29.667,0.164,0.73,307,negative
136,19.429,0.18,0.775,142,negative
99,99,0.192,1,18,negative
535,66.875,0.171,0.697,575,negative
536,268,0.568,0.688,25,positive
81,13.5,0.282,0.932,102,negative
148,16.444,0.146,0.558,167,negative
264,29.333,0.197,0.656,349,negative
131,21.833,0.106,0.471,60,negative
70,70,0.2,1,13,negative
332,36.889,0.159,0.712,393,negative
190,23.75,0.118,0.62,148,negative
71,10.143,0.231,0.757,84,negative
310,34.444,0.17,0.792,375,negative
169,24.143,0.167,0.785,154,negative
241,30.125,0.119,0.498,182,negative
68,11.333,0.172,0.931,56,negative
104,104,0.192,1,19,negative
102,11.333,0.18,0.759,137,negative
233,25.889,0.165,0.687,274,negative
117,16.714,0.186,0.847,121,negative
508,56.444,0.128,0.53,461,negative
242,30.25,0.128,0.574,195,negative
74,74,0.189,1,13,negative
40,5.714,0.232,0.707,47,negative
535,59.444,0.157,0.594,617,negative
71,11.833,0.131,0.784,43,negative
504,50.4,0.139,0.665,590,negative
375,53.571,0.092,0.428,200,negative
45,22.5,0.078,0.944,6,negative
69,9.857,0.188,0.754,71,negative
112,16,0.168,0.667,106,negative
118,118,0.186,1,21,negative
50,50,0.2,1,9,negative
536,268,0.586,0.686,29,positive
14,7,0.393,0.536,3,negative
39,6.5,0.192,0.197,1,positive
278,23.167,0.11,0.144,23,positive
22,22,0.955,1,1,positive
54,54,0.944,1,3,positive
16,16,1,1,1,positive
10,2,0.28,0.74,2,negative
75,10.714,0.661,0.907,63,negative
158,1.033,0.587,0.641,302,positive
277,3.337,0.18,0.365,603,positive
149,1.795,0.388,0.472,167,positive
1,0.019,1,1,1,positive
1,0.026,1,1,1,positive
40,4,0.278,0.615,53,negative
38,4.222,0.313,0.62,49,negative
155,14.091,0.257,0.584,210,negative
1,0.026,1,1,1,positive
20,1.818,0.223,0.373,19,negative
17,1.7,0.318,0.529,14,negative
53,4.818,0.225,0.485,38,negative
25,25,1,1,1,positive
413,413,0.998,1,1,positive
15,15,0.867,1,1,positive
93,0.979,0.675,0.902,1644,positive
12,0.857,0.661,0.851,12,negative
55,5.5,0.678,0.827,59,negative
27,2.7,0.63,0.833,28,negative
3,0.052,0.339,0.345,1,positive
118,10.727,0.408,0.616,80,negative
162,16.2,0.454,0.573,124,negative
9,1,0.728,0.889,8,negative
84,7,0.42,0.565,89,negative
67,7.444,0.468,0.823,75,negative
79,7.9,0.306,0.818,128,negative
190,17.273,0.239,0.457,237,negative
3,1,0.778,0.778,1,negative
180,180,0.983,1,2,positive
22,22,0.818,1,4,positive
11,11,1,1,1,positive
7,7,1,1,1,positive
10,10,0.8,1,2,positive
1,0.019,1,1,1,positive
5,0.357,0.443,0.514,5,negative
11,0.786,0.526,0.708,10,negative
37,3.7,0.592,0.722,27,negative
48,4.8,0.579,0.706,46,negative
80,8,0.553,0.719,87,negative
22,2.2,0.591,0.855,20,negative
71,6.455,0.461,0.659,65,negative
80,6.154,0.434,0.536,81,negative
36,4,0.654,0.92,33,negative
14,1.556,0.706,0.865,12,negative
15,2.143,0.705,0.971,12,negative
41,3.727,0.337,0.634,52,negative
1,0.019,1,1,1,positive
288,26.182,0.248,0.5,386,negative
27,1.929,0.479,0.709,25,negative
123,11.182,0.48,0.656,113,negative
67,5.154,0.432,0.517,57,negative
31,3.1,0.645,0.774,30,negative
18,1.8,0.55,0.656,13,negative
40,3.333,0.46,0.592,29,negative
10,1,0.56,0.69,2,negative
71,5.917,0.481,0.757,70,negative
85,7.083,0.476,0.614,90,negative
104,1.118,0.451,0.611,1028,positive
185,16.818,0.356,0.772,246,negative
1,0.027,1,1,1,positive
331,27.583,0.237,0.535,431,negative
11,0.733,0.503,0.685,8,negative
12,0.857,0.429,0.732,11,negative
1,0.024,1,1,1,positive
340,24.286,0.383,0.521,360,negative
257,21.417,0.283,0.615,291,negative
342,26.308,0.231,0.548,477,negative
17,1.545,0.321,0.652,14,negative
13,2.167,0.346,0.577,8,negative
4,1.333,0.75,0.75,1,negative
7,7,1,1,1,negative
1,0.029,1,1,1,positive
379,379,0.963,1,6,positive
9,0.692,0.402,0.684,14,negative
6,0.462,0.436,0.449,1,negative
53,4.077,0.509,0.624,61,negative
45,3.462,0.429,0.566,38,negative
57,5.7,0.556,0.719,61,negative
50,5,0.602,0.746,54,negative
12,1.333,0.648,0.741,7,negative
1,0.032,1,1,1,positive
7,1,0.918,0.959,2,negative
8,0.889,0.583,0.972,2,negative
67,5.154,0.441,0.83,74,negative
45,3.75,0.467,0.694,38,negative
228,20.727,0.282,0.621,239,negative
80,8,0.275,0.435,56,negative
275,25,0.287,0.637,307,negative
89,8.9,0.252,0.496,69,negative
179,16.273,0.33,0.733,226,negative
320,26.667,0.231,0.514,431,negative
1,0.045,1,1,1,positive
14,14,0.643,1,3,positive
16,8,0.25,0.531,3,positive
19,19,0.579,1,3,positive
136,136,0.963,1,4,positive
11,11,0.909,1,1,positive
36,5.143,0.567,0.929,57,negative
12,12,0.75,1,1,positive
14,14,0.643,1,2,positive
15,15,0.733,1,3,positive
14,14,1,1,1,positive
104,104,0.971,1,2,positive
29,29,0.931,1,2,positive
78,78,0.949,1,3,positive
9,2.25,0.611,0.611,1,positive
145,0.863,0.798,0.963,1488,positive
70,10,0.535,0.971,81,negative
314,3.783,0.298,0.671,888,positive
83,9.222,0.371,0.727,84,negative
155,15.5,0.326,0.642,181,negative
139,17.375,0.16,0.692,82,negative
137,34.25,0.173,0.622,29,negative
71,5.917,0.631,0.904,81,negative
36,36,0.583,1,4,positive
18,18,0.5,1,3,positive
99,4.125,0.912,0.96,108,negative
1,0.143,1,1,1,positive
90,8.182,0.47,0.718,101,negative
10,1,0.5,0.53,1,negative
43,5.375,0.445,0.86,56,negative
337,14.042,0.945,1,418,negative
402,28.714,0.399,0.631,473,negative
20,2,0.61,0.845,15,negative
1,0.071,1,1,1,positive
259,25.9,0.351,0.779,362,negative
125,5.208,0.915,0.959,129,negative
441,33.923,0.374,0.625,463,negative
18,2,0.519,0.796,11,negative
314,22.429,0.379,0.721,357,negative
159,15.9,0.377,0.763,192,negative
421,30.071,0.379,0.581,466,negative
3,1,0.778,0.778,1,negative
18,1.8,0.539,0.811,11,negative
91,6.5,0.389,0.628,98,negative
161,14.636,0.329,0.605,191,negative
371,26.5,0.38,0.59,407,negative
19,1.9,0.605,0.816,13,negative
322,24.769,0.375,0.714,340,negative
62,6.889,0.403,0.665,69,negative
385,27.5,0.369,0.561,412,negative
18,1.8,0.656,0.9,17,negative
80,7.273,0.492,0.882,87,negative
258,25.8,0.337,0.648,325,negative
133,5.542,0.907,0.966,155,negative
297,22.846,0.409,0.6,318,negative
20,2,0.54,0.78,12,negative
154,19.25,0.424,0.87,190,negative
137,0.733,0.899,0.991,786,positive
68,8.5,0.54,0.974,97,negative
357,6.611,0.299,0.655,901,positive
117,117,0.974,1,3,positive
47,47,0.532,1,1,positive
170,6.538,0.188,0.909,542,negative
82,9.111,0.335,0.73,100,negative
154,15.4,0.342,0.664,207,negative
72,6,0.623,0.86,80,negative
157,6.542,0.905,0.958,186,negative
183,16.636,0.481,0.747,208,negative
9,0.9,0.644,0.689,1,negative
141,17.625,0.447,0.932,206,negative
407,29.071,0.353,0.574,443,negative
10,1,0.46,0.46,1,negative
82,8.2,0.362,0.69,108,negative
435,31.071,0.355,0.571,472,negative
17,1.889,0.523,0.869,11,negative
430,43,0.351,0.772,559,negative
372,26.571,0.378,0.586,395,negative
18,1.8,0.522,0.772,11,negative
143,14.3,0.355,0.775,218,negative
336,14,0.898,0.958,455,negative
321,22.929,0.361,0.595,345,negative
18,1.8,0.6,0.844,15,negative
156,22.286,0.473,0.991,218,negative
124,5.391,0.941,1,156,negative
397,28.357,0.342,0.536,420,negative
20,2.222,0.55,0.733,10,negative
155,19.375,0.452,0.882,202,negative
364,26,0.366,0.562,396,negative
19,1.9,0.584,0.842,16,negative
186,18.6,0.347,0.771,267,negative
265,18.929,0.354,0.565,294,negative
3,1,0.889,0.889,1,negative
3,1,0.778,0.778,1,negative
19,1.9,0.563,0.837,13,negative
64,9.143,0.498,0.911,76,negative
350,26.923,0.381,0.589,386,negative
18,2,0.63,0.944,14,negative
273,19.5,0.373,0.701,310,negative
63,7.875,0.435,0.843,91,negative
1,0.143,1,1,1,positive
1,0.091,1,1,1,positive
547,4.144,0.37,0.483,1292,positive
74,9.25,0.568,0.983,108,negative
40,40,0.9,1,3,negative
52,52,0.962,1,2,positive
32,32,0.438,1,7,negative
169,6.76,0.215,0.947,579,positive
82,9.111,0.364,0.839,96,negative
155,15.5,0.314,0.631,184,negative
71,5.917,0.608,0.866,87,negative
27,27,0.259,1,5,positive
39,39,0.308,1,7,positive
34,34,0.353,1,7,positive
107,4.458,0.908,0.982,138,negative
184,16.727,0.455,0.76,195,negative
9,1,0.519,0.531,1,negative
52,6.5,0.45,0.921,65,negative
399,28.5,0.383,0.593,425,negative
9,0.9,0.689,0.789,6,negative
126,15.75,0.469,0.961,165,negative
359,25.643,0.368,0.615,405,negative
18,1.8,0.467,0.778,10,negative
245,22.273,0.353,0.765,344,negative
124,5.167,0.902,0.961,161,negative
367,26.214,0.349,0.576,398,negative
19,1.9,0.568,0.774,11,negative
141,12.818,0.366,0.79,199,negative
344,31.273,0.446,0.712,358,negative
18,1.8,0.572,0.867,16,negative
153,10.929,0.38,0.643,183,negative
167,15.182,0.371,0.8,238,negative
419,27.933,0.345,0.526,482,negative
4,1.333,0.667,0.667,1,negative
17,1.7,0.506,0.771,11,negative
292,26.545,0.341,0.761,371,negative
326,23.286,0.363,0.589,377,negative
18,2,0.66,0.883,15,negative
253,18.071,0.372,0.826,302,negative
251,22.818,0.355,0.743,334,negative
269,19.214,0.337,0.625,276,negative
3,1,0.889,0.889,1,negative
18,2,0.623,0.864,13,negative
201,15.462,0.4,0.722,235,negative
246,22.364,0.349,0.765,331,negative
106,35.333,0.258,0.34,13,positive
28,28,0.536,1,5,positive
255,255,0.686,1,36,positive
10,10,1,1,1,positive
9,9,0.889,1,1,positive
1,0.111,1,1,1,positive
140,0.787,0.574,0.649,664,positive
54,6.75,0.537,0.951,69,negative
357,6.611,0.324,0.644,1003,positive
171,6.107,0.258,0.912,621,negative
1,0.05,1,1,1,positive
83,9.222,0.391,0.795,91,negative
155,15.5,0.329,0.601,177,negative
72,6,0.63,0.885,89,negative
1,0.04,1,1,1,positive
19,19,0.632,1,3,positive
44,44,0.727,1,6,positive
14,14,1,1,1,positive
203,11.941,0.925,0.999,225,negative
8,0.889,0.681,0.764,4,negative
170,17,0.499,0.928,195,negative
121,15.125,0.431,0.98,134,negative
400,30.769,0.364,0.609,418,negative
8,0.889,0.722,0.792,4,negative
59,7.375,0.464,0.985,80,negative
354,27.231,0.38,0.598,398,negative
14,1.556,0.587,0.944,12,negative
130,10,0.392,0.697,139,negative
58,7.25,0.442,0.903,65,negative
1,0.1,1,1,1,positive
18,2,0.58,0.852,12,negative
335,27.917,0.4,0.677,348,negative
1,0.056,1,1,1,positive
222,17.077,0.377,0.692,221,negative
280,28,0.356,0.77,380,negative
106,6.235,0.927,1,115,negative
159,12.231,0.412,0.627,177,negative
17,1.889,0.608,0.856,13,negative
86,9.556,0.394,0.705,107,negative
266,15.647,0.921,1,325,negative
1,0.125,1,1,1,positive
349,26.846,0.38,0.668,395,negative
18,2,0.605,0.895,14,negative
1,0.037,1,1,1,positive
162,20.25,0.435,0.936,188,negative
18,1.8,0.522,0.694,10,negative
285,23.75,0.411,0.708,324,negative
159,15.9,0.355,0.719,184,negative
245,14.412,0.913,0.997,293,negative
332,27.667,0.402,0.659,356,negative
17,1.889,0.627,0.922,15,negative
1,0.032,1,1,1,positive
175,14.583,0.403,0.774,198,negative
205,20.5,0.381,0.708,257,negative
98,5.765,0.929,1,104,negative
17,1.7,0.482,0.759,12,negative
252,21,0.416,0.682,265,negative
151,15.1,0.381,0.785,165,negative
433,33.308,0.375,0.605,438,negative
17,1.889,0.601,0.889,11,negative
1,0.125,1,1,1,positive
252,25.2,0.377,0.775,330,negative
30,30,0.4,1,5,positive
94,94,0.564,1,16,positive
193,193,0.57,1,37,positive
347,2.711,0.399,0.567,1356,positive
50,6.25,0.528,0.955,70,negative
378,14.538,0.229,0.584,650,negative
159,159,0.975,1,2,positive
169,6.76,0.218,0.971,586,negative
82,9.111,0.352,0.798,99,negative
154,15.4,0.315,0.639,192,negative
71,5.917,0.628,0.872,79,negative
166,6.917,0.905,0.98,211,negative
1,0.083,1,1,1,positive
183,16.636,0.465,0.841,207,negative
16,1.6,0.544,0.875,12,negative
240,24,0.383,0.821,334,negative
419,29.929,0.373,0.603,485,negative
3,1,0.889,0.889,1,negative
16,1.778,0.556,0.958,12,negative
136,10.462,0.415,0.778,160,negative
161,17.889,0.432,0.93,218,negative
19,1.9,0.6,0.858,15,negative
203,14.5,0.362,0.67,236,negative
62,5.636,0.353,0.78,75,negative
19,1.9,0.542,0.768,14,negative
390,27.857,0.358,0.59,441,negative
3,1,0.889,0.889,1,negative
123,9.462,0.428,0.798,156,negative
327,32.7,0.379,0.767,450,negative
371,16.13,0.941,1,477,negative
184,16.727,0.484,0.884,213,negative
19,1.9,0.621,0.858,14,negative
95,11.875,0.466,0.904,120,negative
201,14.357,0.373,0.641,217,negative
20,2,0.605,0.795,15,negative
165,15,0.354,0.706,190,negative
417,29.786,0.359,0.559,467,negative
19,2.111,0.62,0.836,14,negative
272,22.667,0.329,0.75,393,negative
319,22.786,0.37,0.577,364,negative
19,1.9,0.611,0.9,14,negative
98,8.909,0.378,0.724,134,negative
433,30.929,0.355,0.572,485,negative
20,2.222,0.628,0.856,14,negative
152,13.818,0.365,0.764,212,negative
340,24.286,0.344,0.563,356,negative
19,1.9,0.553,0.805,14,negative
183,13.071,0.39,0.681,205,negative
383,31.917,0.307,0.603,485,negative
1,0.083,1,1,1,positive
135,0.804,0.82,0.904,296,positive
1,0.111,1,1,1,positive
54,9,0.549,0.96,53,negative
315,3.795,0.295,0.594,839,positive
1,0.111,1,1,1,positive
83,9.222,0.351,0.726,89,negative
155,15.5,0.35,0.678,195,negative
72,6,0.615,0.862,83,negative
32,32,0.469,1,8,positive
261,10.44,0.887,0.945,326,negative
185,16.818,0.487,0.883,220,negative
10,1,0.52,0.53,1,negative
45,6.429,0.483,0.984,62,negative
284,20.286,0.365,0.54,285,negative
17,1.889,0.536,0.915,13,negative
160,17.778,0.36,0.763,197,negative
118,10.727,0.459,0.742,124,negative
16,1.6,0.619,0.963,16,negative
369,28.385,0.397,0.662,398,negative
123,17.571,0.419,0.962,138,negative
333,11.893,0.351,0.65,718,negative
19,1.9,0.584,0.816,16,negative
272,34,0.359,0.848,289,negative
281,10.036,0.318,0.551,530,negative
18,2,0.543,0.815,10,negative
152,16.889,0.379,0.765,187,negative
254,18.143,0.377,0.569,284,negative
20,2,0.485,0.68,11,negative
395,28.214,0.359,0.658,423,negative
157,22.429,0.439,0.874,174,negative
433,39.364,0.449,0.706,460,negative
19,2.111,0.655,0.871,13,negative
153,21.857,0.467,0.97,182,negative
267,20.538,0.401,0.662,286,negative
19,1.9,0.6,0.768,12,negative
193,24.125,0.4,0.829,246,negative
340,13.6,0.866,0.926,444,negative
184,16.727,0.471,0.885,213,negative
19,1.9,0.6,0.895,14,negative
215,26.875,0.366,0.792,220,negative
420,30,0.376,0.571,449,negative
3,1,0.889,1,1,negative
20,2.222,0.55,0.783,12,negative
140,15.556,0.38,0.756,177,negative
191,14.692,0.406,0.617,214,negative
19,2.111,0.55,0.86,13,negative
369,41,0.329,0.639,409,negative
14,2,0.102,0.204,1,positive
472,2.843,0.359,0.547,1641,positive
72,6,0.635,0.94,92,negative
15,15,0.533,1,4,positive
132,5.739,0.95,1,139,negative
416,29.714,0.384,0.617,481,negative
9,0.9,0.667,0.689,2,negative
43,6.143,0.545,0.973,64,negative
198,8.25,0.911,0.983,274,negative
213,16.385,0.359,0.658,214,negative
4,1.333,0.75,0.75,1,negative
16,1.6,0.425,0.794,9,negative
82,9.111,0.312,0.669,84,negative
17,1.7,0.571,0.918,15,negative
266,20.462,0.398,0.579,286,negative
124,13.778,0.348,0.722,151,negative
320,22.857,0.354,0.585,355,negative
17,1.7,0.535,0.853,12,negative
133,10.231,0.36,0.721,127,negative
250,27.778,0.36,0.733,316,negative
320,11.852,0.321,0.561,613,negative
19,2.111,0.667,0.895,15,negative
250,27.778,0.366,0.768,317,negative
170,7.083,0.931,0.999,223,negative
184,16.727,0.46,0.796,211,negative
18,1.8,0.583,0.894,14,negative
249,27.667,0.346,0.77,306,negative
267,9.889,0.362,0.674,599,negative
19,1.9,0.611,0.874,13,negative
57,8.143,0.414,0.797,61,negative
1,0.077,1,1,1,positive
471,2.707,0.339,0.433,1756,positive
72,12,0.604,0.991,64,negative
7,7,1,1,1,negative
83,9.222,0.333,0.742,85,negative
154,17.111,0.406,0.727,192,negative
71,6.455,0.69,0.95,77,negative
63,63,0.587,1,16,positive
209,8.708,0.926,0.992,269,negative
344,21.5,0.373,0.572,358,negative
20,1.818,0.564,0.909,15,negative
154,14,0.36,0.731,206,negative
198,7.92,0.869,0.932,270,negative
427,26.688,0.4,0.632,492,negative
