Lenght,Eccen,P_black,P_and,Class
62,6.889,0.403,0.665,negative
385,27.5,0.369,0.561,negative
18,1.8,0.656,0.9,negative
80,7.273,0.492,0.882,negative
258,25.8,0.337,0.648,negative
133,5.542,0.907,0.966,negative
297,22.846,0.409,0.6,negative
20,2,0.54,0.78,negative
154,19.25,0.424,0.87,negative
137,0.733,0.899,0.991,positive
68,8.5,0.54,0.974,negative
357,6.611,0.299,0.655,positive
117,117,0.974,1,positive
47,47,0.532,1,positive
170,6.538,0.188,0.909,negative
82,9.111,0.335,0.73,negative
154,15.4,0.342,0.664,negative
72,6,0.623,0.86,negative
157,6.542,0.905,0.958,negative
183,16.636,0.481,0.747,negative
9,0.9,0.644,0.689,negative
141,17.625,0.447,0.932,negative
407,29.071,0.353,0.574,negative
10,1,0.46,0.46,negative
82,8.2,0.362,0.69,negative
435,31.071,0.355,0.571,negative
17,1.889,0.523,0.869,negative
430,43,0.351,0.772,negative
372,26.571,0.378,0.586,negative
18,1.8,0.522,0.772,negative
143,14.3,0.355,0.775,negative
336,14,0.898,0.958,negative
321,22.929,0.361,0.595,negative
18,1.8,0.6,0.844,negative
156,22.286,0.473,0.991,negative
124,5.391,0.941,1,negative
397,28.357,0.342,0.536,negative
20,2.222,0.55,0.733,negative
155,19.375,0.452,0.882,negative
364,26,0.366,0.562,negative
19,1.9,0.584,0.842,negative
186,18.6,0.347,0.771,negative
265,18.929,0.354,0.565,negative
3,1,0.889,0.889,negative
3,1,0.778,0.778,negative
19,1.9,0.563,0.837,negative
64,9.143,0.498,0.911,negative
350,26.923,0.381,0.589,negative
18,2,0.63,0.944,negative
273,19.5,0.373,0.701,negative
63,7.875,0.435,0.843,negative
1,0.143,1,1,positive
1,0.091,1,1,positive
547,4.144,0.37,0.483,positive
74,9.25,0.568,0.983,negative
40,40,0.9,1,negative
52,52,0.962,1,positive
32,32,0.438,1,negative
169,6.76,0.215,0.947,positive
82,9.111,0.364,0.839,negative
155,15.5,0.314,0.631,negative
71,5.917,0.608,0.866,negative
27,27,0.259,1,positive
39,39,0.308,1,positive
34,34,0.353,1,positive
107,4.458,0.908,0.982,negative
184,16.727,0.455,0.76,negative
9,1,0.519,0.531,negative
52,6.5,0.45,0.921,negative
399,28.5,0.383,0.593,negative
9,0.9,0.689,0.789,negative
126,15.75,0.469,0.961,negative
359,25.643,0.368,0.615,negative
18,1.8,0.467,0.778,negative
245,22.273,0.353,0.765,negative
124,5.167,0.902,0.961,negative
367,26.214,0.349,0.576,negative
19,1.9,0.568,0.774,negative
141,12.818,0.366,0.79,negative
344,31.273,0.446,0.712,negative
18,1.8,0.572,0.867,negative
153,10.929,0.38,0.643,negative
167,15.182,0.371,0.8,negative
419,27.933,0.345,0.526,negative
4,1.333,0.667,0.667,negative
17,1.7,0.506,0.771,negative
292,26.545,0.341,0.761,negative
326,23.286,0.363,0.589,negative
18,2,0.66,0.883,negative
253,18.071,0.372,0.826,negative
251,22.818,0.355,0.743,negative
269,19.214,0.337,0.625,negative
3,1,0.889,0.889,negative
18,2,0.623,0.864,negative
201,15.462,0.4,0.722,negative
246,22.364,0.349,0.765,negative
106,35.333,0.258,0.34,positive
28,28,0.536,1,positive
255,255,0.686,1,positive
10,10,1,1,positive
9,9,0.889,1,positive
1,0.111,1,1,positive
140,0.787,0.574,0.649,positive
54,6.75,0.537,0.951,negative
357,6.611,0.324,0.644,positive
171,6.107,0.258,0.912,negative
1,0.05,1,1,positive
83,9.222,0.391,0.795,negative
155,15.5,0.329,0.601,negative
72,6,0.63,0.885,negative
1,0.04,1,1,positive
19,19,0.632,1,positive
44,44,0.727,1,positive
14,14,1,1,positive
203,11.941,0.925,0.999,negative
8,0.889,0.681,0.764,negative
170,17,0.499,0.928,negative
121,15.125,0.431,0.98,negative
400,30.769,0.364,0.609,negative
8,0.889,0.722,0.792,negative
59,7.375,0.464,0.985,negative
354,27.231,0.38,0.598,negative
14,1.556,0.587,0.944,negative
130,10,0.392,0.697,negative
58,7.25,0.442,0.903,negative
1,0.1,1,1,positive
18,2,0.58,0.852,negative
335,27.917,0.4,0.677,negative
1,0.056,1,1,positive
222,17.077,0.377,0.692,negative
280,28,0.356,0.77,negative
106,6.235,0.927,1,negative
159,12.231,0.412,0.627,negative
17,1.889,0.608,0.856,negative
86,9.556,0.394,0.705,negative
266,15.647,0.921,1,negative
1,0.125,1,1,positive
349,26.846,0.38,0.668,negative
18,2,0.605,0.895,negative
1,0.037,1,1,positive
162,20.25,0.435,0.936,negative
18,1.8,0.522,0.694,negative
285,23.75,0.411,0.708,negative
159,15.9,0.355,0.719,negative
245,14.412,0.913,0.997,negative
332,27.667,0.402,0.659,negative
17,1.889,0.627,0.922,negative
1,0.032,1,1,positive
175,14.583,0.403,0.774,negative
205,20.5,0.381,0.708,negative
98,5.765,0.929,1,negative
17,1.7,0.482,0.759,negative
252,21,0.416,0.682,negative
151,15.1,0.381,0.785,negative
433,33.308,0.375,0.605,negative
17,1.889,0.601,0.889,negative
1,0.125,1,1,positive
252,25.2,0.377,0.775,negative
30,30,0.4,1,positive
94,94,0.564,1,positive
193,193,0.57,1,positive
347,2.711,0.399,0.567,positive
50,6.25,0.528,0.955,negative
378,14.538,0.229,0.584,negative
159,159,0.975,1,positive
169,6.76,0.218,0.971,negative
82,9.111,0.352,0.798,negative
154,15.4,0.315,0.639,negative
71,5.917,0.628,0.872,negative
166,6.917,0.905,0.98,negative
1,0.083,1,1,positive
183,16.636,0.465,0.841,negative
16,1.6,0.544,0.875,negative
240,24,0.383,0.821,negative
419,29.929,0.373,0.603,negative
3,1,0.889,0.889,negative
16,1.778,0.556,0.958,negative
136,10.462,0.415,0.778,negative
161,17.889,0.432,0.93,negative
19,1.9,0.6,0.858,negative
203,14.5,0.362,0.67,negative
62,5.636,0.353,0.78,negative
19,1.9,0.542,0.768,negative
390,27.857,0.358,0.59,negative
3,1,0.889,0.889,negative
123,9.462,0.428,0.798,negative
327,32.7,0.379,0.767,negative
371,16.13,0.941,1,negative
184,16.727,0.484,0.884,negative
19,1.9,0.621,0.858,negative
95,11.875,0.466,0.904,negative
201,14.357,0.373,0.641,negative
20,2,0.605,0.795,negative
165,15,0.354,0.706,negative
417,29.786,0.359,0.559,negative
19,2.111,0.62,0.836,negative
272,22.667,0.329,0.75,negative
319,22.786,0.37,0.577,negative
19,1.9,0.611,0.9,negative
98,8.909,0.378,0.724,negative
433,30.929,0.355,0.572,negative
20,2.222,0.628,0.856,negative
152,13.818,0.365,0.764,negative
340,24.286,0.344,0.563,negative
19,1.9,0.553,0.805,negative
183,13.071,0.39,0.681,negative
383,31.917,0.307,0.603,negative
1,0.083,1,1,positive
135,0.804,0.82,0.904,positive
1,0.111,1,1,positive
54,9,0.549,0.96,negative
315,3.795,0.295,0.594,positive
1,0.111,1,1,positive
83,9.222,0.351,0.726,negative
155,15.5,0.35,0.678,negative
72,6,0.615,0.862,negative
32,32,0.469,1,positive
261,10.44,0.887,0.945,negative
185,16.818,0.487,0.883,negative
10,1,0.52,0.53,negative
45,6.429,0.483,0.984,negative
284,20.286,0.365,0.54,negative
17,1.889,0.536,0.915,negative
160,17.778,0.36,0.763,negative
118,10.727,0.459,0.742,negative
16,1.6,0.619,0.963,negative
369,28.385,0.397,0.662,negative
123,17.571,0.419,0.962,negative
333,11.893,0.351,0.65,negative
19,1.9,0.584,0.816,negative
272,34,0.359,0.848,negative
281,10.036,0.318,0.551,negative
18,2,0.543,0.815,negative
152,16.889,0.379,0.765,negative
254,18.143,0.377,0.569,negative
20,2,0.485,0.68,negative
395,28.214,0.359,0.658,negative
157,22.429,0.439,0.874,negative
433,39.364,0.449,0.706,negative
19,2.111,0.655,0.871,negative
153,21.857,0.467,0.97,negative
267,20.538,0.401,0.662,negative
19,1.9,0.6,0.768,negative
193,24.125,0.4,0.829,negative
340,13.6,0.866,0.926,negative
184,16.727,0.471,0.885,negative
19,1.9,0.6,0.895,negative
215,26.875,0.366,0.792,negative
420,30,0.376,0.571,negative
3,1,0.889,1,negative
20,2.222,0.55,0.783,negative
140,15.556,0.38,0.756,negative
191,14.692,0.406,0.617,negative
19,2.111,0.55,0.86,negative
369,41,0.329,0.639,negative
14,2,0.102,0.204,positive
472,2.843,0.359,0.547,positive
72,6,0.635,0.94,negative
15,15,0.533,1,positive
132,5.739,0.95,1,negative
416,29.714,0.384,0.617,negative
9,0.9,0.667,0.689,negative
43,6.143,0.545,0.973,negative
198,8.25,0.911,0.983,negative
213,16.385,0.359,0.658,negative
4,1.333,0.75,0.75,negative
16,1.6,0.425,0.794,negative
82,9.111,0.312,0.669,negative
17,1.7,0.571,0.918,negative
266,20.462,0.398,0.579,negative
124,13.778,0.348,0.722,negative
320,22.857,0.354,0.585,negative
17,1.7,0.535,0.853,negative
133,10.231,0.36,0.721,negative
250,27.778,0.36,0.733,negative
320,11.852,0.321,0.561,negative
19,2.111,0.667,0.895,negative
250,27.778,0.366,0.768,negative
170,7.083,0.931,0.999,negative
184,16.727,0.46,0.796,negative
18,1.8,0.583,0.894,negative
249,27.667,0.346,0.77,negative
267,9.889,0.362,0.674,negative
19,1.9,0.611,0.874,negative
57,8.143,0.414,0.797,negative
1,0.077,1,1,positive
471,2.707,0.339,0.433,positive
72,12,0.604,0.991,negative
7,7,1,1,negative
83,9.222,0.333,0.742,negative
154,17.111,0.406,0.727,negative
71,6.455,0.69,0.95,negative
63,63,0.587,1,positive
209,8.708,0.926,0.992,negative
344,21.5,0.373,0.572,negative
20,1.818,0.564,0.909,negative
154,14,0.36,0.731,negative
198,7.92,0.869,0.932,negative
427,26.688,0.4,0.632,negative
23,1.917,0.576,0.826,negative
121,7.563,0.396,0.611,negative
409,34.083,0.302,0.604,negative
184,7.077,0.773,0.886,negative
350,20.588,0.363,0.577,negative
23,1.917,0.576,0.79,negative
121,8.067,0.428,0.761,negative
205,18.636,0.371,0.717,negative
367,22.938,0.385,0.575,negative
24,2.182,0.53,0.727,negative
138,9.2,0.431,0.75,negative
266,22.167,0.338,0.667,negative
382,22.471,0.363,0.567,negative
20,1.818,0.568,0.895,negative
181,11.313,0.4,0.759,negative
198,18,0.383,0.773,negative
42,42,0.19,1,positive
1,0.021,1,1,positive
79,11.286,0.566,0.967,negative
326,3.928,0.286,0.671,positive
96,1.333,0.488,0.582,positive
82,10.25,0.412,0.803,negative
155,15.5,0.332,0.687,negative
28,28,0.464,1,positive
72,6.545,0.665,0.938,negative
120,5,0.927,0.972,negative
344,21.5,0.385,0.662,negative
11,0.917,0.652,0.735,negative
135,10.385,0.492,0.833,negative
78,8.667,0.464,0.89,negative
322,10.387,0.689,0.753,negative
391,24.438,0.401,0.674,negative
4,1.333,0.917,0.917,negative
20,1.818,0.564,0.918,negative
70,6.364,0.381,0.639,negative
1,0.063,1,1,positive
353,9.051,0.557,0.608,negative
415,25.938,0.389,0.675,negative
20,1.667,0.546,0.838,negative
205,12.813,0.401,0.799,negative
195,17.727,0.358,0.781,negative
170,7.083,0.924,0.997,negative
359,22.438,0.376,0.652,negative
22,1.833,0.553,0.841,negative
341,21.313,0.378,0.724,negative
70,7.778,0.433,0.851,negative
203,8.12,0.837,0.929,negative
408,25.5,0.39,0.644,negative
22,2,0.649,0.847,negative
222,14.8,0.414,0.728,negative
59,5.9,0.403,0.792,negative
161,0.988,0.523,0.897,positive
80,11.429,0.5,0.848,negative
314,3.783,0.282,0.619,positive
82,9.111,0.337,0.821,negative
155,17.222,0.366,0.723,negative
71,5.917,0.608,0.863,negative
309,12.875,0.921,0.984,negative
356,23.733,0.406,0.626,negative
19,1.727,0.579,0.957,negative
389,22.882,0.344,0.678,negative
56,5.091,0.386,0.7,negative
22,1.833,0.621,0.788,negative
424,26.5,0.371,0.563,negative
4,1.333,0.917,0.917,negative
96,5.647,0.366,0.675,negative
87,9.667,0.444,0.962,negative
120,5.217,0.942,1,negative
389,24.313,0.364,0.569,negative
22,1.833,0.58,0.814,negative
62,4.429,0.433,0.646,negative
161,14.636,0.333,0.65,negative
198,8.609,0.924,0.999,negative
337,21.063,0.363,0.598,negative
23,2.091,0.585,0.834,negative
393,24.563,0.341,0.653,negative
256,25.6,0.363,0.765,negative
337,21.063,0.369,0.608,negative
22,1.833,0.538,0.852,negative
398,23.412,0.32,0.608,negative
212,13.25,0.376,0.693,negative
256,25.6,0.371,0.779,negative
424,141.33,0.537,0.557,negative
469,2.522,0.378,0.529,positive
83,9.222,0.356,0.914,negative
155,17.222,0.346,0.731,negative
71,6.455,0.666,0.937,negative
137,5.957,0.855,0.934,negative
20,1.667,0.525,0.854,negative
399,24.938,0.369,0.577,negative
227,14.188,0.41,0.731,negative
69,5.75,0.332,0.626,negative
382,23.875,0.375,0.6,negative
20,1.818,0.577,0.882,negative
87,7.909,0.319,0.628,negative
309,19.313,0.382,0.549,negative
22,2,0.603,0.81,negative
356,23.733,0.398,0.738,negative
284,23.667,0.325,0.725,negative
294,19.6,0.395,0.651,negative
22,2,0.579,0.806,negative
183,11.438,0.413,0.787,negative
81,7.364,0.339,0.695,negative
334,13.917,0.894,0.966,negative
22,1.833,0.542,0.784,negative
405,25.313,0.382,0.596,negative
4,1.333,0.833,0.917,negative
424,26.5,0.371,0.719,negative
302,27.455,0.379,0.804,negative
141,0.754,0.415,0.884,positive
54,7.714,0.497,0.849,negative
314,3.829,0.296,0.502,negative
9,9,1,1,negative
82,9.111,0.306,0.695,negative
155,17.222,0.376,0.722,negative
72,6,0.638,0.918,negative
23,23,0.348,1,positive
14,14,0.5,1,positive
45,45,0.244,1,positive
125,5.435,0.953,1,negative
376,23.5,0.371,0.58,negative
10,0.833,0.675,0.783,negative
352,22,0.39,0.738,negative
236,21.455,0.354,0.803,negative
4,1.333,1,1,negative
19,1.727,0.598,0.947,negative
154,10.267,0.423,0.704,negative
417,26.063,0.381,0.652,negative
404,33.667,0.334,0.674,negative
2,0.4,0.9,0.9,positive
2,0.143,0.536,0.536,positive
135,5.625,0.911,0.966,negative
2,0.182,0.636,0.636,positive
216,18,0.507,0.764,negative
22,2,0.632,0.864,negative
268,17.867,0.413,0.731,negative
4,1.333,0.917,0.917,negative
94,8.545,0.38,0.677,negative
2,0.5,1,1,positive
403,23.706,0.349,0.521,negative
22,2,0.624,0.88,negative
57,5.7,0.407,0.739,negative
356,22.25,0.377,0.576,negative
22,1.833,0.568,0.837,negative
439,27.438,0.384,0.724,negative
436,39.636,0.336,0.755,negative
94,11.75,0.485,0.922,negative
410,25.625,0.381,0.569,negative
22,2,0.603,0.888,negative
243,15.188,0.394,0.709,negative
378,34.364,0.33,0.684,negative
1,0.111,1,1,positive
57,9.5,0.453,0.906,negative
104,13,0.575,0.87,negative
64,8,0.541,0.947,negative
271,3.519,0.478,0.744,negative
268,29.778,0.465,0.694,negative
230,25.556,0.399,0.87,negative
150,16.667,0.284,0.756,negative
13,1.625,0.663,0.817,negative
157,19.625,0.446,0.987,negative
232,25.778,0.274,0.782,negative
13,1.625,0.635,0.788,negative
248,24.8,0.356,0.729,negative
177,17.7,0.26,0.693,negative
13,1.625,0.683,0.817,negative
171,19,0.4,0.778,negative
48,6,0.354,0.901,negative
13,1.857,0.78,0.989,negative
316,31.6,0.366,0.673,negative
281,31.222,0.272,0.856,negative
13,1.857,0.791,0.978,negative
268,26.8,0.494,0.754,negative
276,30.667,0.388,0.846,negative
278,30.889,0.258,0.798,negative
13,1.625,0.625,0.817,negative
358,39.778,0.385,0.863,negative
170,21.25,0.277,0.89,negative
19,2.714,0.662,0.925,negative
269,26.9,0.306,0.496,negative
398,39.8,0.342,0.745,negative
80,11.429,0.361,0.961,negative
12,1.5,0.583,0.813,negative
238,23.8,0.353,0.727,negative
88,8.8,0.257,0.668,negative
13,1.857,0.67,0.89,negative
279,27.9,0.377,0.687,negative
80,8.889,0.304,0.838,negative
19,2.714,0.662,0.91,negative
268,26.8,0.395,0.59,negative
162,18,0.254,0.527,negative
162,20.25,0.204,0.412,negative
109,13.625,0.447,0.959,negative
163,18.111,0.264,0.51,negative
162,20.25,0.327,0.79,negative
163,18.111,0.263,0.549,negative
163,20.375,0.383,0.982,negative
162,16.2,0.294,0.73,negative
104,34.667,0.606,0.683,negative
184,23,0.237,0.777,negative
5,0.714,0.829,0.829,negative
130,21.667,0.253,0.528,negative
17,4.25,0.191,0.647,negative
1,0.125,1,1,negative
116,1.333,0.406,0.416,negative
29,1.933,0.524,0.97,negative
257,3.338,0.465,0.49,negative
84,1.424,0.659,0.71,negative
63,5.727,0.413,0.804,negative
30,2.727,0.467,0.824,negative
510,21.25,0.846,0.927,positive
19,1.118,0.362,0.381,negative
24,1.412,0.426,0.735,negative
159,17.667,0.249,0.605,negative
168,18.667,0.268,0.661,negative
131,16.375,0.246,0.796,negative
206,25.75,0.236,0.793,negative
217,36.167,0.25,0.684,negative
184,30.667,0.272,0.697,negative
243,34.714,0.219,0.528,negative
219,31.286,0.195,0.617,negative
110,15.714,0.21,0.627,negative
128,18.286,0.265,0.72,negative
21,1.235,0.373,0.613,negative
23,1.353,0.419,0.808,negative
171,10.059,0.208,0.422,negative
166,18.444,0.274,0.606,negative
73,8.111,0.298,0.627,negative
125,13.889,0.21,0.601,negative
109,13.625,0.219,0.595,negative
27,5.4,0.296,0.496,negative
76,9.5,0.232,0.51,negative
18,4.5,0.181,0.778,negative
240,34.286,0.215,0.538,negative
51,10.2,0.314,0.831,negative
231,28.875,0.228,0.569,negative
231,33,0.26,0.64,negative
19,4.75,0.421,0.921,negative
70,14,0.18,0.417,negative
203,40.6,0.239,0.859,negative
22,1.222,0.366,0.513,negative
161,17.889,0.273,0.521,negative
24,1.412,0.426,0.792,negative
158,8.778,0.198,0.418,negative
92,10.222,0.287,0.694,negative
48,8,0.316,0.965,negative
95,11.875,0.187,0.645,negative
227,32.429,0.217,0.509,negative
243,34.714,0.198,0.48,negative
242,30.25,0.171,0.409,negative
192,24,0.207,0.579,negative
98,14,0.207,0.491,negative
22,1.294,0.425,0.765,negative
152,19,0.27,0.623,negative
11,0.647,0.326,0.433,negative
11,0.647,0.417,0.647,negative
141,14.1,0.236,0.645,negative
46,7.667,0.322,0.877,negative
229,28.625,0.168,0.484,negative
113,14.125,0.21,0.759,negative
69,13.8,0.249,0.632,negative
34,6.8,0.141,0.594,negative
58,11.6,0.2,0.745,negative
36,7.2,0.211,0.789,negative
46,9.2,0.174,0.804,negative
135,19.286,0.156,0.753,negative
118,23.6,0.154,0.497,negative
5,1.667,0.533,0.8,negative
145,20.714,0.207,0.658,negative
91,13,0.163,0.535,negative
177,35.4,0.226,0.498,negative
22,1.294,0.321,0.406,negative
150,16.667,0.237,0.579,negative
24,1.412,0.4,0.838,negative
117,14.625,0.173,0.642,negative
130,6.842,0.208,0.65,negative
239,34.143,0.16,0.476,negative
110,15.714,0.174,0.447,negative
21,3.5,0.198,0.444,positive
47,7.833,0.177,0.45,negative
25,6.25,0.28,0.71,negative
104,17.333,0.234,0.862,negative
31,7.75,0.419,0.944,negative
192,27.429,0.136,0.385,negative
162,23.143,0.096,0.235,negative
208,26,0.194,0.491,negative
22,1.294,0.409,0.757,negative
189,18.9,0.263,0.515,negative
92,18.4,0.287,0.604,negative
111,15.857,0.254,0.883,negative
24,1.333,0.454,0.75,negative
231,28.875,0.21,0.543,negative
185,10.278,0.163,0.358,negative
242,30.25,0.232,0.611,negative
48,6.857,0.298,0.613,negative
60,10,0.292,0.822,negative
211,30.143,0.257,0.653,negative
17,3.4,0.376,0.741,negative
198,1.005,0.273,0.332,positive
223,31.857,0.205,0.664,negative
67,9.571,0.258,0.548,negative
249,10.826,0.77,0.958,negative
23,1.353,0.373,0.621,negative
169,18.778,0.26,0.619,negative
100,11.111,0.247,0.637,negative
71,11.833,0.329,0.958,negative
210,26.25,0.178,0.483,negative
44,11,0.267,0.614,negative
97,13.857,0.196,0.461,negative
107,21.4,0.247,0.91,negative
34,2,0.123,0.156,negative
201,10.579,0.238,0.567,negative
213,30.429,0.235,0.746,negative
28,4.667,0.327,0.589,negative
98,14,0.254,0.608,negative
133,19,0.211,0.559,negative
72,10.286,0.236,0.651,negative
159,2.013,0.319,0.368,negative
245,3.182,0.445,0.523,negative
183,2.473,0.544,0.612,negative
541,180.33,0.71,0.747,positive
153,17,0.304,0.848,negative
58,5.8,0.402,0.893,negative
1,0.012,1,1,positive
192,13.714,0.234,0.589,negative
12,0.75,0.526,0.833,negative
284,20.286,0.236,0.698,negative
225,25,0.198,0.741,negative
325,32.5,0.215,0.692,negative
333,37,0.237,0.671,negative
197,21.889,0.274,0.699,negative
58,6.444,0.351,0.669,negative
323,24.846,0.256,0.557,negative
24,1.412,0.36,0.708,negative
37,5.286,0.521,0.954,negative
184,20.444,0.214,0.798,negative
44,4.889,0.341,0.677,negative
330,33,0.207,0.671,negative
33,3.667,0.34,0.677,negative
292,29.2,0.203,0.649,negative
50,7.143,0.266,0.74,negative
1,0.009,1,1,positive
93,23.25,0.312,0.763,negative
94,15.667,0.184,0.934,negative
284,21.846,0.205,0.553,negative
94,15.667,0.188,0.874,negative
24,1.5,0.393,0.935,negative
94,18.8,0.234,0.845,negative
167,13.917,0.225,0.752,negative
94,18.8,0.183,0.798,negative
95,23.75,0.311,0.979,negative
61,8.714,0.241,0.794,negative
95,15.833,0.209,0.667,negative
93,15.5,0.238,0.711,negative
288,28.8,0.191,0.564,negative
93,18.6,0.351,1,negative
18,18,0.389,1,negative
323,32.3,0.198,0.676,negative
95,19,0.255,0.787,negative
97,16.167,0.232,0.852,negative
293,29.3,0.207,0.596,negative
96,19.2,0.342,0.738,negative
96,16,0.309,0.925,negative
96,16,0.335,0.703,negative
96,16,0.259,0.74,negative
24,1.412,0.407,0.809,negative
239,18.385,0.239,0.615,negative
63,12.6,0.368,0.927,negative
298,37.25,0.242,0.791,negative
96,16,0.319,0.703,negative
96,19.2,0.404,0.817,negative
56,8,0.329,0.791,negative
94,18.8,0.277,0.945,negative
330,33,0.225,0.771,negative
96,16,0.309,0.644,negative
95,15.833,0.274,0.784,negative
319,31.9,0.239,0.674,negative
96,16,0.297,0.811,negative
82,16.4,0.361,0.802,negative
96,16,0.351,0.755,negative
24,1.5,0.411,0.872,negative
285,31.667,0.338,0.765,negative
96,16,0.267,0.939,negative
96,16,0.302,0.795,negative
1,0.007,0.993,1,positive
305,33.889,0.191,0.73,negative
96,16,0.26,0.856,negative
94,18.8,0.313,0.751,negative
19,2.714,0.286,0.632,negative
95,15.833,0.256,0.768,negative
331,36.778,0.222,0.69,negative
95,15.833,0.226,0.933,negative
96,16,0.234,0.668,negative
282,28.2,0.191,0.701,negative
97,16.167,0.235,0.703,negative
183,20.333,0.218,0.6,negative
97,16.167,0.282,0.794,negative
97,16.167,0.266,0.72,negative
93,15.5,0.276,0.962,negative
94,15.667,0.287,0.713,negative
97,13.857,0.211,0.791,negative
24,1.5,0.44,0.948,negative
91,7.583,0.281,0.59,negative
97,19.4,0.334,0.831,negative
97,16.167,0.299,0.701,negative
242,18.615,0.231,0.614,negative
96,24,0.417,0.753,negative
96,16,0.198,0.668,negative
140,20,0.253,0.886,negative
96,16,0.262,0.842,negative
303,30.3,0.179,0.669,negative
96,19.2,0.323,0.838,negative
96,16,0.217,0.797,negative
284,28.4,0.202,0.709,negative
69,17.25,0.377,0.96,negative
80,8.889,0.231,0.694,negative
96,19.2,0.329,0.717,negative
96,16,0.274,0.901,negative
96,16,0.318,0.575,negative
99,19.8,0.303,0.739,negative
96,16,0.293,0.724,negative
96,24,0.479,0.878,negative
1,0.027,1,1,positive
94,15.667,0.326,0.862,negative
92,5.75,0.245,0.522,negative
39,6.5,0.342,0.936,negative
39,7.8,0.395,0.826,negative
39,7.8,0.436,0.656,negative
286,1.788,0.201,0.226,positive
285,3.132,0.158,0.165,positive
73,1.141,0.403,0.445,positive
66,1.048,0.491,0.591,positive
50,0.769,0.454,0.487,positive
79,1.254,0.338,0.345,positive
1,0.031,1,1,positive
108,27,0.778,0.826,positive
32,2.909,0.264,0.5,negative
18,2,0.395,0.759,negative
9,1,0.321,0.395,negative
57,5.182,0.343,0.678,negative
20,20,0.75,1,positive
252,22.909,0.092,0.095,positive
31,4.429,0.382,0.811,negative
38,4.222,0.377,0.731,negative
5,0.012,0.216,0.221,positive
151,16.778,0.185,0.566,negative
88,8.8,0.248,0.49,negative
160,17.778,0.215,0.8,negative
92,13.143,0.292,0.907,negative
127,14.111,0.213,0.679,negative
1,0.1,0.9,1,positive
75,9.375,0.228,0.662,negative
119,17,0.285,0.872,negative
4,0.571,0.429,0.714,negative
41,41,0.39,1,negative
40,40,0.4,1,negative
42,42,0.405,1,negative
59,6.556,0.237,0.802,negative
1,0.125,1,1,positive
17,2.833,0.245,0.804,negative
120,15,0.25,0.748,negative
59,8.429,0.462,1,negative
125,17.857,0.29,0.735,negative
111,12.333,0.209,0.571,negative
164,23.429,0.281,0.838,negative
8,1.143,0.393,0.75,negative
40,40,0.4,1,negative
35,35,0.429,1,negative
31,4.429,0.336,0.834,negative
211,23.444,0.219,0.707,negative
93,10.333,0.229,0.734,negative
129,16.125,0.232,0.823,negative
7,1.167,0.333,0.952,negative
12,1.714,0.226,0.607,negative
88,9.778,0.263,0.726,negative
33,33,0.364,1,negative
63,63,0.952,1,positive
48,6,0.396,0.924,negative
38,5.429,0.41,0.91,negative
36,5.143,0.456,0.98,negative
76,10.857,0.301,0.859,negative
2,0.4,0.8,0.8,negative
56,8,0.143,0.401,negative
105,15,0.256,0.705,negative
53,7.571,0.089,0.245,negative
95,95,0.379,1,negative
75,8.333,0.194,0.698,negative
76,76,0.961,1,positive
20,2.5,0.263,0.613,negative
31,4.429,0.415,0.783,negative
98,10.889,0.285,0.645,negative
102,11.333,0.166,0.56,negative
21,3.5,0.238,0.738,negative
12,1.714,0.25,0.524,negative
69,8.625,0.261,0.879,negative
102,102,0.961,1,positive
77,9.625,0.232,0.731,negative
22,2.75,0.438,0.79,negative
62,8.857,0.272,0.963,negative
10,1.667,0.183,0.65,negative
7,1.167,0.333,0.738,negative
20,4,0.17,0.48,negative
91,91,0.352,1,negative
29,29,0.31,1,negative
17,2.429,0.16,0.739,negative
9,1.5,0.296,0.796,negative
56,11.2,0.121,0.471,negative
44,11,0.267,0.778,negative
128,25.6,0.759,0.764,positive
47,23.5,0.17,0.511,negative
22,22,0.318,1,negative
31,5.167,0.199,0.565,negative
8,2.667,0.333,0.875,negative
47,47,0.34,1,negative
44,4.889,0.412,0.795,negative
39,6.5,0.226,0.705,negative
8,1.143,0.214,0.625,negative
32,3.556,0.417,0.715,negative
50,8.333,0.24,0.63,negative
8,1.143,0.304,0.768,negative
77,77,0.325,1,negative
47,47,0.426,1,negative
42,42,0.381,1,negative
59,8.429,0.242,0.685,negative
82,13.667,0.104,0.303,negative
12,2.4,0.2,0.467,negative
58,11.6,0.09,0.259,negative
72,8,0.255,0.494,negative
45,45,0.356,1,negative
90,5.625,0.197,0.77,negative
2,0.286,0.643,0.714,positive
280,56,0.78,0.786,positive
296,4.418,0.088,0.285,negative
117,14.625,0.201,0.698,negative
46,6.571,0.416,0.776,negative
126,15.75,0.209,0.573,negative
55,6.111,0.275,0.661,negative
158,22.571,0.211,0.552,negative
30,4.286,0.271,0.871,negative
49,5.444,0.252,0.739,negative
118,16.857,0.386,0.869,negative
18,3,0.343,0.926,negative
20,3.333,0.317,0.983,negative
75,10.714,0.263,0.71,negative
17,2.125,0.228,0.86,negative
106,6.625,0.192,0.593,negative
6,0.857,0.286,0.857,negative
28,4,0.286,0.781,negative
30,3.75,0.242,0.821,negative
70,10,0.265,0.976,negative
31,4.429,0.3,0.88,negative
54,6.75,0.188,0.78,negative
15,2.5,0.244,0.733,negative
180,22.5,0.199,0.724,negative
34,4.857,0.223,0.916,negative
34,4.857,0.252,1,negative
