Height,Lenght,Eccen,P_black,P_and,Blackand,Wb_trans,Class
10,33,3.3,0.182,0.564,186,43,negative
7,14,2,0.306,0.959,94,23,negative
7,18,2.571,0.278,0.976,123,26,negative
7,5,0.714,0.257,1,35,8,negative
7,41,5.857,0.328,0.774,222,66,negative
9,20,2.222,0.294,0.578,104,35,negative
7,6,0.857,0.381,1,42,7,negative
7,4,0.571,0.25,0.857,24,4,negative
7,14,2,0.408,0.98,96,23,negative
8,15,1.875,0.267,0.908,109,26,negative
7,21,3,0.32,0.714,105,28,negative
9,72,8,0.241,0.548,355,97,negative
7,21,3,0.279,0.748,110,27,negative
7,38,5.429,0.338,0.729,194,58,negative
7,11,1.571,0.364,0.935,72,20,negative
7,32,4.571,0.308,0.777,174,55,negative
7,36,5.143,0.302,0.873,220,56,negative
10,63,6.3,0.184,0.617,389,83,negative
7,43,6.143,0.292,0.85,256,66,negative
7,24,3.429,0.28,0.607,102,34,negative
9,19,2.111,0.292,0.684,117,33,negative
7,30,4.286,0.338,0.762,160,46,negative
7,7,1,0.306,0.898,44,11,negative
6,11,1.833,0.348,1,66,15,negative
9,28,3.111,0.25,0.77,194,43,negative
7,20,2.857,0.229,0.864,121,27,negative
7,14,2,0.265,0.827,81,22,negative
6,11,1.833,0.364,0.833,55,15,negative
6,19,3.167,0.307,0.904,103,22,negative
7,32,4.571,0.272,0.862,193,40,negative
6,10,1.667,0.317,0.85,51,16,negative
6,14,2.333,0.274,1,84,18,negative
9,24,2.667,0.213,0.468,101,36,negative
6,24,4,0.292,0.778,112,31,negative
6,11,1.833,0.303,0.97,64,15,negative
5,8,1.6,0.35,0.975,39,14,negative
7,20,2.857,0.329,1,140,31,negative
7,4,0.571,0.393,0.679,19,3,negative
7,51,7.286,0.325,0.871,311,70,negative
7,11,1.571,0.416,0.961,74,20,negative
8,44,5.5,0.284,0.673,237,70,negative
6,24,4,0.264,0.764,110,26,negative
7,38,5.429,0.286,0.748,199,45,negative
7,4,0.571,0.25,0.893,25,4,negative
7,25,3.571,0.189,0.806,141,27,negative
7,22,3.143,0.325,0.805,124,38,negative
7,21,3,0.388,0.912,134,31,negative
8,27,3.375,0.282,0.87,188,45,negative
7,13,1.857,0.33,0.835,76,19,negative
7,8,1.143,0.393,1,56,13,negative
7,33,4.714,0.351,0.987,228,53,negative
9,9,1,0.272,0.753,61,16,negative
9,11,1.222,0.253,0.778,77,13,negative
7,40,5.714,0.311,0.939,263,61,negative
7,11,1.571,0.299,1,77,13,negative
10,31,3.1,0.197,0.652,202,47,negative
10,38,3.8,0.187,0.463,176,52,negative
9,43,4.778,0.274,0.605,234,63,negative
7,7,1,0.286,1,49,11,negative
7,21,3,0.306,0.741,109,27,negative
7,11,1.571,0.377,0.974,75,18,negative
6,14,2.333,0.286,1,84,20,negative
6,13,2.167,0.333,0.91,71,19,negative
6,10,1.667,0.4,0.967,58,16,negative
5,6,1.2,0.433,0.967,29,8,negative
5,12,2.4,0.483,1,60,21,negative
10,49,4.9,0.165,0.649,318,60,negative
6,13,2.167,0.333,0.846,66,19,negative
6,11,1.833,0.394,0.955,63,17,negative
6,13,2.167,0.308,1,78,17,negative
8,16,2,0.211,0.672,86,19,negative
6,11,1.833,0.333,0.788,52,15,negative
6,30,5,0.311,0.8,144,46,negative
4,20,5,0.388,0.925,74,22,negative
4,22,5.5,0.432,0.977,86,26,negative
5,21,4.2,0.333,0.79,83,24,negative
9,29,3.222,0.23,0.613,160,46,negative
7,34,4.857,0.286,0.756,180,50,negative
7,6,0.857,0.452,0.976,41,11,negative
7,41,5.857,0.341,0.721,207,62,negative
7,46,6.571,0.354,0.994,320,78,negative
8,8,1,0.219,0.875,56,9,negative
7,14,2,0.347,1,98,17,negative
5,20,4,0.49,0.99,99,31,negative
9,20,2.222,0.233,0.5,90,26,negative
8,7,0.875,0.268,0.786,44,9,negative
8,17,2.125,0.199,0.603,82,9,negative
8,19,2.375,0.178,0.724,110,18,negative
8,19,2.375,0.184,0.849,129,19,negative
7,14,2,0.327,0.847,83,22,negative
7,16,2.286,0.259,1,112,14,negative
7,14,2,0.316,0.847,83,21,negative
7,11,1.571,0.364,0.896,69,19,negative
7,33,4.714,0.264,0.844,195,51,negative
7,36,5.143,0.278,0.937,236,56,negative
10,251,25.1,0.179,0.515,1293,327,negative
7,6,0.857,0.333,0.643,27,8,negative
7,19,2.714,0.203,0.406,54,12,negative
6,15,2.5,0.267,0.833,75,12,negative
6,6,1,0.417,1,36,8,negative
7,17,2.429,0.311,0.908,108,24,negative
7,20,2.857,0.25,0.657,92,24,negative
7,24,3.429,0.268,0.708,119,28,negative
7,19,2.714,0.278,0.662,88,27,negative
6,7,1.167,0.286,0.857,36,8,negative
7,11,1.571,0.325,0.831,64,17,negative
7,42,6,0.235,0.571,168,52,negative
5,14,2.8,0.386,0.857,60,16,negative
7,22,3.143,0.247,0.883,136,32,negative
8,4,0.5,0.25,0.344,11,1,negative
7,11,1.571,0.312,1,77,18,negative
7,34,4.857,0.298,0.937,223,54,negative
7,6,0.857,0.333,1,42,10,negative
9,45,5,0.259,0.805,326,75,negative
7,16,2.286,0.313,0.973,109,20,negative
7,11,1.571,0.39,0.766,59,17,negative
7,74,10.571,0.276,0.683,354,91,negative
7,31,4.429,0.286,0.673,146,40,negative
7,11,1.571,0.403,0.961,74,20,negative
8,47,5.875,0.266,0.604,227,64,negative
7,56,8,0.319,0.829,325,86,negative
7,24,3.429,0.196,0.762,128,24,negative
8,40,5,0.213,0.659,211,55,negative
6,27,4.5,0.241,0.988,160,35,negative
6,44,7.333,0.254,0.689,182,40,negative
9,26,2.889,0.175,0.517,121,30,negative
7,20,2.857,0.307,0.85,119,29,negative
6,19,3.167,0.333,0.93,106,30,negative
6,25,4.167,0.313,1,150,34,negative
6,11,1.833,0.333,0.97,64,14,negative
7,16,2.286,0.259,0.768,86,14,negative
5,33,6.6,0.376,0.903,149,43,negative
10,37,3.7,0.154,0.457,169,41,negative
10,11,1.1,0.2,0.545,60,10,negative
9,17,1.889,0.229,0.582,89,21,negative
9,5,0.556,0.244,0.622,28,6,negative
7,26,3.714,0.192,0.626,114,23,negative
7,21,3,0.259,0.837,123,26,negative
7,11,1.571,0.416,0.818,63,16,negative
7,86,12.286,0.294,0.701,422,105,negative
7,33,4.714,0.346,0.879,203,59,negative
7,9,1.286,0.349,0.746,47,13,negative
9,11,1.222,0.222,0.737,73,17,negative
9,22,2.444,0.212,0.763,151,26,negative
7,47,6.714,0.286,0.717,236,67,negative
7,11,1.571,0.299,0.649,50,13,negative
7,19,2.714,0.331,0.729,97,26,negative
7,25,3.571,0.303,0.709,124,35,negative
7,207,29.571,0.249,0.771,1117,279,negative
7,51,7.286,0.283,0.91,325,75,negative
6,26,4.333,0.288,0.679,106,32,negative
9,28,3.111,0.258,0.607,153,43,negative
6,13,2.167,0.359,0.782,61,21,negative
6,11,1.833,0.318,0.712,47,16,negative
8,30,3.75,0.242,0.667,160,43,negative
6,12,2,0.361,0.903,65,18,negative
4,11,2.75,0.432,1,44,14,negative
7,20,2.857,0.357,0.7,98,27,negative
7,43,6.143,0.319,0.801,241,68,negative
7,19,2.714,0.338,0.827,110,27,negative
7,41,5.857,0.307,0.808,232,58,negative
7,11,1.571,0.416,0.974,75,21,negative
7,15,2.143,0.343,1,105,22,negative
9,65,7.222,0.265,0.73,427,93,negative
7,11,1.571,0.377,0.961,74,20,negative
9,44,4.889,0.24,0.775,307,67,negative
7,7,1,0.306,0.959,47,9,negative
7,23,3.286,0.273,0.839,135,30,negative
7,7,1,0.327,1,49,8,negative
6,11,1.833,0.379,0.818,54,15,negative
4,6,1.5,0.542,1,24,8,negative
4,4,1,0.563,0.938,15,2,negative
5,17,3.4,0.388,0.859,73,18,negative
5,40,8,0.44,0.935,187,63,negative
6,38,6.333,0.377,0.833,190,57,negative
7,19,2.714,0.398,1,133,31,negative
7,18,2.571,0.238,0.714,90,26,negative
7,23,3.286,0.28,0.783,126,35,negative
7,7,1,0.347,1,49,12,negative
9,41,4.556,0.263,0.743,274,69,negative
9,24,2.667,0.287,0.912,197,36,negative
9,39,4.333,0.259,0.695,244,61,negative
9,52,5.778,0.306,0.718,336,86,negative
9,26,2.889,0.291,0.795,186,39,negative
7,45,6.429,0.254,0.708,223,62,negative
5,8,1.6,0.55,0.95,38,12,negative
5,12,2.4,0.55,0.983,59,15,negative
5,9,1.8,0.333,1,45,8,negative
8,48,6,0.221,0.557,214,62,negative
5,43,8.6,0.456,1,215,69,negative
6,40,6.667,0.296,0.729,175,52,negative
7,17,2.429,0.336,0.874,104,23,negative
9,34,3.778,0.209,0.493,151,45,negative
7,59,8.429,0.228,0.659,272,76,negative
9,91,10.111,0.206,0.731,599,123,negative
9,103,11.444,0.243,0.663,615,159,negative
5,13,2.6,0.431,0.923,60,15,negative
6,13,2.167,0.308,0.974,76,17,negative
5,32,6.4,0.406,1,160,46,negative
5,28,5.6,0.321,0.95,133,31,negative
5,6,1.2,0.433,1,30,8,negative
5,3,0.6,0.533,1,15,3,negative
7,23,3.286,0.329,0.938,151,38,negative
7,5,0.714,0.429,0.886,31,6,negative
6,13,2.167,0.359,0.885,69,17,negative
6,12,2,0.375,0.944,68,18,negative
9,18,2,0.259,0.71,115,27,negative
7,10,1.429,0.3,0.771,54,14,negative
7,11,1.571,0.364,0.948,73,19,negative
9,30,3.333,0.285,0.6,162,51,negative
7,33,4.714,0.364,0.753,174,50,negative
7,44,6.286,0.169,0.455,140,33,negative
9,157,17.444,0.222,0.54,763,198,negative
7,11,1.571,0.364,0.909,70,16,negative
6,19,3.167,0.289,0.789,90,24,negative
6,18,3,0.315,1,108,21,negative
6,16,2.667,0.354,1,96,23,negative
5,7,1.4,0.4,0.943,33,8,negative
5,4,0.8,0.45,0.8,16,3,negative
7,26,3.714,0.374,0.846,154,41,negative
7,35,5,0.269,0.939,230,50,negative
7,37,5.286,0.282,0.772,200,54,negative
9,48,5.333,0.257,0.738,319,79,negative
9,86,9.556,0.211,0.517,400,126,negative
5,4,0.8,0.6,1,20,5,negative
5,27,5.4,0.304,0.889,120,29,negative
7,15,2.143,0.371,0.829,87,22,negative
7,26,3.714,0.346,0.725,132,42,negative
7,20,2.857,0.25,0.593,83,26,negative
7,17,2.429,0.361,0.782,93,26,negative
9,82,9.111,0.245,0.562,415,122,negative
7,65,9.286,0.284,0.846,385,82,negative
9,92,10.222,0.24,0.641,531,129,negative
9,48,5.333,0.227,0.657,284,69,negative
7,52,7.429,0.266,0.959,349,80,negative
5,43,8.6,0.372,0.888,191,55,negative
5,4,0.8,0.5,0.7,14,1,negative
9,20,2.222,0.261,0.617,111,28,negative
6,14,2.333,0.298,0.619,52,14,negative
7,11,1.571,0.299,1,77,19,negative
7,13,1.857,0.374,0.901,82,20,negative
7,30,4.286,0.324,0.948,199,44,negative
7,31,4.429,0.281,0.682,148,39,negative
10,262,26.2,0.185,0.655,1715,369,negative
7,36,5.143,0.262,0.671,169,52,negative
7,18,2.571,0.357,1,126,29,negative
7,11,1.571,0.377,1,77,19,negative
7,25,3.571,0.371,1,175,40,negative
7,33,4.714,0.351,0.957,221,56,negative
9,17,1.889,0.307,0.987,151,34,negative
8,6,0.75,0.375,1,48,11,negative
7,13,1.857,0.308,0.824,75,21,negative
7,18,2.571,0.254,0.841,106,23,negative
7,38,5.429,0.252,0.628,167,48,negative
9,262,29.111,0.209,0.703,1657,356,negative
6,19,3.167,0.316,0.886,101,20,negative
5,32,6.4,0.413,0.994,159,49,negative
5,23,4.6,0.322,1,115,28,negative
5,5,1,0.28,0.72,18,4,negative
8,41,5.125,0.21,0.662,217,48,negative
7,10,1.429,0.329,0.814,57,18,negative
7,54,7.714,0.286,0.878,332,77,negative
9,16,1.778,0.174,0.819,118,19,negative
6,8,1.333,0.313,0.875,42,14,negative
7,11,1.571,0.299,0.987,76,17,negative
7,18,2.571,0.302,0.984,124,28,negative
9,53,5.889,0.252,0.677,323,78,negative
7,53,7.571,0.299,0.927,344,86,negative
9,107,11.889,0.217,0.842,811,156,negative
8,17,2.125,0.228,0.882,120,25,negative
8,32,4,0.207,0.797,204,43,negative
6,33,5.5,0.303,0.874,173,41,negative
9,16,1.778,0.208,0.715,103,20,negative
9,11,1.222,0.283,0.939,93,18,negative
9,25,2.778,0.249,0.911,205,37,negative
9,14,1.556,0.238,0.897,113,22,negative
7,14,2,0.337,0.898,88,17,negative
7,10,1.429,0.314,1,70,17,negative
9,50,5.556,0.22,0.691,311,75,negative
9,16,1.778,0.215,0.764,110,20,negative
7,23,3.286,0.28,0.826,133,31,negative
9,16,1.778,0.278,0.917,132,27,negative
9,18,2,0.241,0.981,159,27,negative
6,31,5.167,0.263,0.812,151,35,negative
6,68,11.333,0.257,0.672,274,91,negative
7,23,3.286,0.323,0.839,135,31,negative
8,41,5.125,0.293,0.872,286,67,negative
7,47,6.714,0.258,0.763,251,66,negative
6,20,3.333,0.333,0.942,113,33,negative
9,13,1.444,0.308,0.88,103,21,negative
9,55,6.111,0.255,0.697,345,91,negative
6,37,6.167,0.306,0.811,180,48,negative
7,9,1.286,0.302,0.841,53,11,negative
7,16,2.286,0.25,1,112,18,negative
7,17,2.429,0.269,0.899,107,21,negative
7,11,1.571,0.338,0.883,68,16,negative
7,25,3.571,0.331,0.891,156,41,negative
7,7,1,0.388,0.939,46,10,negative
7,14,2,0.367,0.786,77,23,negative
7,35,5,0.347,0.771,189,56,negative
6,23,3.833,0.283,0.891,123,35,negative
6,58,9.667,0.276,0.744,259,82,negative
5,11,2.2,0.436,0.891,49,14,negative
7,47,6.714,0.322,0.833,274,61,negative
5,7,1.4,0.457,1,35,11,negative
7,40,5.714,0.339,0.936,262,66,negative
8,8,1,0.234,0.953,61,6,negative
7,11,1.571,0.234,0.675,52,14,negative
7,13,1.857,0.286,0.868,79,19,negative
9,41,4.556,0.201,0.653,241,57,negative
7,18,2.571,0.214,0.929,117,24,negative
7,10,1.429,0.286,0.7,49,16,negative
7,41,5.857,0.321,0.725,208,62,negative
7,45,6.429,0.238,0.67,211,65,negative
9,201,22.333,0.152,0.456,825,216,negative
9,202,22.444,0.087,0.254,462,122,negative
5,9,1.8,0.444,0.956,43,14,negative
7,10,1.429,0.343,0.786,55,18,negative
9,19,2.111,0.275,0.643,110,31,negative
8,19,2.375,0.309,0.98,149,31,negative
9,42,4.667,0.198,0.563,213,65,negative
6,17,2.833,0.294,0.863,88,26,negative
6,7,1.167,0.262,0.929,39,8,negative
6,29,4.833,0.305,0.966,168,42,negative
9,184,20.444,0.206,0.659,1091,251,negative
9,35,3.889,0.26,0.924,291,60,negative
6,5,0.833,0.367,0.867,26,4,negative
6,5,0.833,0.333,0.833,25,6,negative
5,32,6.4,0.419,0.981,157,51,negative
5,11,2.2,0.4,0.927,51,14,negative
5,33,6.6,0.315,0.909,150,41,negative
9,42,4.667,0.235,0.603,228,65,negative
9,7,0.778,0.286,0.778,49,9,negative
9,39,4.333,0.256,0.698,245,55,negative
7,8,1.143,0.321,0.786,44,13,negative
7,4,0.571,0.321,0.679,19,1,negative
7,31,4.429,0.313,0.71,154,45,negative
8,54,6.75,0.183,0.734,317,59,negative
7,18,2.571,0.27,0.881,111,25,negative
7,11,1.571,0.221,0.922,71,14,negative
7,54,7.714,0.304,0.876,331,91,negative
7,13,1.857,0.407,0.978,89,21,negative
7,23,3.286,0.447,1,161,37,negative
7,31,4.429,0.304,0.843,183,50,negative
7,23,3.286,0.298,0.876,141,33,negative
6,10,1.667,0.267,0.55,33,9,negative
6,20,3.333,0.258,0.975,117,24,negative
5,3,0.6,0.6,0.933,14,3,negative
5,10,2,0.36,1,50,14,negative
7,21,3,0.286,0.857,126,31,negative
7,29,4.143,0.281,0.783,159,43,negative
7,13,1.857,0.275,0.824,75,19,negative
9,53,5.889,0.218,0.591,282,84,negative
9,44,4.889,0.258,0.604,239,74,negative
8,10,1.25,0.288,0.813,65,14,negative
7,19,2.714,0.263,0.662,88,26,negative
6,20,3.333,0.367,0.967,116,32,negative
7,7,1,0.306,0.592,29,7,negative
9,29,3.222,0.188,0.502,131,33,negative
5,4,0.8,0.45,0.75,15,4,negative
6,44,7.333,0.265,0.811,214,57,negative
5,6,1.2,0.433,0.9,27,8,negative
5,43,8.6,0.33,0.819,176,61,negative
8,398,49.75,0.279,0.664,2113,521,negative
6,10,1.667,0.45,0.85,51,14,negative
1,65,65,0.646,1,65,14,positive
10,39,3.9,0.285,0.546,213,58,negative
8,15,1.875,0.467,0.783,94,25,negative
8,20,2.5,0.375,0.725,116,32,negative
8,19,2.375,0.382,0.724,110,30,negative
8,46,5.75,0.34,0.611,225,70,negative
8,9,1.125,0.361,0.792,57,17,negative
8,48,6,0.341,0.737,283,67,negative
7,12,1.714,0.417,0.738,62,19,negative
6,7,1.167,0.524,1,42,11,negative
7,8,1.143,0.464,0.768,43,12,negative
8,9,1.125,0.319,0.639,46,11,negative
7,9,1.286,0.429,0.683,43,11,negative
9,6,0.667,0.407,0.519,28,4,positive
11,25,2.273,0.276,0.629,173,40,negative
8,8,1,0.516,1,64,13,negative
8,10,1.25,0.35,1,80,14,negative
9,36,4,0.349,0.707,229,62,negative
8,12,1.5,0.406,0.885,85,18,negative
7,17,2.429,0.429,0.908,108,27,negative
9,35,3.889,0.362,0.825,260,58,negative
7,34,4.857,0.462,0.941,224,47,negative
8,28,3.5,0.393,0.759,170,40,negative
5,7,1.4,0.543,1,35,9,negative
10,12,1.2,0.208,0.583,70,15,positive
24,18,0.75,0.139,0.377,163,29,positive
8,9,1.125,0.375,0.889,64,15,negative
8,10,1.25,0.475,0.888,71,13,negative
8,13,1.625,0.442,0.981,102,23,negative
8,43,5.375,0.398,0.945,325,81,negative
10,29,2.9,0.307,0.855,248,48,negative
10,12,1.2,0.333,0.867,104,22,negative
10,33,3.3,0.321,0.852,281,43,negative
8,12,1.5,0.427,1,96,25,negative
8,18,2.25,0.424,0.889,128,30,negative
10,25,2.5,0.32,0.648,162,40,negative
8,6,0.75,0.458,0.833,40,8,negative
14,17,1.214,0.113,0.387,92,15,positive
22,22,1,0.107,0.473,229,29,positive
16,4,0.25,0.156,0.531,34,2,positive
12,271,22.583,0.248,0.559,1818,433,negative
8,1,0.125,0.875,1,8,1,positive
16,21,1.313,0.095,0.515,173,20,positive
8,9,1.125,0.458,1,72,11,negative
8,43,5.375,0.398,0.939,323,57,negative
13,5,0.385,0.123,0.538,35,1,positive
8,26,3.25,0.423,0.851,177,36,negative
8,16,2,0.477,0.875,112,25,negative
8,10,1.25,0.45,0.988,79,21,negative
8,13,1.625,0.423,0.99,103,25,negative
8,16,2,0.383,0.867,111,25,negative
9,37,4.111,0.3,0.694,231,50,negative
8,30,3.75,0.45,0.788,189,47,negative
7,11,1.571,0.117,0.494,38,5,positive
6,8,1.333,0.542,0.938,45,13,negative
36,48,1.333,0.143,0.437,755,69,positive
55,48,0.873,0.142,0.364,960,88,positive
12,271,22.583,0.246,0.615,1999,410,negative
53,48,0.906,0.181,0.374,951,98,positive
8,9,1.125,0.431,0.903,65,15,negative
8,25,3.125,0.385,0.615,123,28,negative
11,42,3.818,0.292,0.76,351,70,negative
8,7,0.875,0.375,1,56,10,negative
8,19,2.375,0.388,1,152,34,negative
8,35,4.375,0.443,0.996,279,58,negative
8,20,2.5,0.506,1,160,33,negative
8,13,1.625,0.49,0.933,97,22,negative
10,23,2.3,0.361,0.774,178,34,negative
8,30,3.75,0.433,1,240,49,negative
29,48,1.655,0.116,0.268,373,32,positive
11,57,5.182,0.295,0.719,451,75,negative
9,59,6.556,0.348,0.829,440,82,negative
8,4,0.5,0.469,0.875,28,3,negative
10,79,7.9,0.324,0.671,530,117,negative
8,36,4.5,0.458,0.958,276,64,negative
10,11,1.1,0.473,1,110,21,negative
27,4,0.148,0.333,0.667,72,14,positive
11,32,2.909,0.301,0.895,315,56,negative
9,27,3,0.333,0.918,223,48,negative
9,12,1.333,0.37,1,108,20,negative
9,17,1.889,0.392,0.935,143,27,negative
11,34,3.091,0.324,0.872,326,49,negative
10,60,6,0.365,0.788,473,93,negative
8,12,1.5,0.417,0.938,90,20,negative
10,42,4.2,0.355,0.862,362,70,negative
8,9,1.125,0.389,0.736,53,13,negative
8,36,4.5,0.458,0.875,252,65,negative
9,23,2.556,0.386,0.894,185,33,negative
8,13,1.625,0.529,0.798,83,19,negative
10,29,2.9,0.383,0.834,242,45,negative
8,22,2.75,0.398,0.784,138,36,negative
8,19,2.375,0.401,0.98,149,31,negative
7,16,2.286,0.446,0.946,106,25,negative
9,39,4.333,0.368,0.729,256,50,negative
6,16,2.667,0.49,0.938,90,22,negative
21,4,0.19,0.31,0.643,54,7,positive
19,47,2.474,0.078,0.112,100,18,positive
12,271,22.583,0.238,0.571,1857,391,negative
7,46,6.571,0.177,0.304,98,7,positive
2,9,4.5,0.556,0.556,10,1,positive
2,46,23,0.511,0.554,51,1,positive
11,15,1.364,0.358,0.752,124,27,negative
11,94,8.545,0.28,0.675,698,143,negative
8,141,17.625,0.371,0.977,1102,227,negative
1,127,127,0.646,1,127,6,positive
1,13,13,0.846,1,13,2,positive
11,22,2,0.277,0.731,177,36,negative
9,16,1.778,0.375,1,144,26,negative
9,15,1.667,0.378,0.963,130,21,negative
11,46,4.182,0.283,0.84,425,79,negative
8,9,1.125,0.403,0.722,52,15,negative
11,19,1.727,0.378,0.9,188,41,negative
11,32,2.909,0.335,0.994,350,52,negative
10,33,3.3,0.391,0.982,324,63,negative
10,4,0.4,0.35,0.9,36,8,negative
10,17,1.7,0.382,1,170,27,negative
10,6,0.6,0.433,1,60,10,negative
3,129,43,0.305,0.377,146,10,positive
5,7,1.4,0.2,0.314,11,1,positive
21,13,0.619,0.168,0.308,84,20,negative
8,9,1.125,0.319,0.667,48,10,negative
19,13,0.684,0.215,0.551,136,35,negative
13,5,0.385,0.323,0.554,36,4,positive
9,91,10.111,0.32,0.773,633,119,negative
8,6,0.75,0.5,0.854,41,8,negative
8,14,1.75,0.455,1,112,26,negative
8,24,3,0.339,0.917,176,36,negative
9,116,12.889,0.339,0.88,919,190,negative
25,9,0.36,0.187,0.436,98,17,positive
9,9,1,0.358,0.914,74,16,negative
9,12,1.333,0.389,0.852,92,18,negative
10,19,1.9,0.379,0.816,155,34,negative
9,18,2,0.414,0.877,142,29,negative
8,35,4.375,0.382,1,280,53,negative
8,9,1.125,0.431,0.958,69,15,negative
10,25,2.5,0.384,0.836,209,39,negative
8,42,5.25,0.414,0.955,321,74,negative
8,23,2.875,0.359,0.94,173,40,negative
8,10,1.25,0.438,0.988,79,18,negative
8,4,0.5,0.438,0.594,19,2,positive
6,18,3,0.5,0.991,107,22,negative
17,9,0.529,0.209,0.497,76,17,positive
9,15,1.667,0.407,0.844,114,24,negative
8,19,2.375,0.368,0.704,107,24,negative
5,4,0.8,0.45,0.65,13,2,positive
11,39,3.545,0.317,0.711,305,55,negative
8,19,2.375,0.355,0.868,132,31,negative
8,4,0.5,0.375,1,32,8,negative
10,25,2.5,0.392,0.904,226,47,negative
10,27,2.7,0.367,0.744,201,49,negative
8,31,3.875,0.427,0.992,246,49,negative
6,27,4.5,0.475,0.809,131,33,negative
9,4,0.444,0.25,0.75,27,1,positive
6,13,2.167,0.551,0.923,72,17,negative
12,4,0.333,0.292,1,48,7,positive
6,5,0.833,0.367,1,30,5,positive
10,32,3.2,0.334,0.797,255,51,negative
8,6,0.75,0.375,0.792,38,6,negative
8,12,1.5,0.417,0.802,77,19,negative
10,33,3.3,0.318,0.758,250,45,negative
8,23,2.875,0.337,0.783,144,32,negative
8,12,1.5,0.427,0.958,92,22,negative
10,18,1.8,0.389,0.817,147,37,negative
10,18,1.8,0.306,0.617,111,22,negative
8,34,4.25,0.371,0.765,208,48,negative
10,35,3.5,0.337,0.711,249,45,negative
6,13,2.167,0.103,0.449,35,2,positive
4,11,2.75,0.159,0.932,41,4,positive
9,20,2.222,0.367,0.9,162,30,negative
8,36,4.5,0.406,1,288,62,negative
11,30,2.727,0.297,0.6,198,41,negative
54,48,0.889,0.143,0.264,685,54,positive
53,48,0.906,0.157,0.269,685,51,positive
52,48,0.923,0.138,0.248,619,45,positive
11,52,4.727,0.28,0.605,346,78,negative
11,87,7.909,0.253,0.662,634,128,negative
10,59,5.9,0.269,0.69,407,88,negative
8,49,6.125,0.406,0.742,291,88,negative
27,4,0.148,0.38,0.75,81,16,positive
9,26,2.889,0.385,0.85,199,48,negative
9,56,6.222,0.339,0.931,469,77,negative
9,47,5.222,0.362,0.905,383,76,negative
9,9,1,0.346,0.877,71,10,negative
9,4,0.444,0.472,0.861,31,3,negative
11,25,2.273,0.327,0.84,231,46,negative
9,38,4.222,0.371,0.874,299,68,negative
8,10,1.25,0.425,0.925,74,16,negative
6,14,2.333,0.571,0.976,82,20,negative
8,1,0.125,1,1,8,1,positive
11,12,1.091,0.455,0.977,129,27,negative
11,45,4.091,0.267,0.733,363,66,negative
9,43,4.778,0.344,0.982,380,73,negative
9,25,2.778,0.378,0.938,211,40,negative
10,41,4.1,0.339,0.832,341,69,negative
10,30,3,0.427,0.78,234,46,negative
8,15,1.875,0.558,1,120,23,negative
8,12,1.5,0.448,0.885,85,22,negative
6,6,1,0.528,0.917,33,6,negative
11,84,7.636,0.279,0.679,627,110,negative
8,53,6.625,0.33,0.906,384,67,negative
8,56,7,0.424,0.942,422,91,negative
8,12,1.5,0.583,0.896,86,20,negative
7,47,6.714,0.38,0.757,249,54,negative
9,1,0.111,1,1,9,1,positive
11,134,12.182,0.286,0.777,1145,179,negative
10,36,3.6,0.367,0.844,304,59,negative
11,79,7.182,0.321,0.713,620,132,negative
6,8,1.333,0.646,0.917,44,10,negative
6,47,7.833,0.202,0.202,57,1,positive
4,19,4.75,0.276,0.382,29,4,positive
11,272,24.727,0.275,0.743,2222,392,negative
1,47,47,1,1,47,1,positive
1,86,86,0.93,1,86,2,positive
1,17,17,1,1,17,1,positive
1,19,19,0.737,1,19,3,positive
12,271,22.583,0.259,0.689,2241,423,negative
8,21,2.625,0.357,0.911,153,36,negative
8,30,3.75,0.383,0.983,236,49,negative
11,11,1,0.388,0.818,99,21,negative
9,240,26.667,0.259,0.714,1542,336,negative
10,11,1.1,0.273,0.927,102,19,negative
10,9,0.9,0.344,0.889,80,11,negative
11,29,2.636,0.298,0.752,240,43,negative
8,28,3.5,0.411,0.996,223,48,negative
8,15,1.875,0.475,0.992,119,22,negative
8,7,0.875,0.411,1,56,12,negative
8,29,3.625,0.453,0.996,231,50,negative
8,8,1,0.391,0.781,50,9,negative
9,22,2.444,0.268,0.596,118,16,negative
6,18,3,0.537,0.981,106,22,negative
9,244,27.111,0.237,0.801,1758,327,negative
