Height,Lenght,Eccen,P_black,P_and,Blackpix,Blackand,Wb_trans,Class
7,16,2.286,0.339,1,38,112,27,negative
7,38,5.429,0.248,0.955,66,254,50,negative
5,7,1.4,0.457,1,16,35,8,negative
10,9,0.9,0.222,1,20,90,16,negative
10,47,4.7,0.198,0.781,93,367,72,negative
8,16,2,0.258,0.945,33,121,28,negative
8,6,0.75,0.313,0.813,15,39,8,negative
7,26,3.714,0.302,0.912,55,166,36,negative
9,65,7.222,0.222,0.786,130,460,96,negative
7,18,2.571,0.27,0.825,34,104,26,negative
8,21,2.625,0.232,0.643,39,108,30,negative
5,13,2.6,0.4,1,26,65,22,negative
8,93,11.625,0.185,0.538,138,400,111,negative
7,21,3,0.293,0.81,43,119,32,negative
7,27,3.857,0.079,0.175,15,33,6,negative
7,44,6.286,0.218,0.734,67,226,53,negative
7,19,2.714,0.248,0.624,33,83,22,negative
7,24,3.429,0.232,0.851,39,143,32,negative
7,39,5.571,0.253,0.853,69,233,52,negative
7,11,1.571,0.325,0.935,25,72,18,negative
7,15,2.143,0.229,0.886,24,93,15,negative
7,13,1.857,0.363,1,33,91,17,negative
7,4,0.571,0.286,1,8,28,4,negative
7,18,2.571,0.365,0.952,46,120,30,negative
7,13,1.857,0.33,0.835,30,76,21,negative
7,40,5.714,0.336,0.782,94,219,64,negative
9,47,5.222,0.279,0.773,118,327,77,negative
7,7,1,0.347,0.98,17,48,8,negative
7,11,1.571,0.403,0.974,31,75,21,negative
9,30,3.333,0.27,0.796,73,215,52,negative
7,20,2.857,0.257,0.879,36,123,32,negative
7,11,1.571,0.364,0.727,28,56,18,negative
7,23,3.286,0.329,0.845,53,136,32,negative
7,9,1.286,0.333,0.952,21,60,15,negative
7,13,1.857,0.308,0.934,28,85,17,negative
7,19,2.714,0.286,0.669,38,89,28,negative
5,28,5.6,0.307,0.814,43,114,33,negative
5,32,6.4,0.35,0.863,56,138,42,negative
5,24,4.8,0.375,0.95,45,114,31,negative
5,19,3.8,0.442,0.937,42,89,28,negative
9,54,6,0.191,0.741,93,360,75,negative
9,39,4.333,0.239,0.624,84,219,55,negative
7,57,8.143,0.273,0.659,109,263,84,negative
7,10,1.429,0.329,1,23,70,13,negative
7,32,4.571,0.277,0.83,62,186,44,negative
6,6,1,0.361,1,13,36,9,negative
6,21,3.5,0.349,1,44,126,33,negative
6,7,1.167,0.357,0.762,15,32,7,negative
7,5,0.714,0.371,0.829,13,29,7,negative
7,13,1.857,0.319,0.846,29,77,18,negative
7,9,1.286,0.381,0.857,24,54,12,negative
7,35,5,0.302,0.939,74,230,50,negative
7,14,2,0.357,0.969,35,95,23,negative
7,11,1.571,0.39,0.792,30,61,19,negative
7,20,2.857,0.379,1,53,140,33,negative
7,31,4.429,0.318,0.839,69,182,51,negative
7,23,3.286,0.286,0.677,46,109,29,negative
7,39,5.571,0.293,0.733,80,200,56,negative
7,7,1,0.245,0.878,12,43,7,negative
8,39,4.875,0.224,0.824,70,257,58,negative
7,54,7.714,0.235,0.799,89,302,58,negative
7,32,4.571,0.268,0.83,60,186,47,negative
7,51,7.286,0.322,0.784,115,280,77,negative
7,48,6.857,0.268,0.652,90,219,56,negative
7,13,1.857,0.286,0.989,26,90,15,negative
7,8,1.143,0.268,0.679,15,38,13,negative
7,17,2.429,0.227,0.891,27,106,18,negative
7,10,1.429,0.286,0.829,20,58,15,negative
7,11,1.571,0.286,0.909,22,70,17,negative
10,13,1.3,0.231,0.8,30,104,17,negative
6,11,1.833,0.364,0.955,24,63,18,negative
7,19,2.714,0.346,0.842,46,112,26,negative
7,14,2,0.214,0.786,21,77,19,negative
8,20,2.5,0.206,0.813,33,130,24,negative
6,26,4.333,0.288,0.872,45,136,35,negative
8,30,3.75,0.225,0.671,54,161,44,negative
8,10,1.25,0.238,0.925,19,74,11,negative
7,13,1.857,0.341,0.846,31,77,17,negative
7,39,5.571,0.33,0.853,90,233,63,negative
5,18,3.6,0.467,0.867,42,78,22,negative
6,16,2.667,0.198,0.76,19,73,8,negative
7,27,3.857,0.37,0.841,70,159,39,negative
7,8,1.143,0.357,0.786,20,44,13,negative
7,17,2.429,0.261,0.95,31,113,17,negative
7,11,1.571,0.364,0.922,28,71,14,negative
7,11,1.571,0.299,0.779,23,60,14,negative
7,23,3.286,0.342,0.783,55,126,38,negative
7,7,1,0.327,1,16,49,12,negative
7,8,1.143,0.339,0.875,19,49,8,negative
6,13,2.167,0.269,0.667,21,52,14,negative
7,16,2.286,0.286,0.705,32,79,17,negative
6,28,4.667,0.369,0.78,62,131,35,negative
7,34,4.857,0.273,0.584,65,139,42,negative
7,18,2.571,0.286,0.627,36,79,23,negative
7,11,1.571,0.351,0.727,27,56,18,negative
7,21,3,0.327,0.912,48,134,28,negative
7,14,2,0.286,0.755,28,74,18,negative
7,52,7.429,0.272,0.788,99,287,81,negative
1,14,14,0.571,1,8,14,3,negative
5,18,3.6,0.4,0.811,36,73,22,negative
5,36,7.2,0.406,0.961,73,173,54,negative
7,11,1.571,0.377,0.948,29,73,21,negative
9,29,3.222,0.287,0.747,75,195,49,negative
9,37,4.111,0.228,0.586,76,195,60,negative
7,16,2.286,0.295,0.92,33,103,28,negative
8,26,3.25,0.236,0.779,49,162,39,negative
7,11,1.571,0.299,0.727,23,56,17,negative
5,13,2.6,0.477,0.938,31,61,21,negative
5,7,1.4,0.543,1,19,35,9,negative
5,14,2.8,0.457,1,32,70,21,negative
7,30,4.286,0.3,0.886,63,186,44,negative
7,9,1.286,0.238,0.619,15,39,10,negative
7,16,2.286,0.286,0.955,32,107,19,negative
7,11,1.571,0.247,0.61,19,47,14,negative
7,27,3.857,0.286,1,54,189,41,negative
7,7,1,0.265,0.796,13,39,9,negative
7,21,3,0.333,0.789,49,116,35,negative
7,33,4.714,0.368,0.896,85,207,54,negative
7,17,2.429,0.336,0.908,40,108,27,negative
7,12,1.714,0.357,0.81,30,68,18,negative
7,19,2.714,0.406,0.94,54,125,31,negative
7,30,4.286,0.329,1,69,210,50,negative
7,8,1.143,0.268,0.768,15,43,14,negative
7,11,1.571,0.312,0.844,24,65,18,negative
9,24,2.667,0.218,0.588,47,127,34,negative
7,24,3.429,0.244,0.774,41,130,28,negative
7,20,2.857,0.257,0.75,36,105,27,negative
9,30,3.333,0.248,0.937,67,253,46,negative
5,19,3.8,0.389,0.895,37,85,28,negative
5,11,2.2,0.364,1,20,55,15,negative
7,16,2.286,0.241,0.634,27,71,14,negative
5,7,1.4,0.4,1,14,35,12,negative
7,22,3.143,0.247,0.714,38,110,31,negative
9,17,1.889,0.235,0.647,36,99,25,negative
10,33,3.3,0.182,0.564,60,186,43,negative
7,14,2,0.306,0.959,30,94,23,negative
7,18,2.571,0.278,0.976,35,123,26,negative
7,5,0.714,0.257,1,9,35,8,negative
7,41,5.857,0.328,0.774,94,222,66,negative
9,20,2.222,0.294,0.578,53,104,35,negative
7,6,0.857,0.381,1,16,42,7,negative
7,4,0.571,0.25,0.857,7,24,4,negative
7,14,2,0.408,0.98,40,96,23,negative
8,15,1.875,0.267,0.908,32,109,26,negative
7,21,3,0.32,0.714,47,105,28,negative
9,72,8,0.241,0.548,156,355,97,negative
7,21,3,0.279,0.748,41,110,27,negative
7,38,5.429,0.338,0.729,90,194,58,negative
7,11,1.571,0.364,0.935,28,72,20,negative
7,32,4.571,0.308,0.777,69,174,55,negative
7,36,5.143,0.302,0.873,76,220,56,negative
10,63,6.3,0.184,0.617,116,389,83,negative
7,43,6.143,0.292,0.85,88,256,66,negative
7,24,3.429,0.28,0.607,47,102,34,negative
9,19,2.111,0.292,0.684,50,117,33,negative
7,30,4.286,0.338,0.762,71,160,46,negative
7,7,1,0.306,0.898,15,44,11,negative
6,11,1.833,0.348,1,23,66,15,negative
9,28,3.111,0.25,0.77,63,194,43,negative
7,20,2.857,0.229,0.864,32,121,27,negative
7,14,2,0.265,0.827,26,81,22,negative
6,11,1.833,0.364,0.833,24,55,15,negative
6,19,3.167,0.307,0.904,35,103,22,negative
7,32,4.571,0.272,0.862,61,193,40,negative
6,10,1.667,0.317,0.85,19,51,16,negative
6,14,2.333,0.274,1,23,84,18,negative
9,24,2.667,0.213,0.468,46,101,36,negative
6,24,4,0.292,0.778,42,112,31,negative
6,11,1.833,0.303,0.97,20,64,15,negative
5,8,1.6,0.35,0.975,14,39,14,negative
7,20,2.857,0.329,1,46,140,31,negative
7,4,0.571,0.393,0.679,11,19,3,negative
7,51,7.286,0.325,0.871,116,311,70,negative
7,11,1.571,0.416,0.961,32,74,20,negative
8,44,5.5,0.284,0.673,100,237,70,negative
6,24,4,0.264,0.764,38,110,26,negative
7,38,5.429,0.286,0.748,76,199,45,negative
7,4,0.571,0.25,0.893,7,25,4,negative
7,25,3.571,0.189,0.806,33,141,27,negative
7,22,3.143,0.325,0.805,50,124,38,negative
7,21,3,0.388,0.912,57,134,31,negative
8,27,3.375,0.282,0.87,61,188,45,negative
7,13,1.857,0.33,0.835,30,76,19,negative
7,8,1.143,0.393,1,22,56,13,negative
7,33,4.714,0.351,0.987,81,228,53,negative
9,9,1,0.272,0.753,22,61,16,negative
9,11,1.222,0.253,0.778,25,77,13,negative
7,40,5.714,0.311,0.939,87,263,61,negative
7,11,1.571,0.299,1,23,77,13,negative
10,31,3.1,0.197,0.652,61,202,47,negative
10,38,3.8,0.187,0.463,71,176,52,negative
9,43,4.778,0.274,0.605,106,234,63,negative
7,7,1,0.286,1,14,49,11,negative
7,21,3,0.306,0.741,45,109,27,negative
7,11,1.571,0.377,0.974,29,75,18,negative
6,14,2.333,0.286,1,24,84,20,negative
6,13,2.167,0.333,0.91,26,71,19,negative
6,10,1.667,0.4,0.967,24,58,16,negative
5,6,1.2,0.433,0.967,13,29,8,negative
5,12,2.4,0.483,1,29,60,21,negative
10,49,4.9,0.165,0.649,81,318,60,negative
6,13,2.167,0.333,0.846,26,66,19,negative
6,11,1.833,0.394,0.955,26,63,17,negative
6,13,2.167,0.308,1,24,78,17,negative
8,16,2,0.211,0.672,27,86,19,negative
6,11,1.833,0.333,0.788,22,52,15,negative
6,30,5,0.311,0.8,56,144,46,negative
4,20,5,0.388,0.925,31,74,22,negative
4,22,5.5,0.432,0.977,38,86,26,negative
5,21,4.2,0.333,0.79,35,83,24,negative
9,29,3.222,0.23,0.613,60,160,46,negative
7,34,4.857,0.286,0.756,68,180,50,negative
7,6,0.857,0.452,0.976,19,41,11,negative
7,41,5.857,0.341,0.721,98,207,62,negative
7,46,6.571,0.354,0.994,114,320,78,negative
8,8,1,0.219,0.875,14,56,9,negative
7,14,2,0.347,1,34,98,17,negative
5,20,4,0.49,0.99,49,99,31,negative
9,20,2.222,0.233,0.5,42,90,26,negative
8,7,0.875,0.268,0.786,15,44,9,negative
8,17,2.125,0.199,0.603,27,82,9,negative
8,19,2.375,0.178,0.724,27,110,18,negative
8,19,2.375,0.184,0.849,28,129,19,negative
7,14,2,0.327,0.847,32,83,22,negative
7,16,2.286,0.259,1,29,112,14,negative
7,14,2,0.316,0.847,31,83,21,negative
7,11,1.571,0.364,0.896,28,69,19,negative
7,33,4.714,0.264,0.844,61,195,51,negative
7,36,5.143,0.278,0.937,70,236,56,negative
10,251,25.1,0.179,0.515,449,1293,327,negative
7,6,0.857,0.333,0.643,14,27,8,negative
7,19,2.714,0.203,0.406,27,54,12,negative
6,15,2.5,0.267,0.833,24,75,12,negative
6,6,1,0.417,1,15,36,8,negative
7,17,2.429,0.311,0.908,37,108,24,negative
7,20,2.857,0.25,0.657,35,92,24,negative
7,24,3.429,0.268,0.708,45,119,28,negative
7,19,2.714,0.278,0.662,37,88,27,negative
6,7,1.167,0.286,0.857,12,36,8,negative
7,11,1.571,0.325,0.831,25,64,17,negative
7,42,6,0.235,0.571,69,168,52,negative
5,14,2.8,0.386,0.857,27,60,16,negative
7,22,3.143,0.247,0.883,38,136,32,negative
8,4,0.5,0.25,0.344,8,11,1,negative
7,11,1.571,0.312,1,24,77,18,negative
7,34,4.857,0.298,0.937,71,223,54,negative
7,6,0.857,0.333,1,14,42,10,negative
9,45,5,0.259,0.805,105,326,75,negative
7,16,2.286,0.313,0.973,35,109,20,negative
7,11,1.571,0.39,0.766,30,59,17,negative
7,74,10.571,0.276,0.683,143,354,91,negative
7,31,4.429,0.286,0.673,62,146,40,negative
7,11,1.571,0.403,0.961,31,74,20,negative
8,47,5.875,0.266,0.604,100,227,64,negative
7,56,8,0.319,0.829,125,325,86,negative
7,24,3.429,0.196,0.762,33,128,24,negative
8,40,5,0.213,0.659,68,211,55,negative
6,27,4.5,0.241,0.988,39,160,35,negative
6,44,7.333,0.254,0.689,67,182,40,negative
9,26,2.889,0.175,0.517,41,121,30,negative
7,20,2.857,0.307,0.85,43,119,29,negative
6,19,3.167,0.333,0.93,38,106,30,negative
6,25,4.167,0.313,1,47,150,34,negative
6,11,1.833,0.333,0.97,22,64,14,negative
7,16,2.286,0.259,0.768,29,86,14,negative
5,33,6.6,0.376,0.903,62,149,43,negative
10,37,3.7,0.154,0.457,57,169,41,negative
10,11,1.1,0.2,0.545,22,60,10,negative
9,17,1.889,0.229,0.582,35,89,21,negative
9,5,0.556,0.244,0.622,11,28,6,negative
7,26,3.714,0.192,0.626,35,114,23,negative
7,21,3,0.259,0.837,38,123,26,negative
7,11,1.571,0.416,0.818,32,63,16,negative
7,86,12.286,0.294,0.701,177,422,105,negative
7,33,4.714,0.346,0.879,80,203,59,negative
7,9,1.286,0.349,0.746,22,47,13,negative
9,11,1.222,0.222,0.737,22,73,17,negative
9,22,2.444,0.212,0.763,42,151,26,negative
7,47,6.714,0.286,0.717,94,236,67,negative
7,11,1.571,0.299,0.649,23,50,13,negative
7,19,2.714,0.331,0.729,44,97,26,negative
7,25,3.571,0.303,0.709,53,124,35,negative
7,207,29.571,0.249,0.771,361,1117,279,negative
7,51,7.286,0.283,0.91,101,325,75,negative
6,26,4.333,0.288,0.679,45,106,32,negative
9,28,3.111,0.258,0.607,65,153,43,negative
6,13,2.167,0.359,0.782,28,61,21,negative
6,11,1.833,0.318,0.712,21,47,16,negative
8,30,3.75,0.242,0.667,58,160,43,negative
6,12,2,0.361,0.903,26,65,18,negative
4,11,2.75,0.432,1,19,44,14,negative
7,20,2.857,0.357,0.7,50,98,27,negative
7,43,6.143,0.319,0.801,96,241,68,negative
7,19,2.714,0.338,0.827,45,110,27,negative
7,41,5.857,0.307,0.808,88,232,58,negative
7,11,1.571,0.416,0.974,32,75,21,negative
7,15,2.143,0.343,1,36,105,22,negative
9,65,7.222,0.265,0.73,155,427,93,negative
7,11,1.571,0.377,0.961,29,74,20,negative
9,44,4.889,0.24,0.775,95,307,67,negative
7,7,1,0.306,0.959,15,47,9,negative
7,23,3.286,0.273,0.839,44,135,30,negative
7,7,1,0.327,1,16,49,8,negative
6,11,1.833,0.379,0.818,25,54,15,negative
4,6,1.5,0.542,1,13,24,8,negative
4,4,1,0.563,0.938,9,15,2,negative
5,17,3.4,0.388,0.859,33,73,18,negative
5,40,8,0.44,0.935,88,187,63,negative
6,38,6.333,0.377,0.833,86,190,57,negative
7,19,2.714,0.398,1,53,133,31,negative
7,18,2.571,0.238,0.714,30,90,26,negative
7,23,3.286,0.28,0.783,45,126,35,negative
7,7,1,0.347,1,17,49,12,negative
9,41,4.556,0.263,0.743,97,274,69,negative
9,24,2.667,0.287,0.912,62,197,36,negative
9,39,4.333,0.259,0.695,91,244,61,negative
9,52,5.778,0.306,0.718,143,336,86,negative
9,26,2.889,0.291,0.795,68,186,39,negative
7,45,6.429,0.254,0.708,80,223,62,negative
5,8,1.6,0.55,0.95,22,38,12,negative
5,12,2.4,0.55,0.983,33,59,15,negative
5,9,1.8,0.333,1,15,45,8,negative
8,48,6,0.221,0.557,85,214,62,negative
5,43,8.6,0.456,1,98,215,69,negative
6,40,6.667,0.296,0.729,71,175,52,negative
7,17,2.429,0.336,0.874,40,104,23,negative
9,34,3.778,0.209,0.493,64,151,45,negative
7,59,8.429,0.228,0.659,94,272,76,negative
9,91,10.111,0.206,0.731,169,599,123,negative
9,103,11.444,0.243,0.663,225,615,159,negative
5,13,2.6,0.431,0.923,28,60,15,negative
6,13,2.167,0.308,0.974,24,76,17,negative
5,32,6.4,0.406,1,65,160,46,negative
5,28,5.6,0.321,0.95,45,133,31,negative
5,6,1.2,0.433,1,13,30,8,negative
5,3,0.6,0.533,1,8,15,3,negative
7,23,3.286,0.329,0.938,53,151,38,negative
7,5,0.714,0.429,0.886,15,31,6,negative
6,13,2.167,0.359,0.885,28,69,17,negative
6,12,2,0.375,0.944,27,68,18,negative
9,18,2,0.259,0.71,42,115,27,negative
7,10,1.429,0.3,0.771,21,54,14,negative
7,11,1.571,0.364,0.948,28,73,19,negative
9,30,3.333,0.285,0.6,77,162,51,negative
7,33,4.714,0.364,0.753,84,174,50,negative
7,44,6.286,0.169,0.455,52,140,33,negative
9,157,17.444,0.222,0.54,313,763,198,negative
7,11,1.571,0.364,0.909,28,70,16,negative
6,19,3.167,0.289,0.789,33,90,24,negative
6,18,3,0.315,1,34,108,21,negative
6,16,2.667,0.354,1,34,96,23,negative
5,7,1.4,0.4,0.943,14,33,8,negative
5,4,0.8,0.45,0.8,9,16,3,negative
7,26,3.714,0.374,0.846,68,154,41,negative
7,35,5,0.269,0.939,66,230,50,negative
7,37,5.286,0.282,0.772,73,200,54,negative
9,48,5.333,0.257,0.738,111,319,79,negative
9,86,9.556,0.211,0.517,163,400,126,negative
5,4,0.8,0.6,1,12,20,5,negative
5,27,5.4,0.304,0.889,41,120,29,negative
7,15,2.143,0.371,0.829,39,87,22,negative
7,26,3.714,0.346,0.725,63,132,42,negative
7,20,2.857,0.25,0.593,35,83,26,negative
7,17,2.429,0.361,0.782,43,93,26,negative
9,82,9.111,0.245,0.562,181,415,122,negative
7,65,9.286,0.284,0.846,129,385,82,negative
9,92,10.222,0.24,0.641,199,531,129,negative
9,48,5.333,0.227,0.657,98,284,69,negative
7,52,7.429,0.266,0.959,97,349,80,negative
5,43,8.6,0.372,0.888,80,191,55,negative
5,4,0.8,0.5,0.7,10,14,1,negative
9,20,2.222,0.261,0.617,47,111,28,negative
6,14,2.333,0.298,0.619,25,52,14,negative
7,11,1.571,0.299,1,23,77,19,negative
7,13,1.857,0.374,0.901,34,82,20,negative
7,30,4.286,0.324,0.948,68,199,44,negative
7,31,4.429,0.281,0.682,61,148,39,negative
10,262,26.2,0.185,0.655,484,1715,369,negative
7,36,5.143,0.262,0.671,66,169,52,negative
7,18,2.571,0.357,1,45,126,29,negative
7,11,1.571,0.377,1,29,77,19,negative
7,25,3.571,0.371,1,65,175,40,negative
7,33,4.714,0.351,0.957,81,221,56,negative
9,17,1.889,0.307,0.987,47,151,34,negative
8,6,0.75,0.375,1,18,48,11,negative
7,13,1.857,0.308,0.824,28,75,21,negative
7,18,2.571,0.254,0.841,32,106,23,negative
7,38,5.429,0.252,0.628,67,167,48,negative
9,262,29.111,0.209,0.703,492,1657,356,negative
6,19,3.167,0.316,0.886,36,101,20,negative
5,32,6.4,0.413,0.994,66,159,49,negative
5,23,4.6,0.322,1,37,115,28,negative
5,5,1,0.28,0.72,7,18,4,negative
8,41,5.125,0.21,0.662,69,217,48,negative
7,10,1.429,0.329,0.814,23,57,18,negative
7,54,7.714,0.286,0.878,108,332,77,negative
9,16,1.778,0.174,0.819,25,118,19,negative
6,8,1.333,0.313,0.875,15,42,14,negative
7,11,1.571,0.299,0.987,23,76,17,negative
7,18,2.571,0.302,0.984,38,124,28,negative
9,53,5.889,0.252,0.677,120,323,78,negative
7,53,7.571,0.299,0.927,111,344,86,negative
9,107,11.889,0.217,0.842,209,811,156,negative
8,17,2.125,0.228,0.882,31,120,25,negative
8,32,4,0.207,0.797,53,204,43,negative
6,33,5.5,0.303,0.874,60,173,41,negative
9,16,1.778,0.208,0.715,30,103,20,negative
9,11,1.222,0.283,0.939,28,93,18,negative
9,25,2.778,0.249,0.911,56,205,37,negative
9,14,1.556,0.238,0.897,30,113,22,negative
7,14,2,0.337,0.898,33,88,17,negative
7,10,1.429,0.314,1,22,70,17,negative
9,50,5.556,0.22,0.691,99,311,75,negative
9,16,1.778,0.215,0.764,31,110,20,negative
7,23,3.286,0.28,0.826,45,133,31,negative
9,16,1.778,0.278,0.917,40,132,27,negative
9,18,2,0.241,0.981,39,159,27,negative
6,31,5.167,0.263,0.812,49,151,35,negative
6,68,11.333,0.257,0.672,105,274,91,negative
7,23,3.286,0.323,0.839,52,135,31,negative
8,41,5.125,0.293,0.872,96,286,67,negative
7,47,6.714,0.258,0.763,85,251,66,negative
6,20,3.333,0.333,0.942,40,113,33,negative
9,13,1.444,0.308,0.88,36,103,21,negative
9,55,6.111,0.255,0.697,126,345,91,negative
6,37,6.167,0.306,0.811,68,180,48,negative
7,9,1.286,0.302,0.841,19,53,11,negative
7,16,2.286,0.25,1,28,112,18,negative
7,17,2.429,0.269,0.899,32,107,21,negative
7,11,1.571,0.338,0.883,26,68,16,negative
7,25,3.571,0.331,0.891,58,156,41,negative
7,7,1,0.388,0.939,19,46,10,negative
7,14,2,0.367,0.786,36,77,23,negative
7,35,5,0.347,0.771,85,189,56,negative
6,23,3.833,0.283,0.891,39,123,35,negative
6,58,9.667,0.276,0.744,96,259,82,negative
5,11,2.2,0.436,0.891,24,49,14,negative
7,47,6.714,0.322,0.833,106,274,61,negative
5,7,1.4,0.457,1,16,35,11,negative
7,40,5.714,0.339,0.936,95,262,66,negative
8,8,1,0.234,0.953,15,61,6,negative
7,11,1.571,0.234,0.675,18,52,14,negative
7,13,1.857,0.286,0.868,26,79,19,negative
9,41,4.556,0.201,0.653,74,241,57,negative
7,18,2.571,0.214,0.929,27,117,24,negative
7,10,1.429,0.286,0.7,20,49,16,negative
7,41,5.857,0.321,0.725,92,208,62,negative
7,45,6.429,0.238,0.67,75,211,65,negative
9,201,22.333,0.152,0.456,275,825,216,negative
9,202,22.444,0.087,0.254,158,462,122,negative
5,9,1.8,0.444,0.956,20,43,14,negative
7,10,1.429,0.343,0.786,24,55,18,negative
9,19,2.111,0.275,0.643,47,110,31,negative
8,19,2.375,0.309,0.98,47,149,31,negative
9,42,4.667,0.198,0.563,75,213,65,negative
6,17,2.833,0.294,0.863,30,88,26,negative
6,7,1.167,0.262,0.929,11,39,8,negative
6,29,4.833,0.305,0.966,53,168,42,negative
9,184,20.444,0.206,0.659,341,1091,251,negative
9,35,3.889,0.26,0.924,82,291,60,negative
6,5,0.833,0.367,0.867,11,26,4,negative
6,5,0.833,0.333,0.833,10,25,6,negative
5,32,6.4,0.419,0.981,67,157,51,negative
5,11,2.2,0.4,0.927,22,51,14,negative
5,33,6.6,0.315,0.909,52,150,41,negative
9,42,4.667,0.235,0.603,89,228,65,negative
9,7,0.778,0.286,0.778,18,49,9,negative
9,39,4.333,0.256,0.698,90,245,55,negative
7,8,1.143,0.321,0.786,18,44,13,negative
7,4,0.571,0.321,0.679,9,19,1,negative
7,31,4.429,0.313,0.71,68,154,45,negative
8,54,6.75,0.183,0.734,79,317,59,negative
7,18,2.571,0.27,0.881,34,111,25,negative
7,11,1.571,0.221,0.922,17,71,14,negative
7,54,7.714,0.304,0.876,115,331,91,negative
7,13,1.857,0.407,0.978,37,89,21,negative
7,23,3.286,0.447,1,72,161,37,negative
7,31,4.429,0.304,0.843,66,183,50,negative
7,23,3.286,0.298,0.876,48,141,33,negative
6,10,1.667,0.267,0.55,16,33,9,negative
6,20,3.333,0.258,0.975,31,117,24,negative
5,3,0.6,0.6,0.933,9,14,3,negative
5,10,2,0.36,1,18,50,14,negative
7,21,3,0.286,0.857,42,126,31,negative
7,29,4.143,0.281,0.783,57,159,43,negative
7,13,1.857,0.275,0.824,25,75,19,negative
9,53,5.889,0.218,0.591,104,282,84,negative
9,44,4.889,0.258,0.604,102,239,74,negative
8,10,1.25,0.288,0.813,23,65,14,negative
7,19,2.714,0.263,0.662,35,88,26,negative
6,20,3.333,0.367,0.967,44,116,32,negative
7,7,1,0.306,0.592,15,29,7,negative
9,29,3.222,0.188,0.502,49,131,33,negative
5,4,0.8,0.45,0.75,9,15,4,negative
6,44,7.333,0.265,0.811,70,214,57,negative
5,6,1.2,0.433,0.9,13,27,8,negative
5,43,8.6,0.33,0.819,71,176,61,negative
8,398,49.75,0.279,0.664,887,2113,521,negative
6,10,1.667,0.45,0.85,27,51,14,negative
1,65,65,0.646,1,42,65,14,positive
10,39,3.9,0.285,0.546,111,213,58,negative
8,15,1.875,0.467,0.783,56,94,25,negative
8,20,2.5,0.375,0.725,60,116,32,negative
8,19,2.375,0.382,0.724,58,110,30,negative
8,46,5.75,0.34,0.611,125,225,70,negative
8,9,1.125,0.361,0.792,26,57,17,negative
8,48,6,0.341,0.737,131,283,67,negative
7,12,1.714,0.417,0.738,35,62,19,negative
6,7,1.167,0.524,1,22,42,11,negative
7,8,1.143,0.464,0.768,26,43,12,negative
8,9,1.125,0.319,0.639,23,46,11,negative
7,9,1.286,0.429,0.683,27,43,11,negative
9,6,0.667,0.407,0.519,22,28,4,positive
11,25,2.273,0.276,0.629,76,173,40,negative
8,8,1,0.516,1,33,64,13,negative
8,10,1.25,0.35,1,28,80,14,negative
9,36,4,0.349,0.707,113,229,62,negative
8,12,1.5,0.406,0.885,39,85,18,negative
7,17,2.429,0.429,0.908,51,108,27,negative
9,35,3.889,0.362,0.825,114,260,58,negative
7,34,4.857,0.462,0.941,110,224,47,negative
8,28,3.5,0.393,0.759,88,170,40,negative
5,7,1.4,0.543,1,19,35,9,negative
10,12,1.2,0.208,0.583,25,70,15,positive
24,18,0.75,0.139,0.377,60,163,29,positive
8,9,1.125,0.375,0.889,27,64,15,negative
8,10,1.25,0.475,0.888,38,71,13,negative
8,13,1.625,0.442,0.981,46,102,23,negative
8,43,5.375,0.398,0.945,137,325,81,negative
10,29,2.9,0.307,0.855,89,248,48,negative
10,12,1.2,0.333,0.867,40,104,22,negative
10,33,3.3,0.321,0.852,106,281,43,negative
8,12,1.5,0.427,1,41,96,25,negative
8,18,2.25,0.424,0.889,61,128,30,negative
10,25,2.5,0.32,0.648,80,162,40,negative
8,6,0.75,0.458,0.833,22,40,8,negative
14,17,1.214,0.113,0.387,27,92,15,positive
22,22,1,0.107,0.473,52,229,29,positive
16,4,0.25,0.156,0.531,10,34,2,positive
12,271,22.583,0.248,0.559,805,1818,433,negative
8,1,0.125,0.875,1,7,8,1,positive
16,21,1.313,0.095,0.515,32,173,20,positive
8,9,1.125,0.458,1,33,72,11,negative
8,43,5.375,0.398,0.939,137,323,57,negative
13,5,0.385,0.123,0.538,8,35,1,positive
8,26,3.25,0.423,0.851,88,177,36,negative
8,16,2,0.477,0.875,61,112,25,negative
8,10,1.25,0.45,0.988,36,79,21,negative
