age,job,marital,education,contact,day,month,duration,Class
29,blue-collar,single,secondary,unknown,28,may,140,negative
53,technician,divorced,secondary,unknown,28,may,171,negative
46,admin.,single,secondary,unknown,28,may,223,negative
28,blue-collar,single,secondary,unknown,28,may,204,negative
35,services,married,secondary,unknown,28,may,199,negative
29,admin.,single,secondary,unknown,28,may,195,negative
33,technician,married,tertiary,unknown,28,may,139,negative
32,services,single,secondary,unknown,28,may,63,negative
34,blue-collar,single,secondary,unknown,28,may,290,negative
31,blue-collar,married,secondary,unknown,28,may,154,negative
41,admin.,divorced,secondary,unknown,28,may,226,negative
30,admin.,single,secondary,unknown,28,may,141,negative
29,blue-collar,married,primary,unknown,28,may,165,negative
38,technician,married,secondary,unknown,28,may,156,negative
33,blue-collar,single,secondary,unknown,28,may,99,negative
27,technician,single,secondary,unknown,28,may,297,negative
49,management,divorced,tertiary,unknown,28,may,174,negative
24,blue-collar,married,primary,unknown,28,may,62,negative
27,blue-collar,single,secondary,unknown,28,may,221,negative
31,admin.,married,secondary,unknown,28,may,104,negative
42,blue-collar,married,secondary,unknown,28,may,136,negative
42,admin.,married,secondary,unknown,28,may,21,negative
22,blue-collar,married,secondary,unknown,28,may,72,negative
54,technician,married,secondary,unknown,28,may,125,negative
28,blue-collar,single,unknown,unknown,28,may,307,negative
40,management,married,tertiary,unknown,28,may,154,negative
48,admin.,single,secondary,unknown,28,may,357,negative
46,admin.,married,secondary,unknown,28,may,236,negative
42,blue-collar,divorced,secondary,unknown,28,may,202,negative
39,blue-collar,married,primary,unknown,28,may,227,negative
29,management,married,tertiary,unknown,28,may,166,negative
40,admin.,married,secondary,unknown,28,may,143,negative
35,blue-collar,married,secondary,unknown,28,may,119,negative
38,technician,divorced,secondary,unknown,28,may,154,negative
33,self-employed,married,tertiary,unknown,28,may,268,negative
31,blue-collar,single,primary,unknown,28,may,507,negative
28,blue-collar,divorced,unknown,unknown,28,may,126,negative
30,technician,divorced,secondary,unknown,28,may,102,negative
42,blue-collar,married,secondary,unknown,28,may,268,negative
28,blue-collar,single,secondary,unknown,28,may,386,negative
43,technician,married,secondary,unknown,28,may,63,negative
28,services,single,secondary,unknown,28,may,313,negative
29,services,married,secondary,unknown,28,may,75,negative
36,blue-collar,married,secondary,unknown,28,may,89,negative
25,blue-collar,single,secondary,unknown,28,may,209,negative
28,blue-collar,single,secondary,unknown,28,may,181,negative
61,retired,divorced,secondary,unknown,28,may,173,negative
32,admin.,single,secondary,unknown,28,may,439,negative
29,management,married,tertiary,unknown,28,may,119,negative
26,technician,married,secondary,unknown,28,may,713,negative
29,blue-collar,single,primary,unknown,28,may,678,negative
30,services,married,primary,unknown,28,may,202,negative
46,blue-collar,married,unknown,unknown,28,may,96,negative
53,blue-collar,single,primary,unknown,28,may,72,negative
28,blue-collar,married,primary,unknown,28,may,78,negative
27,technician,married,secondary,unknown,28,may,82,negative
27,blue-collar,single,secondary,unknown,28,may,392,negative
25,services,single,secondary,unknown,28,may,217,negative
38,technician,divorced,secondary,unknown,28,may,188,negative
40,blue-collar,divorced,secondary,unknown,28,may,130,negative
27,services,single,secondary,unknown,28,may,231,negative
50,blue-collar,married,primary,unknown,28,may,151,negative
47,blue-collar,married,secondary,unknown,28,may,211,negative
60,blue-collar,married,primary,unknown,28,may,249,negative
45,blue-collar,married,unknown,unknown,28,may,204,negative
29,self-employed,single,secondary,unknown,28,may,1210,negative
32,unemployed,married,secondary,unknown,28,may,27,negative
25,blue-collar,single,secondary,unknown,28,may,680,negative
28,blue-collar,married,secondary,unknown,28,may,206,negative
24,student,single,unknown,unknown,28,may,227,negative
34,services,married,secondary,unknown,28,may,124,negative
50,blue-collar,married,primary,unknown,28,may,66,negative
44,admin.,married,secondary,unknown,28,may,821,negative
29,blue-collar,married,secondary,unknown,28,may,565,negative
29,admin.,married,secondary,unknown,28,may,126,negative
44,entrepreneur,married,secondary,unknown,28,may,167,negative
52,blue-collar,married,secondary,unknown,28,may,211,negative
47,technician,married,secondary,unknown,28,may,742,negative
35,technician,married,secondary,unknown,28,may,134,negative
28,blue-collar,single,secondary,unknown,28,may,615,negative
32,management,married,tertiary,unknown,28,may,497,negative
26,admin.,single,tertiary,unknown,28,may,69,negative
57,management,married,primary,unknown,28,may,105,negative
53,services,divorced,secondary,unknown,28,may,213,negative
29,services,married,tertiary,unknown,28,may,143,negative
24,blue-collar,single,secondary,unknown,28,may,294,negative
26,blue-collar,single,primary,unknown,28,may,289,negative
29,management,married,tertiary,unknown,28,may,461,negative
42,technician,married,secondary,unknown,28,may,162,negative
36,technician,married,secondary,unknown,28,may,207,negative
26,technician,single,secondary,unknown,28,may,216,negative
24,technician,single,secondary,unknown,28,may,185,negative
29,management,single,tertiary,unknown,28,may,399,negative
51,technician,single,secondary,unknown,28,may,67,negative
31,blue-collar,single,secondary,unknown,28,may,85,negative
29,management,single,tertiary,unknown,28,may,317,negative
28,management,married,secondary,unknown,28,may,507,positive
26,blue-collar,single,secondary,unknown,28,may,302,negative
42,technician,married,secondary,unknown,28,may,344,negative
40,admin.,divorced,secondary,unknown,28,may,270,negative
28,blue-collar,married,secondary,unknown,28,may,8,negative
27,student,single,secondary,unknown,28,may,489,negative
25,admin.,married,secondary,unknown,28,may,328,negative
29,technician,single,secondary,unknown,28,may,114,negative
29,blue-collar,single,primary,unknown,28,may,122,negative
28,services,single,secondary,unknown,28,may,201,negative
29,management,single,tertiary,unknown,28,may,117,negative
24,services,single,secondary,unknown,28,may,226,negative
26,admin.,single,secondary,unknown,28,may,93,negative
32,admin.,single,secondary,unknown,28,may,97,negative
26,services,single,tertiary,unknown,28,may,438,negative
31,technician,single,primary,unknown,28,may,174,negative
28,management,single,tertiary,unknown,28,may,675,negative
52,entrepreneur,married,primary,unknown,28,may,123,negative
27,technician,married,secondary,unknown,28,may,266,negative
38,blue-collar,married,secondary,unknown,28,may,195,negative
35,technician,single,tertiary,unknown,28,may,145,negative
38,technician,single,secondary,unknown,28,may,150,negative
46,blue-collar,divorced,secondary,unknown,28,may,232,negative
32,management,married,tertiary,unknown,28,may,91,negative
39,blue-collar,married,unknown,unknown,28,may,83,negative
29,admin.,married,secondary,unknown,28,may,314,negative
28,services,single,secondary,unknown,28,may,149,negative
47,blue-collar,married,secondary,unknown,28,may,146,negative
27,technician,married,unknown,unknown,28,may,591,negative
33,blue-collar,married,secondary,unknown,28,may,116,negative
30,management,single,tertiary,unknown,28,may,288,negative
33,blue-collar,married,secondary,unknown,28,may,36,negative
40,management,married,tertiary,unknown,28,may,191,negative
38,technician,married,secondary,unknown,28,may,97,negative
32,admin.,single,secondary,unknown,28,may,71,negative
36,blue-collar,married,secondary,unknown,28,may,275,negative
30,services,married,secondary,unknown,28,may,187,negative
38,entrepreneur,married,secondary,unknown,28,may,170,negative
25,services,single,secondary,unknown,28,may,24,negative
28,blue-collar,married,secondary,unknown,28,may,251,negative
55,blue-collar,married,primary,unknown,28,may,152,negative
57,management,married,tertiary,unknown,28,may,463,negative
31,blue-collar,divorced,primary,unknown,28,may,157,negative
31,services,married,secondary,unknown,28,may,408,negative
38,technician,single,tertiary,unknown,28,may,74,negative
28,technician,single,tertiary,unknown,28,may,62,negative
45,blue-collar,married,secondary,unknown,28,may,179,negative
40,management,married,secondary,unknown,28,may,160,negative
29,services,married,secondary,unknown,28,may,272,negative
30,admin.,married,primary,unknown,28,may,125,negative
31,admin.,single,secondary,unknown,28,may,81,negative
56,retired,married,unknown,unknown,28,may,296,negative
39,unemployed,single,secondary,unknown,28,may,189,negative
29,admin.,single,unknown,unknown,28,may,597,negative
44,technician,married,secondary,unknown,28,may,61,negative
28,admin.,single,secondary,unknown,28,may,158,negative
26,management,single,tertiary,unknown,28,may,159,negative
41,blue-collar,single,unknown,unknown,28,may,53,negative
31,services,single,secondary,unknown,28,may,198,negative
29,admin.,married,tertiary,unknown,28,may,45,negative
33,blue-collar,married,secondary,unknown,28,may,132,negative
50,admin.,married,secondary,unknown,28,may,290,negative
27,services,single,secondary,unknown,28,may,184,negative
45,blue-collar,married,primary,unknown,28,may,51,negative
50,self-employed,divorced,tertiary,unknown,28,may,67,negative
41,blue-collar,single,secondary,unknown,28,may,119,negative
44,management,married,tertiary,unknown,28,may,260,negative
56,retired,married,primary,unknown,28,may,68,negative
26,unemployed,married,primary,unknown,28,may,99,negative
34,admin.,single,secondary,unknown,28,may,285,negative
33,blue-collar,single,secondary,unknown,28,may,81,negative
30,blue-collar,married,primary,unknown,28,may,244,negative
47,management,married,secondary,unknown,28,may,227,negative
26,admin.,married,secondary,unknown,28,may,183,negative
26,blue-collar,married,primary,unknown,28,may,100,negative
51,technician,married,secondary,unknown,28,may,228,negative
33,blue-collar,married,secondary,unknown,28,may,198,negative
30,blue-collar,single,secondary,unknown,28,may,536,negative
40,unemployed,married,primary,unknown,28,may,173,negative
53,blue-collar,married,secondary,unknown,28,may,184,negative
27,services,single,secondary,unknown,28,may,282,negative
57,blue-collar,married,primary,unknown,28,may,269,negative
45,management,married,tertiary,unknown,28,may,333,negative
36,management,married,tertiary,unknown,28,may,121,negative
39,blue-collar,married,primary,unknown,28,may,216,negative
28,technician,single,secondary,unknown,28,may,347,negative
34,technician,married,secondary,unknown,28,may,88,negative
29,technician,married,secondary,unknown,28,may,279,negative
51,technician,married,secondary,unknown,28,may,294,negative
29,management,single,secondary,unknown,28,may,188,negative
32,admin.,single,secondary,unknown,28,may,116,negative
36,management,single,secondary,unknown,28,may,60,negative
50,technician,married,secondary,unknown,28,may,860,negative
42,management,married,tertiary,unknown,28,may,217,negative
29,services,divorced,secondary,unknown,28,may,298,negative
33,technician,divorced,tertiary,unknown,28,may,469,negative
29,technician,single,secondary,unknown,28,may,139,negative
44,blue-collar,married,secondary,unknown,28,may,80,negative
25,entrepreneur,single,primary,unknown,28,may,129,negative
26,blue-collar,married,unknown,unknown,28,may,346,negative
53,management,married,tertiary,unknown,28,may,103,negative
45,blue-collar,married,secondary,unknown,28,may,47,negative
37,management,married,tertiary,unknown,28,may,244,negative
43,blue-collar,married,secondary,unknown,28,may,136,negative
38,self-employed,married,secondary,unknown,28,may,110,negative
31,admin.,married,unknown,unknown,28,may,433,negative
38,services,married,secondary,unknown,28,may,66,negative
32,services,single,tertiary,unknown,28,may,140,negative
24,blue-collar,single,secondary,unknown,28,may,333,negative
34,admin.,single,secondary,unknown,28,may,89,negative
43,management,married,secondary,unknown,28,may,54,negative
40,technician,married,secondary,unknown,28,may,198,negative
55,retired,married,secondary,unknown,28,may,72,negative
34,services,married,secondary,unknown,28,may,124,negative
35,blue-collar,divorced,secondary,unknown,28,may,118,negative
59,technician,married,secondary,unknown,28,may,109,negative
50,admin.,single,secondary,unknown,28,may,24,negative
55,blue-collar,married,secondary,unknown,28,may,157,negative
29,admin.,married,secondary,unknown,28,may,489,negative
32,services,married,secondary,unknown,28,may,84,negative
