age,job,marital,education,housing,contact,day,month,duration,poutcome,Class
33,technician,divorced,primary,yes,unknown,15,may,172,unknown,negative
43,technician,single,secondary,yes,unknown,15,may,49,unknown,negative
40,management,single,tertiary,yes,unknown,15,may,68,unknown,negative
35,blue-collar,single,secondary,yes,unknown,15,may,117,unknown,negative
26,technician,single,tertiary,yes,unknown,15,may,477,unknown,negative
53,blue-collar,married,secondary,yes,unknown,15,may,99,unknown,negative
55,blue-collar,married,secondary,yes,unknown,15,may,100,unknown,negative
46,management,married,tertiary,yes,unknown,15,may,200,unknown,negative
24,services,married,secondary,yes,unknown,15,may,187,unknown,negative
47,blue-collar,married,secondary,yes,unknown,15,may,236,unknown,negative
41,blue-collar,married,secondary,yes,unknown,15,may,50,unknown,negative
55,services,divorced,primary,yes,unknown,15,may,104,unknown,negative
32,blue-collar,married,secondary,yes,unknown,15,may,51,unknown,negative
30,technician,married,tertiary,yes,unknown,15,may,51,unknown,negative
54,services,divorced,primary,yes,unknown,15,may,140,unknown,negative
41,technician,married,secondary,yes,unknown,15,may,221,unknown,negative
42,management,single,tertiary,yes,unknown,15,may,98,unknown,negative
43,blue-collar,married,secondary,yes,unknown,15,may,253,unknown,negative
54,admin.,married,unknown,yes,unknown,15,may,71,unknown,negative
56,management,married,tertiary,yes,unknown,15,may,127,unknown,negative
54,self-employed,divorced,secondary,yes,unknown,15,may,74,unknown,negative
30,blue-collar,married,primary,yes,unknown,15,may,126,unknown,negative
53,retired,married,tertiary,yes,unknown,15,may,122,unknown,negative
45,management,married,tertiary,yes,unknown,15,may,657,unknown,negative
41,blue-collar,married,secondary,yes,unknown,15,may,173,unknown,negative
28,blue-collar,married,secondary,yes,unknown,15,may,918,unknown,negative
58,admin.,divorced,secondary,no,unknown,15,may,544,unknown,negative
57,services,married,primary,yes,unknown,15,may,309,unknown,negative
54,admin.,married,unknown,yes,unknown,15,may,138,unknown,negative
39,unemployed,divorced,secondary,yes,unknown,15,may,73,unknown,negative
41,management,married,tertiary,yes,unknown,15,may,71,unknown,negative
60,services,married,unknown,yes,unknown,15,may,29,unknown,negative
42,management,married,tertiary,yes,unknown,15,may,193,unknown,negative
47,blue-collar,married,secondary,yes,unknown,15,may,198,unknown,negative
41,entrepreneur,divorced,tertiary,no,unknown,15,may,57,unknown,negative
46,blue-collar,married,secondary,yes,unknown,15,may,49,unknown,negative
45,management,single,tertiary,yes,unknown,15,may,197,unknown,negative
48,services,single,primary,yes,unknown,15,may,98,unknown,negative
57,services,married,secondary,yes,unknown,15,may,59,unknown,negative
54,blue-collar,divorced,primary,yes,unknown,15,may,196,unknown,negative
30,technician,married,secondary,yes,unknown,15,may,243,unknown,negative
41,management,single,tertiary,yes,unknown,15,may,344,unknown,negative
46,blue-collar,married,primary,yes,unknown,15,may,570,unknown,negative
35,blue-collar,single,primary,yes,unknown,15,may,597,unknown,negative
28,blue-collar,single,primary,yes,unknown,15,may,43,unknown,negative
58,management,divorced,tertiary,no,unknown,15,may,525,unknown,negative
35,technician,divorced,tertiary,yes,unknown,15,may,759,unknown,negative
25,technician,single,tertiary,yes,unknown,15,may,147,unknown,negative
56,technician,married,secondary,yes,unknown,15,may,236,unknown,negative
41,services,single,secondary,yes,unknown,15,may,122,unknown,negative
44,management,married,secondary,yes,unknown,15,may,152,unknown,negative
36,unemployed,married,secondary,yes,unknown,15,may,133,unknown,negative
41,services,married,secondary,yes,unknown,15,may,504,unknown,negative
58,self-employed,married,secondary,yes,unknown,15,may,272,unknown,negative
46,blue-collar,married,secondary,yes,unknown,15,may,164,unknown,negative
42,services,married,secondary,yes,unknown,15,may,51,unknown,negative
58,technician,married,unknown,yes,unknown,15,may,75,unknown,negative
53,admin.,married,secondary,yes,unknown,15,may,178,unknown,negative
51,blue-collar,married,secondary,yes,unknown,15,may,99,unknown,negative
38,housemaid,married,secondary,yes,unknown,15,may,224,unknown,negative
54,blue-collar,married,primary,yes,unknown,15,may,34,unknown,negative
46,self-employed,single,tertiary,yes,unknown,15,may,236,unknown,negative
39,management,divorced,tertiary,no,unknown,15,may,815,unknown,negative
22,student,single,secondary,yes,unknown,15,may,282,unknown,negative
47,admin.,divorced,primary,yes,unknown,15,may,134,unknown,negative
34,services,divorced,secondary,yes,unknown,15,may,318,unknown,negative
42,admin.,married,secondary,yes,unknown,15,may,118,unknown,negative
45,services,married,secondary,yes,unknown,15,may,238,unknown,negative
38,admin.,married,secondary,yes,unknown,15,may,225,unknown,negative
46,blue-collar,married,primary,yes,unknown,15,may,490,unknown,negative
34,technician,married,secondary,yes,unknown,15,may,644,unknown,negative
41,technician,divorced,secondary,yes,unknown,15,may,76,unknown,negative
27,blue-collar,single,primary,yes,unknown,15,may,286,unknown,negative
56,unemployed,married,secondary,yes,unknown,15,may,176,unknown,negative
43,management,married,tertiary,yes,unknown,15,may,422,unknown,negative
34,management,married,unknown,yes,unknown,15,may,328,unknown,negative
25,student,single,secondary,yes,unknown,15,may,22,unknown,negative
35,unemployed,married,primary,yes,unknown,15,may,71,unknown,negative
46,entrepreneur,married,unknown,yes,unknown,15,may,106,unknown,negative
32,admin.,single,secondary,no,unknown,15,may,465,unknown,negative
55,technician,married,secondary,yes,unknown,15,may,973,unknown,negative
40,retired,married,secondary,no,unknown,15,may,56,unknown,negative
43,management,married,tertiary,yes,unknown,15,may,190,unknown,negative
41,entrepreneur,married,tertiary,no,unknown,15,may,323,unknown,negative
33,blue-collar,single,primary,yes,unknown,15,may,113,unknown,negative
32,management,single,secondary,yes,unknown,15,may,228,unknown,negative
39,technician,married,primary,yes,unknown,15,may,110,unknown,negative
42,management,divorced,tertiary,no,unknown,15,may,84,unknown,negative
33,technician,single,secondary,yes,unknown,15,may,59,unknown,negative
32,services,married,secondary,yes,unknown,15,may,294,unknown,negative
46,admin.,married,primary,yes,unknown,15,may,144,unknown,negative
42,blue-collar,married,secondary,yes,unknown,15,may,251,unknown,negative
39,admin.,married,secondary,yes,unknown,15,may,444,unknown,negative
43,blue-collar,divorced,primary,yes,unknown,15,may,237,unknown,negative
33,management,single,tertiary,yes,unknown,15,may,399,unknown,negative
59,management,married,tertiary,yes,unknown,15,may,132,unknown,negative
48,entrepreneur,married,tertiary,yes,unknown,15,may,995,unknown,negative
31,blue-collar,married,primary,yes,unknown,15,may,334,unknown,negative
47,management,divorced,tertiary,yes,unknown,15,may,59,unknown,negative
54,technician,divorced,secondary,yes,unknown,15,may,579,unknown,negative
48,blue-collar,married,primary,yes,unknown,15,may,387,unknown,negative
33,management,divorced,tertiary,yes,unknown,15,may,279,unknown,negative
27,services,married,secondary,yes,unknown,15,may,352,unknown,negative
47,admin.,married,secondary,yes,unknown,15,may,484,unknown,negative
56,blue-collar,single,primary,yes,unknown,15,may,95,unknown,negative
26,technician,single,secondary,yes,unknown,15,may,461,unknown,negative
55,management,married,unknown,yes,unknown,15,may,30,unknown,negative
33,blue-collar,married,secondary,yes,unknown,15,may,561,unknown,negative
52,blue-collar,married,unknown,yes,unknown,15,may,468,unknown,negative
50,management,married,tertiary,yes,unknown,15,may,388,unknown,negative
43,blue-collar,married,secondary,yes,unknown,15,may,100,unknown,negative
54,management,married,primary,yes,unknown,15,may,589,unknown,negative
30,admin.,divorced,secondary,yes,unknown,15,may,160,unknown,negative
50,management,married,tertiary,yes,unknown,15,may,438,unknown,negative
48,technician,married,secondary,yes,unknown,15,may,964,unknown,negative
55,services,divorced,secondary,yes,unknown,15,may,384,unknown,negative
56,housemaid,divorced,secondary,no,unknown,15,may,103,unknown,negative
48,management,married,unknown,yes,unknown,15,may,52,unknown,negative
36,blue-collar,single,secondary,yes,unknown,15,may,205,unknown,negative
30,management,single,tertiary,yes,unknown,15,may,73,unknown,negative
59,management,single,secondary,yes,unknown,15,may,157,unknown,negative
27,blue-collar,single,secondary,yes,unknown,15,may,186,unknown,negative
55,unknown,married,unknown,no,unknown,15,may,73,unknown,negative
45,services,married,secondary,yes,unknown,15,may,714,unknown,negative
58,blue-collar,married,primary,yes,unknown,15,may,544,unknown,negative
44,technician,married,secondary,yes,unknown,15,may,194,unknown,negative
43,blue-collar,married,primary,yes,unknown,15,may,420,unknown,negative
59,retired,married,primary,yes,unknown,15,may,584,unknown,negative
43,housemaid,married,primary,yes,unknown,15,may,192,unknown,negative
49,services,single,secondary,yes,unknown,15,may,155,unknown,negative
44,blue-collar,married,primary,yes,unknown,15,may,226,unknown,negative
48,blue-collar,married,primary,yes,unknown,15,may,1231,unknown,negative
40,blue-collar,married,primary,yes,unknown,15,may,619,unknown,negative
43,blue-collar,single,secondary,yes,unknown,15,may,298,unknown,negative
26,blue-collar,married,primary,yes,unknown,15,may,21,unknown,negative
46,blue-collar,married,secondary,yes,unknown,15,may,401,unknown,negative
58,blue-collar,married,secondary,yes,unknown,15,may,404,unknown,negative
53,blue-collar,married,secondary,yes,unknown,15,may,241,unknown,negative
56,services,married,secondary,yes,unknown,15,may,302,unknown,negative
43,blue-collar,married,primary,yes,unknown,15,may,440,unknown,negative
36,blue-collar,single,primary,yes,unknown,15,may,172,unknown,negative
34,blue-collar,married,unknown,yes,unknown,15,may,319,unknown,negative
51,blue-collar,married,secondary,yes,unknown,15,may,1051,unknown,negative
51,blue-collar,married,primary,yes,unknown,15,may,276,unknown,negative
45,blue-collar,married,primary,yes,unknown,15,may,213,unknown,negative
54,blue-collar,married,primary,yes,unknown,15,may,276,unknown,negative
42,admin.,married,secondary,yes,unknown,15,may,194,unknown,negative
53,services,married,secondary,yes,unknown,15,may,1392,unknown,negative
35,self-employed,single,primary,yes,unknown,15,may,19,unknown,negative
49,management,married,tertiary,yes,unknown,15,may,146,unknown,negative
55,technician,married,secondary,yes,unknown,15,may,253,unknown,negative
31,technician,single,secondary,yes,unknown,15,may,226,unknown,negative
52,blue-collar,married,secondary,yes,unknown,15,may,57,unknown,negative
50,housemaid,married,primary,yes,unknown,15,may,419,unknown,negative
32,services,married,secondary,yes,unknown,15,may,546,unknown,negative
34,blue-collar,married,secondary,yes,unknown,15,may,150,unknown,negative
42,technician,single,secondary,yes,unknown,15,may,1867,unknown,positive
33,management,single,secondary,yes,unknown,15,may,156,unknown,negative
43,management,married,tertiary,yes,unknown,15,may,184,unknown,negative
31,blue-collar,divorced,secondary,no,unknown,15,may,548,unknown,negative
25,blue-collar,single,secondary,yes,unknown,15,may,244,unknown,negative
49,technician,married,secondary,yes,unknown,15,may,328,unknown,negative
56,admin.,married,secondary,yes,unknown,15,may,171,unknown,negative
43,blue-collar,married,primary,yes,unknown,15,may,284,unknown,negative
41,blue-collar,married,secondary,yes,unknown,15,may,75,unknown,negative
60,retired,single,tertiary,yes,unknown,15,may,92,unknown,negative
48,blue-collar,married,primary,yes,unknown,15,may,422,unknown,negative
57,admin.,divorced,primary,no,unknown,15,may,17,unknown,negative
42,blue-collar,married,primary,no,unknown,15,may,301,unknown,negative
50,blue-collar,married,secondary,yes,unknown,15,may,267,unknown,negative
36,management,married,tertiary,yes,unknown,15,may,475,unknown,negative
44,management,married,secondary,yes,unknown,15,may,770,unknown,negative
40,blue-collar,married,primary,yes,unknown,15,may,487,unknown,negative
55,admin.,married,secondary,yes,unknown,15,may,126,unknown,negative
24,blue-collar,single,primary,yes,unknown,15,may,129,unknown,negative
52,blue-collar,married,primary,yes,unknown,15,may,257,unknown,negative
49,services,married,secondary,yes,unknown,15,may,233,unknown,negative
30,services,married,secondary,yes,unknown,15,may,365,unknown,negative
46,technician,divorced,secondary,yes,unknown,15,may,192,unknown,negative
36,blue-collar,married,secondary,yes,unknown,15,may,244,unknown,negative
44,technician,divorced,secondary,yes,unknown,15,may,118,unknown,negative
48,blue-collar,married,primary,no,unknown,15,may,101,unknown,negative
49,technician,married,secondary,no,unknown,15,may,125,unknown,negative
44,blue-collar,married,primary,yes,unknown,15,may,56,unknown,negative
23,services,single,secondary,yes,unknown,15,may,430,unknown,negative
45,blue-collar,divorced,primary,yes,unknown,15,may,242,unknown,negative
54,management,single,tertiary,yes,unknown,15,may,809,unknown,negative
43,management,married,tertiary,yes,unknown,15,may,317,unknown,negative
44,blue-collar,married,primary,yes,unknown,15,may,7,unknown,negative
52,blue-collar,married,primary,yes,unknown,15,may,493,unknown,negative
37,blue-collar,married,secondary,yes,unknown,15,may,381,unknown,negative
53,management,single,tertiary,yes,unknown,15,may,523,unknown,negative
31,blue-collar,married,secondary,yes,unknown,15,may,112,unknown,negative
56,blue-collar,married,primary,yes,unknown,15,may,309,unknown,negative
40,management,married,primary,yes,unknown,15,may,184,unknown,negative
58,management,married,tertiary,yes,unknown,15,may,850,unknown,negative
42,blue-collar,married,primary,yes,unknown,15,may,420,unknown,negative
59,retired,divorced,secondary,yes,unknown,15,may,118,unknown,negative
45,technician,married,secondary,yes,unknown,15,may,71,unknown,negative
53,admin.,married,secondary,yes,unknown,15,may,103,unknown,negative
55,technician,married,tertiary,yes,unknown,15,may,314,unknown,negative
60,admin.,married,secondary,yes,unknown,15,may,196,unknown,negative
48,entrepreneur,married,primary,yes,unknown,15,may,151,unknown,negative
43,technician,single,secondary,yes,unknown,15,may,516,unknown,negative
47,technician,married,secondary,yes,unknown,15,may,855,unknown,negative
33,blue-collar,married,secondary,yes,unknown,15,may,392,unknown,negative
37,services,married,secondary,no,unknown,15,may,395,unknown,negative
