job,day,month,duration,Class
blue-collar,5,jun,131,negative
management,5,jun,18,negative
technician,5,jun,31,negative
management,5,jun,119,negative
technician,5,jun,474,negative
blue-collar,5,jun,173,negative
self-employed,5,jun,87,negative
admin.,5,jun,67,negative
blue-collar,5,jun,128,negative
blue-collar,5,jun,285,negative
admin.,5,jun,153,negative
management,5,jun,172,negative
blue-collar,5,jun,451,negative
blue-collar,5,jun,96,negative
blue-collar,5,jun,1121,negative
blue-collar,5,jun,191,negative
blue-collar,5,jun,939,negative
self-employed,5,jun,486,negative
management,5,jun,234,negative
unemployed,5,jun,240,negative
self-employed,5,jun,210,negative
blue-collar,5,jun,175,negative
admin.,5,jun,124,negative
services,5,jun,372,negative
technician,6,jun,179,negative
management,6,jun,463,negative
management,6,jun,127,negative
technician,6,jun,105,negative
unknown,6,jun,140,negative
entrepreneur,6,jun,130,negative
blue-collar,6,jun,53,negative
blue-collar,6,jun,178,negative
services,6,jun,82,negative
management,6,jun,116,negative
services,6,jun,144,negative
services,6,jun,40,negative
management,6,jun,90,negative
blue-collar,6,jun,164,negative
services,6,jun,190,negative
management,6,jun,582,negative
blue-collar,6,jun,116,negative
housemaid,6,jun,78,negative
unknown,6,jun,188,negative
services,6,jun,432,negative
housemaid,6,jun,118,negative
blue-collar,6,jun,63,negative
management,6,jun,246,negative
retired,6,jun,143,negative
blue-collar,6,jun,361,negative
entrepreneur,6,jun,94,negative
services,6,jun,219,negative
blue-collar,6,jun,80,negative
entrepreneur,6,jun,141,negative
management,6,jun,126,negative
blue-collar,6,jun,447,negative
blue-collar,6,jun,339,negative
services,6,jun,220,negative
management,6,jun,373,negative
management,6,jun,79,negative
technician,6,jun,339,negative
admin.,6,jun,18,negative
management,6,jun,91,negative
technician,6,jun,91,negative
blue-collar,6,jun,178,negative
self-employed,6,jun,513,negative
blue-collar,6,jun,84,negative
management,6,jun,351,negative
blue-collar,6,jun,399,negative
management,6,jun,19,negative
self-employed,6,jun,334,negative
blue-collar,6,jun,49,negative
management,6,jun,50,negative
management,6,jun,106,negative
unknown,6,jun,135,negative
admin.,6,jun,101,negative
blue-collar,6,jun,114,negative
unknown,6,jun,414,negative
blue-collar,6,jun,266,negative
unknown,6,jun,363,negative
technician,6,jun,431,negative
management,6,jun,110,negative
housemaid,6,jun,113,negative
blue-collar,6,jun,237,negative
admin.,6,jun,161,negative
blue-collar,6,jun,189,negative
management,6,jun,29,negative
management,6,jun,420,negative
admin.,6,jun,672,negative
blue-collar,6,jun,248,negative
unknown,6,jun,67,negative
blue-collar,6,jun,381,positive
blue-collar,6,jun,80,negative
blue-collar,6,jun,194,negative
technician,6,jun,1994,negative
blue-collar,6,jun,153,negative
housemaid,6,jun,183,negative
admin.,6,jun,250,negative
admin.,6,jun,81,negative
technician,6,jun,223,negative
entrepreneur,6,jun,172,negative
blue-collar,6,jun,100,negative
unknown,6,jun,188,negative
technician,6,jun,320,negative
services,6,jun,64,negative
technician,6,jun,134,negative
management,6,jun,122,negative
admin.,6,jun,83,negative
unknown,6,jun,51,negative
services,6,jun,330,negative
management,6,jun,164,negative
entrepreneur,6,jun,272,negative
retired,6,jun,182,negative
self-employed,6,jun,81,negative
technician,6,jun,159,negative
entrepreneur,6,jun,42,negative
self-employed,6,jun,361,negative
technician,6,jun,307,negative
self-employed,6,jun,377,negative
housemaid,6,jun,315,negative
housemaid,6,jun,24,negative
unemployed,6,jun,386,negative
blue-collar,6,jun,79,negative
retired,6,jun,177,negative
blue-collar,6,jun,30,negative
blue-collar,6,jun,182,negative
technician,6,jun,358,negative
housemaid,6,jun,42,negative
management,6,jun,227,negative
services,6,jun,29,negative
technician,6,jun,52,negative
blue-collar,6,jun,360,negative
blue-collar,6,jun,136,negative
self-employed,6,jun,106,negative
management,6,jun,141,negative
housemaid,6,jun,28,negative
admin.,6,jun,862,positive
blue-collar,6,jun,32,negative
self-employed,6,jun,97,negative
self-employed,6,jun,107,negative
self-employed,6,jun,94,negative
blue-collar,6,jun,168,negative
self-employed,6,jun,44,negative
blue-collar,6,jun,78,negative
management,6,jun,262,negative
admin.,6,jun,84,negative
admin.,6,jun,173,negative
admin.,6,jun,175,negative
unemployed,6,jun,29,negative
blue-collar,6,jun,968,negative
entrepreneur,6,jun,219,negative
technician,6,jun,220,negative
management,6,jun,71,negative
admin.,6,jun,238,negative
blue-collar,6,jun,650,negative
unknown,6,jun,159,negative
admin.,6,jun,60,negative
blue-collar,6,jun,165,negative
services,6,jun,82,negative
management,6,jun,133,negative
management,6,jun,136,negative
management,6,jun,136,negative
self-employed,6,jun,40,negative
entrepreneur,6,jun,383,negative
technician,6,jun,464,negative
self-employed,6,jun,37,negative
services,6,jun,189,negative
blue-collar,6,jun,176,negative
unemployed,6,jun,181,negative
blue-collar,6,jun,118,negative
self-employed,6,jun,217,negative
entrepreneur,6,jun,86,negative
technician,6,jun,52,negative
self-employed,6,jun,185,negative
technician,6,jun,442,negative
retired,6,jun,247,negative
services,6,jun,800,negative
blue-collar,6,jun,216,negative
housemaid,6,jun,57,negative
services,6,jun,250,negative
self-employed,6,jun,230,negative
management,6,jun,300,negative
housemaid,6,jun,397,negative
self-employed,6,jun,153,negative
services,6,jun,78,negative
admin.,6,jun,1041,negative
housemaid,6,jun,527,negative
blue-collar,6,jun,100,negative
services,6,jun,308,negative
management,6,jun,341,negative
services,6,jun,178,negative
retired,6,jun,1288,negative
blue-collar,6,jun,163,negative
admin.,6,jun,172,negative
management,6,jun,301,negative
services,6,jun,407,negative
technician,6,jun,311,negative
housemaid,6,jun,415,negative
entrepreneur,6,jun,212,negative
housemaid,6,jun,264,negative
blue-collar,6,jun,326,negative
admin.,6,jun,319,negative
technician,6,jun,186,negative
services,6,jun,15,negative
services,6,jun,473,negative
housemaid,6,jun,274,negative
housemaid,6,jun,105,negative
housemaid,6,jun,152,negative
housemaid,6,jun,18,negative
management,6,jun,13,negative
self-employed,6,jun,639,negative
blue-collar,6,jun,160,negative
management,6,jun,129,negative
blue-collar,6,jun,426,negative
admin.,6,jun,460,negative
blue-collar,6,jun,154,negative
technician,6,jun,148,negative
housemaid,6,jun,252,negative
blue-collar,6,jun,292,negative
blue-collar,6,jun,44,negative
retired,6,jun,384,negative
management,6,jun,94,negative
blue-collar,6,jun,72,negative
unemployed,6,jun,36,negative
retired,6,jun,316,negative
technician,6,jun,217,negative
self-employed,6,jun,180,negative
services,6,jun,136,negative
entrepreneur,6,jun,562,negative
blue-collar,6,jun,422,negative
housemaid,6,jun,272,negative
entrepreneur,6,jun,198,negative
blue-collar,6,jun,17,negative
housemaid,6,jun,174,negative
entrepreneur,6,jun,250,negative
management,6,jun,95,negative
self-employed,6,jun,261,negative
blue-collar,6,jun,144,negative
technician,6,jun,59,negative
admin.,6,jun,334,negative
management,6,jun,49,negative
self-employed,6,jun,165,negative
technician,6,jun,103,negative
housemaid,6,jun,190,negative
blue-collar,6,jun,286,negative
blue-collar,6,jun,167,negative
student,6,jun,52,negative
management,6,jun,197,negative
management,6,jun,262,negative
retired,6,jun,33,negative
retired,6,jun,137,negative
services,6,jun,430,negative
services,6,jun,100,negative
self-employed,6,jun,48,negative
blue-collar,6,jun,350,negative
management,6,jun,30,negative
blue-collar,6,jun,213,negative
retired,6,jun,108,negative
housemaid,6,jun,371,negative
management,6,jun,207,negative
housemaid,6,jun,24,negative
blue-collar,6,jun,36,negative
technician,6,jun,256,negative
entrepreneur,6,jun,139,negative
housemaid,6,jun,92,negative
entrepreneur,6,jun,322,negative
technician,6,jun,92,negative
retired,6,jun,420,negative
technician,6,jun,184,negative
blue-collar,6,jun,58,negative
self-employed,6,jun,545,negative
blue-collar,6,jun,190,negative
management,6,jun,85,negative
blue-collar,6,jun,514,negative
student,6,jun,471,negative
admin.,6,jun,38,negative
retired,6,jun,198,negative
blue-collar,6,jun,191,negative
housemaid,6,jun,69,negative
blue-collar,6,jun,1330,negative
blue-collar,6,jun,48,negative
technician,6,jun,236,negative
entrepreneur,6,jun,108,negative
admin.,6,jun,47,negative
technician,6,jun,66,negative
blue-collar,6,jun,42,negative
retired,6,jun,248,negative
management,6,jun,82,negative
admin.,6,jun,461,negative
management,6,jun,161,negative
unknown,6,jun,86,negative
self-employed,6,jun,197,negative
entrepreneur,6,jun,80,negative
housemaid,6,jun,113,negative
technician,6,jun,613,negative
services,6,jun,201,negative
housemaid,6,jun,155,negative
services,6,jun,505,negative
unknown,6,jun,466,negative
blue-collar,6,jun,298,negative
admin.,6,jun,119,negative
management,6,jun,114,negative
services,6,jun,166,negative
blue-collar,6,jun,85,negative
blue-collar,6,jun,73,negative
retired,6,jun,761,negative
management,6,jun,49,negative
technician,6,jun,97,negative
blue-collar,6,jun,247,negative
admin.,6,jun,298,negative
self-employed,6,jun,250,negative
management,6,jun,92,negative
self-employed,6,jun,143,negative
blue-collar,6,jun,149,negative
management,6,jun,151,negative
services,6,jun,354,negative
technician,6,jun,63,negative
retired,6,jun,161,negative
blue-collar,6,jun,113,negative
management,6,jun,354,negative
blue-collar,6,jun,176,negative
retired,6,jun,150,negative
housemaid,6,jun,431,negative
blue-collar,6,jun,63,negative
technician,6,jun,81,negative
admin.,6,jun,136,negative
blue-collar,6,jun,158,negative
retired,6,jun,651,negative
housemaid,6,jun,56,negative
admin.,6,jun,118,negative
technician,6,jun,280,negative
services,6,jun,774,negative
retired,6,jun,39,negative
unknown,6,jun,112,negative
technician,6,jun,82,negative
blue-collar,6,jun,355,negative
admin.,6,jun,151,negative
management,6,jun,59,negative
unknown,6,jun,34,negative
management,6,jun,124,negative
technician,6,jun,342,negative
unemployed,6,jun,72,negative
services,6,jun,129,negative
blue-collar,6,jun,304,negative
admin.,6,jun,42,negative
blue-collar,6,jun,396,negative
technician,6,jun,188,negative
blue-collar,6,jun,93,negative
entrepreneur,6,jun,520,negative
blue-collar,6,jun,70,negative
blue-collar,6,jun,95,negative
services,6,jun,392,negative
blue-collar,6,jun,25,negative
blue-collar,6,jun,246,negative
blue-collar,6,jun,94,negative
self-employed,6,jun,197,negative
management,6,jun,31,negative
technician,6,jun,446,negative
housemaid,6,jun,145,negative
unknown,6,jun,100,negative
blue-collar,6,jun,252,negative
blue-collar,6,jun,233,negative
technician,6,jun,100,negative
self-employed,6,jun,37,negative
unknown,6,jun,248,negative
entrepreneur,6,jun,112,negative
housemaid,6,jun,235,negative
management,6,jun,126,negative
services,6,jun,19,negative
self-employed,6,jun,28,negative
admin.,6,jun,67,negative
retired,6,jun,104,negative
blue-collar,6,jun,53,negative
technician,6,jun,61,negative
admin.,6,jun,82,negative
management,6,jun,61,negative
retired,6,jun,152,negative
admin.,6,jun,606,negative
blue-collar,6,jun,288,negative
blue-collar,6,jun,135,negative
self-employed,6,jun,147,negative
services,6,jun,50,negative
admin.,6,jun,119,negative
admin.,6,jun,160,negative
entrepreneur,6,jun,23,negative
blue-collar,6,jun,99,negative
entrepreneur,6,jun,119,negative
housemaid,6,jun,122,negative
blue-collar,6,jun,209,negative
services,6,jun,222,negative
services,6,jun,75,negative
technician,6,jun,103,negative
blue-collar,6,jun,383,negative
blue-collar,6,jun,111,negative
technician,6,jun,26,negative
management,6,jun,183,negative
self-employed,6,jun,61,negative
unknown,6,jun,33,negative
blue-collar,6,jun,117,negative
technician,6,jun,64,negative
student,6,jun,31,negative
management,6,jun,109,negative
blue-collar,6,jun,19,negative
technician,6,jun,82,negative
management,6,jun,243,negative
services,6,jun,201,negative
admin.,6,jun,127,negative
admin.,6,jun,1291,negative
technician,9,jun,221,negative
retired,9,jun,162,negative
admin.,9,jun,214,negative
unemployed,9,jun,169,negative
technician,9,jun,123,negative
blue-collar,9,jun,74,negative
technician,9,jun,82,negative
unemployed,9,jun,164,negative
retired,9,jun,86,negative
services,9,jun,349,negative
technician,9,jun,107,negative
management,9,jun,238,negative
housemaid,9,jun,38,negative
services,9,jun,78,negative
services,9,jun,106,negative
unknown,9,jun,100,negative
blue-collar,9,jun,113,negative
blue-collar,9,jun,94,negative
retired,9,jun,529,negative
entrepreneur,9,jun,467,negative
technician,9,jun,464,negative
blue-collar,9,jun,61,negative
blue-collar,9,jun,108,negative
housemaid,9,jun,332,negative
housemaid,9,jun,112,negative
management,9,jun,181,negative
management,9,jun,108,negative
housemaid,9,jun,226,negative
unemployed,9,jun,60,negative
technician,9,jun,400,negative
admin.,9,jun,60,negative
management,9,jun,540,negative
housemaid,9,jun,174,negative
admin.,9,jun,196,negative
management,9,jun,52,negative
self-employed,9,jun,438,negative
housemaid,9,jun,74,negative
management,9,jun,412,negative
housemaid,9,jun,311,negative
retired,9,jun,123,negative
management,9,jun,232,negative
blue-collar,9,jun,65,negative
self-employed,9,jun,146,negative
retired,9,jun,157,negative
services,9,jun,216,negative
housemaid,9,jun,79,negative
services,9,jun,220,negative
services,9,jun,152,negative
blue-collar,9,jun,140,negative
admin.,9,jun,89,negative
blue-collar,9,jun,400,negative
blue-collar,9,jun,163,negative
management,9,jun,77,negative
services,9,jun,356,negative
housemaid,9,jun,117,negative
admin.,9,jun,145,negative
management,9,jun,772,negative
technician,9,jun,306,negative
management,9,jun,161,negative
blue-collar,9,jun,139,negative
blue-collar,9,jun,72,negative
housemaid,9,jun,49,negative
technician,9,jun,287,negative
admin.,9,jun,594,negative
entrepreneur,9,jun,136,negative
technician,9,jun,119,negative
management,9,jun,422,negative
management,9,jun,125,negative
retired,9,jun,114,negative
management,9,jun,99,negative
blue-collar,9,jun,218,negative
management,9,jun,174,negative
blue-collar,9,jun,168,negative
housemaid,9,jun,233,negative
housemaid,9,jun,121,negative
housemaid,9,jun,322,negative
retired,9,jun,443,negative
unemployed,9,jun,76,negative
management,9,jun,217,negative
housemaid,9,jun,257,negative
management,9,jun,83,negative
blue-collar,9,jun,254,negative
housemaid,9,jun,213,negative
technician,9,jun,252,negative
unemployed,9,jun,540,negative
blue-collar,9,jun,84,negative
management,9,jun,280,negative
blue-collar,9,jun,230,negative
technician,9,jun,452,negative
self-employed,9,jun,149,negative
blue-collar,9,jun,172,negative
retired,9,jun,51,negative
retired,9,jun,35,negative
blue-collar,9,jun,317,negative
services,9,jun,626,negative
management,9,jun,122,negative
management,9,jun,236,negative
technician,9,jun,100,negative
management,9,jun,55,negative
blue-collar,9,jun,70,negative
management,9,jun,255,negative
self-employed,9,jun,217,negative
management,9,jun,1098,negative
blue-collar,9,jun,176,negative
housemaid,9,jun,331,negative
technician,9,jun,123,negative
retired,9,jun,77,negative
management,9,jun,91,negative
retired,9,jun,63,negative
blue-collar,9,jun,173,negative
services,9,jun,411,negative
technician,9,jun,179,negative
technician,9,jun,139,negative
technician,9,jun,75,negative
blue-collar,9,jun,210,negative
retired,9,jun,329,negative
technician,9,jun,225,negative
entrepreneur,9,jun,96,negative
housemaid,9,jun,166,negative
technician,9,jun,186,negative
blue-collar,9,jun,92,negative
admin.,9,jun,80,negative
technician,9,jun,67,negative
management,9,jun,104,negative
technician,9,jun,174,negative
blue-collar,9,jun,37,negative
blue-collar,9,jun,589,negative
housemaid,9,jun,183,negative
blue-collar,9,jun,151,negative
admin.,9,jun,29,negative
housemaid,9,jun,186,negative
technician,9,jun,73,negative
services,9,jun,63,negative
management,9,jun,105,negative
blue-collar,9,jun,522,negative
services,9,jun,65,negative
entrepreneur,9,jun,557,negative
technician,9,jun,149,negative
housemaid,9,jun,206,negative
