At3,At9,At10,Class
2.9289,11.2393,207.942,negative
2.5922,27.5998,141.612,negative
2.6385,76.4614,39.2412,negative
2.8463,5.1913,237.093,negative
4.2157,1.4735,292.376,negative
2.4125,29.936,268.831,negative
2.608,13.183,207.123,negative
2.8681,14.407,199.075,negative
2.1189,14.3159,199.413,negative
2.5905,7.357,273.566,negative
2.4742,8.2049,180.284,negative
2.3847,82.5247,138.811,negative
2.4786,19.691,177.383,negative
3.1695,2.8079,225.199,negative
2.499,23.7489,205.323,negative
2.8092,6.4855,234.326,negative
2.8722,32.443,185.396,negative
3.907,18.8033,112.442,negative
2.9447,5.0398,165.769,negative
2.499,7.7895,214.322,negative
3.0026,9.5687,204.406,negative
2.3274,78.726,91.9944,negative
2.5563,62.3504,184.06,negative
3.0754,16.855,169.879,negative
2.1351,10.313,184.207,negative
2.6415,9.544,201.888,negative
2.2878,10.8057,117.879,negative
2.5922,34.636,149.712,negative
2.734,4.042,168.67,negative
2.2753,45.254,60.518,negative
2.3775,49.329,148.828,negative
2.4257,7.9672,180.012,negative
2.7372,0.276,231.883,negative
3.0618,6.193,110.977,negative
2.525,1.6146,189.699,negative
3.1402,16.5212,62.0882,negative
2.1599,63.3662,122.916,negative
3.4637,10.0734,125.409,negative
3.0316,2.076,238.892,negative
3.7452,3.634,344.548,negative
2.4401,28.938,201.759,negative
2.5804,19.6912,253.019,negative
2.6258,18.9656,210.868,negative
3.1235,6.4861,172.213,negative
2.5821,3.0025,154.392,negative
2.7462,3.631,162.932,negative
2.1287,16.506,220.915,negative
3.529,11.0105,196.652,negative
2.301,55.5217,101.397,negative
2.7131,26.8293,216.422,negative
2.5308,5.9332,155.355,negative
3.7658,12.9888,96.4919,negative
2.3664,49.8459,33.8975,negative
2.8331,6.411,167.022,negative
3.5272,7.611,234.68,negative
2.3522,32.589,106.836,negative
3.0918,13.5301,79.089,negative
2.4191,72.4626,106.234,negative
2.8609,8.1095,263.734,negative
2.7368,81.3672,157.679,negative
2.0394,11.756,130.994,negative
2.5533,1.692,173.936,negative
2.7415,15.109,133.836,negative
3.1749,8.5332,248.42,negative
2.2589,7.2808,198.36,negative
2.6817,64.999,73.5314,negative
2.372,20.6729,174.312,negative
2.4091,35.674,132.522,negative
2.7336,9.4384,265.023,negative
2.6826,82.4452,130.113,negative
2.3107,40.354,152.901,negative
3.4176,5.324,189.071,negative
2.1732,4.3154,121.39,negative
4.0542,0.823,274.291,negative
2.7885,9.0144,120.91,negative
2.0881,11.249,131.125,negative
2.7497,53.5987,116.117,negative
2.7206,5.6246,178.225,negative
3.2446,9.618,101.271,negative
2.3064,36.639,108.544,negative
2.2753,49.9518,84.9872,negative
2.7899,59.046,59.1162,negative
2.9956,13.1445,275.723,negative
2.5328,8.529,206.093,negative
2.081,86.3258,84.3041,negative
3.0671,2.3111,171.234,negative
3.1948,1.9026,241.43,negative
3.1016,6.6582,150.17,negative
2.5353,7.3544,187.628,negative
4.3462,1.554,322.234,negative
2.8212,4.502,184.981,negative
3.3093,4.035,322.492,negative
3.0772,5.647,237.61,negative
2.7093,0.933,74.8111,negative
2.7384,3.906,281.932,negative
2.3936,46.72,106.625,negative
2.6299,11.875,177.77,negative
2.5484,7.936,146.847,negative
2.8222,16.05,178.56,negative
2.7255,22.4299,134.277,negative
2.7222,1.367,283.06,negative
3.2496,0.217,308.944,negative
3.2525,7.5444,257.263,negative
2.6365,6.546,154.195,negative
2.9297,21.303,135.6,negative
2.5938,3.343,252.541,negative
2.2253,27.221,263.038,negative
3.4491,16.686,181.664,negative
2.2625,5.1507,189.434,negative
2.1123,20.417,166.091,negative
2.3541,37.753,98.6605,negative
2.1775,34.3656,158.954,negative
2.9941,9.8102,204.407,negative
3.7263,4.6221,314.254,negative
2.2227,46.285,142.186,negative
3.6409,4.972,314.553,negative
2.0737,1.9575,182.312,negative
3.0684,8.5555,158.671,negative
2.0434,80.0492,174.695,negative
3.6005,0.1989,293.883,negative
2.8062,22.353,243.839,negative
3.5175,5.0286,361.266,negative
2.7173,29.837,87.5836,negative
2.7147,3.3863,212.809,negative
2.1599,60.2891,114.668,negative
2.4893,23.893,217.154,negative
2.9908,7.81,237.263,negative
3.418,1.121,208.418,negative
2.5971,0.393,261.014,negative
3.3611,4.765,202.409,negative
2.5315,2.559,131.612,negative
2.4962,39.136,222.252,negative
2.3314,10.4893,92.4774,negative
2.5575,29.0462,149.825,negative
2.2393,51.82,196.578,negative
2.9245,0.691,356.976,negative
2.4749,17.979,206.465,negative
2.2095,25.446,192.861,negative
2.8451,11.4153,343.112,negative
2.9393,7.323,267.651,negative
2.8777,8.4993,99.6344,negative
2.8182,14.5462,237.883,negative
2.2122,18.3562,86.931,negative
2.0917,67.6544,256.531,negative
2.7016,4.466,260.512,negative
2.2455,0.018,126.508,negative
2.7435,9.2636,174.732,negative
3.0032,2.2766,239.105,negative
2.0512,42.201,177.704,negative
2.9457,5.545,257.257,negative
2.6165,12.576,156.25,negative
2.2577,34.1365,130.378,negative
2.081,63.632,121.179,negative
3.1461,0.221,278.524,negative
3.0382,1.92,365.621,negative
2.4541,20.77,153.866,negative
2.9327,17.8611,142.679,negative
2.659,12.957,144.052,negative
2.2162,75.3057,179.562,negative
3.1402,6.254,263.367,negative
3.6687,4.124,304.571,negative
2.8932,2.825,168.009,negative
2.9574,2.1164,246.049,negative
2.6933,38.664,149.36,negative
3.0247,8.3993,207.846,negative
2.5391,18.12,150.52,negative
2.3201,29.7506,175.039,negative
2.0774,46.283,106.835,negative
2.2504,13.9345,53.7111,negative
3.2738,72.4438,15.5029,negative
3.3852,3.0585,301.076,negative
2.3107,25.1342,86.0513,negative
3.7287,2.6233,254.449,negative
2.2082,54.0587,137.721,negative
3.5108,5.9606,229.217,negative
2.2753,24.17,175.554,negative
2.5635,2.6191,201.986,negative
2.659,8.0922,196.129,negative
3.0586,4.4572,195.134,negative
3.517,80.7067,77.0437,negative
2.4108,11.478,60.5838,negative
2.6133,1.7427,221.25,negative
2.273,78.021,128.056,negative
2.683,6.051,257.464,negative
2.3375,34.735,255.903,negative
3.9939,0.982,387.442,negative
2.5581,18.7509,186.873,negative
3.0336,7.033,273.325,negative
2.0774,12.23,45.7994,negative
2.2844,12.686,184.344,negative
3.417,3.485,337.871,negative
2.2279,4.278,161.123,negative
2.1688,36.086,182.062,negative
2.7892,37.525,177.184,negative
2.6299,18.519,72.4122,negative
2.2,3.5723,230.842,negative
2.9383,6.035,275.673,negative
2.2889,21.912,175.706,negative
2.8494,4.655,205.734,negative
2.1746,81.0836,167.628,negative
2.7193,18.879,212,negative
2.3829,28.8208,166.873,negative
2.4706,74.952,128.431,negative
2.6684,3.542,170.342,negative
2.9146,2.592,257.817,negative
2.6439,12.665,168.638,negative
3.1372,0.8914,197.227,negative
2.6138,83.7287,138.963,negative
2.8932,8.5788,219.098,negative
2.3927,32.593,99.1806,negative
2.9358,7.91,56.3035,negative
2.3314,2.0958,165.64,negative
2.3918,28.222,89.9134,negative
2.3901,11.3856,185.773,negative
2.5315,1.1303,190.353,negative
2.4125,5.4233,99.1653,negative
2.9358,6.886,168.451,negative
3.1988,8.99,172.386,negative
2.3729,26.329,193.915,negative
2.5302,5.205,153.633,negative
2.659,4.6269,248.951,negative
3.6764,0.796,378.614,negative
2.9928,14.3138,208.594,negative
2.3988,86.3532,35.5989,negative
2.8245,21.897,163.289,negative
2.233,36.406,89.6618,negative
2.4928,6.255,77.099,negative
2.9802,0.7037,257.724,negative
2.7443,15.114,190.977,negative
2.9892,21.486,194.815,negative
2.3314,56.146,46.8337,negative
2.3936,55.952,144.956,negative
2.3608,36.6096,113.487,negative
2.5977,29.477,173.588,negative
2.433,19.426,71.7251,negative
2.4624,4.122,192.917,negative
2.7566,13.5339,286.522,negative
3.0488,4.874,159.999,negative
2.9365,4.3552,304.894,negative
3.073,18.325,189.95,negative
2.688,22.751,224.361,negative
2.1414,18.1586,192.226,negative
2.4166,0.562,218.408,negative
3.1235,2.245,284.268,negative
3.4295,6.918,218.337,negative
3.8612,6.138,182.104,negative
2.4541,47.0555,221.793,negative
2.5459,7.8399,166.543,negative
2.9859,4.376,335.89,negative
2.6314,18.365,131.33,negative
3.0045,8.6009,199.15,negative
2.2068,2.442,110.011,negative
2.4757,68.039,195.346,negative
2.5871,21.27,168.693,negative
2.4713,4.7215,127.071,negative
3.1647,1.2698,171.526,negative
2.4646,20.523,192.198,negative
2.5397,30.557,258.671,negative
2.2405,8.6873,178.448,negative
2.5132,63.5476,231.2,negative
3.8065,5.4802,233.727,negative
2.5905,5.366,131.899,negative
3.0512,18.3196,224.432,negative
2.5717,18.3184,246.402,negative
2.3493,28.1111,147.619,negative
2.5871,21.903,127.376,negative
2.1732,56.5082,105.459,negative
3.5073,6.784,204.996,negative
2.8913,13.962,127.753,negative
2.9694,3.211,255.282,negative
2.6385,5.8259,195.812,negative
2.7701,15.335,244.838,negative
2.6749,46.187,174.816,negative
2.5038,7.994,171.566,negative
2.882,6.2206,80.1779,negative
3.1543,3.5131,302.552,negative
2.7177,6.2132,270.461,negative
3.587,7.6778,310.108,negative
2.8817,6.3685,272.114,negative
2.889,1.651,254.099,negative
2.1717,22.568,107.776,negative
2.8119,3.314,280.751,negative
2.636,15.3354,263.904,negative
3.539,86.2934,65.6288,negative
2.5289,7.4831,114.112,negative
3.0069,10.2258,263.504,negative
2.8657,14.2293,169.606,negative
2.6415,5.0736,152.21,negative
3.6737,0.582,318.193,negative
2.5545,1.121,296.184,negative
3.2541,2.21,329.025,negative
2.7835,2.0888,121.642,negative
2.2109,39.62,160.734,negative
2.2504,79.825,42.3274,negative
2.4141,3.104,90.5559,negative
3.2407,4.1267,172.418,negative
2.6138,5.5254,169.305,negative
2.8398,2.027,216.296,negative
2.9741,2.292,233.37,negative
2.6154,11.243,196.743,negative
2.6085,67.164,225.353,negative
2.5465,0.7529,231.896,negative
3.1978,0.78,278.865,negative
3.1618,18.1775,163.349,negative
3.6532,3.415,245.022,negative
2.736,10.836,96.4366,negative
2.4728,11.6565,79.0811,negative
2.42,36.448,166.491,negative
2.9009,5.851,187.653,negative
2.7917,10.9695,263.512,negative
2.0774,89.3339,158.411,negative
2.1658,40.316,184.88,negative
2.6826,27.1254,177.004,negative
3.527,3.743,292.56,negative
2.357,33.8055,119.793,negative
2.9415,3.108,154.002,negative
2.3021,45.7395,213.255,negative
4.0581,2.5861,214.333,negative
2.8876,3.241,222.739,negative
2.5971,50.0777,155.048,negative
2.7235,6.2944,171.584,negative
2.3793,6.912,179.05,negative
2.7084,1.6694,155.949,negative
2.3263,6.076,334.757,negative
3.0613,11.9037,206.958,negative
2.404,27.312,217.046,negative
3.1159,12.885,178.097,negative
4.2258,3.2,229.552,negative
3.0037,8.801,230.402,negative
2.3181,3.829,133.886,negative
3.2414,3.1433,120.077,negative
2.5557,86.0321,63.6452,negative
3.8519,3.789,249.389,negative
2.7638,43.362,247.117,negative
3.53,0.5733,234.05,negative
4.2034,0.3748,257.81,negative
2.1446,26.948,146.188,negative
2.6915,84.0609,181.251,negative
4.0974,2.526,254.43,negative
2.9138,4.1846,230.925,negative
2.1021,18.0727,163.975,negative
2.6566,0.0524,178.427,negative
3.6508,1.379,261.264,negative
2.2856,9.098,151.311,negative
2.4955,26.077,153.025,negative
2.3655,8.894,163.346,negative
2.3847,11.1527,146.456,negative
2.8335,5.0238,276.312,negative
2.4843,24.9956,64.141,negative
3.4919,2.701,279.476,negative
2.4322,0.3841,162.228,negative
2.6449,7.543,177.865,negative
3.3832,4.9638,197.426,negative
2.8395,16.85,251.816,negative
2.658,11.2076,161.266,negative
3.2404,3.1267,373.486,negative
2.639,19.0188,224.987,negative
3.7907,1.3293,294.466,negative
2.5152,22.163,154.447,negative
2.3032,29.3444,200.803,negative
2.4764,8.0924,98.6312,negative
2.2822,12.1984,172.193,negative
2.6479,15.813,163.153,negative
3.1313,6.0676,195.5,negative
2.5927,19.356,214.45,negative
2.4541,18.8968,258.91,negative
3.0939,18.5777,223.142,negative
2.3664,42.763,84.5825,negative
3.2767,2.2272,266.53,negative
2.9358,22.426,136.305,negative
3.7383,3.44,161.366,negative
3.1971,84.3933,123.943,negative
3.8492,0.012,291.331,negative
2.9069,3.4161,237.626,negative
2.266,60.588,165.157,negative
2.2122,56.9209,144.825,negative
2.4265,12.249,95.0414,negative
2.433,13.331,166.405,negative
2.9355,5.378,283.58,negative
2.9963,5.4781,234.926,negative
2.5159,13.671,300.303,negative
3.2641,7.057,246.976,negative
2.3766,10.1604,119.999,negative
3.3788,3.357,172.228,negative
2.444,10.678,199.532,negative
2.6547,24.2231,226.955,negative
2.6058,2.248,118.019,negative
2.4464,47.407,95.4522,negative
2.7597,13.461,218.723,negative
2.5982,0.4079,156.863,negative
2.3365,0.4882,103.821,negative
2.8445,13.2839,193.939,negative
2.3139,27.662,234.09,negative
2.6405,17.995,143.476,negative
3.1992,3.681,376.223,negative
2.6435,36.155,216.059,negative
2.1629,51.161,82.8544,negative
2.9125,9.549,190.467,negative
2.7543,53.8928,112.369,negative
3.7157,4.5107,267.256,negative
3.9179,8.6814,392.792,negative
2.6821,9.541,172.529,negative
2.7574,7.9897,205.117,negative
2.4338,44.3225,136.275,negative
3.0535,4.043,243.316,negative
2.3784,36.8783,167.752,negative
3.3439,5.726,282.142,negative
3.0739,9.087,127.266,negative
2.5179,7.432,269.895,negative
3.1256,6.0195,260.204,negative
3.5739,0.837,268.427,negative
3.6197,3.4717,369.271,negative
2.964,8.5098,321.462,negative
2.9001,10.598,291.766,negative
3.5143,2.384,288.832,negative
2.6571,32.9639,140.335,negative
3.0821,1.189,257.714,negative
2.7712,1.6094,207.901,negative
3.1081,1.1326,236.277,negative
3.0779,17.364,137.303,negative
2.3811,9.809,156.321,negative
3.641,0.3386,317.552,negative
2.3598,19.9398,185.554,negative
3.7185,8.9721,380.447,negative
3.279,87.3749,41.6044,negative
2.8785,13.5875,171.207,negative
2.9383,7.8144,226.805,negative
4.1312,2.297,308.084,negative
3.0537,11.983,192.065,negative
2.7054,29.895,112.626,negative
2.9047,33.805,194.337,negative
2.1089,74.355,97.4673,negative
2.3512,58.329,52.0772,negative
2.6848,6.0914,295.249,negative
2.4541,21.592,139.076,negative
2.6112,0.893,127.049,negative
2.1761,39.441,129.982,negative
3.2549,24.157,314.336,negative
2.3414,13.928,118.23,negative
2.5575,6.1882,183.255,negative
2.3454,69.122,111.184,negative
2.6551,12.735,200.457,negative
2.5605,2.276,124.753,negative
3.1757,8.0235,145.532,negative
2.2625,23.077,135.667,negative
2.5988,3.776,175.844,negative
2.673,24.192,129.904,negative
3.0869,11.885,292.677,negative
2.6959,13.747,154.013,negative
2.3775,46.6248,133.152,negative
2.8331,12.9944,159.832,negative
2.6707,32.8027,38.5209,negative
2.9159,2.4,178.191,negative
2.6217,25.715,212.126,negative
2.9701,0.5273,194.829,negative
2.1287,77.957,129.267,negative
3.0147,1.103,198.089,negative
2.5821,5.6815,167.81,negative
2.7486,6.6996,140.956,negative
3.0682,0.839,192.135,negative
2.643,21.5337,219.265,negative
2.3729,37.5625,170.952,negative
2.8597,0.277,173.939,negative
2.2856,28.623,150.189,negative
2.8179,12.413,211.496,negative
2.6314,2.9862,262.324,negative
3.5433,0.883,256.077,negative
2.3757,28.132,85.2515,negative
2.2122,34.9363,156.28,negative
2.3729,24.9395,126.042,negative
2.7578,31.5548,261.486,negative
2.2041,55.8503,92.8949,negative
2.7727,27.0291,76.6136,negative
2.3096,68.6733,58.837,negative
3.1931,12.3059,226.814,negative
2.8136,15.5754,144.56,negative
2.5999,11.7643,210.618,negative
2.4362,21.6114,167.598,negative
2.6498,27.0844,139.546,negative
2.9125,3.06,175.676,negative
2.5384,6.8644,196.761,negative
2.7631,14.9219,199.632,negative
2.7197,17.172,140.18,negative
2.7749,27.768,83.869,negative
2.9921,2.8951,188.33,negative
2.8998,11.4622,150.238,negative
2.5999,5.8253,217.201,negative
2.7843,24.3712,64.8944,negative
2.3493,79.698,236.344,negative
2.8976,4.129,274.555,negative
2.2188,86.4459,205.549,negative
2.1629,26.499,145.125,negative
3.4442,7.3364,187.46,negative
2.2923,81.779,199.401,negative
2.8503,32.497,175.653,negative
3.1094,5.452,181.334,negative
2.9943,4.3488,271.352,negative
3.4009,2.9063,282.081,negative
3.2783,2.979,228.939,negative
2.3589,4.7412,112.347,negative
2.6107,15.3064,166.687,negative
2.3729,1.575,198.599,negative
2.9337,15.842,200.285,negative
2.6613,40.323,39.7423,negative
2.5244,61.988,146.866,negative
2.8041,36.4581,209.306,negative
2.5085,13.394,209.766,negative
2.6955,15.321,161.388,negative
3.397,84.7514,131.182,negative
3.1593,2.85,188.651,negative
2.29,31.469,208.955,negative
3.3427,1.818,180.959,negative
2.9398,7.6682,251.852,negative
2.5849,0.204,188.957,negative
2.1383,14.441,190.721,negative
2.3757,14.6067,425.267,negative
3.1281,4.9933,272.645,negative
2.7756,15.2554,116.632,negative
2.3775,5.9537,200.251,negative
2.9297,10.558,158.989,negative
3.6767,9.1982,248.587,negative
3.2916,9.668,188.041,negative
4.8025,19.9605,242.764,negative
3.8493,5.1478,378.331,negative
2.2765,23.896,145.02,negative
2.3971,8.667,124.895,negative
2.695,0.329,292.708,negative
2.5711,60.7795,263.98,negative
3.3599,0.0235,277.323,negative
2.6994,3.533,203.315,negative
2.0588,77.047,141.352,negative
2.4518,10.545,108.33,negative
2.8385,0.4904,159.66,negative
2.5635,2.298,124.449,negative
2.8109,7.9012,309.048,negative
3.6512,2.4232,229.733,negative
3.2827,1.5087,86.7844,negative
2.2978,82.7585,137.232,negative
2.1123,38.6953,121.457,negative
2.6498,22.307,84.5171,negative
3.1654,5.0177,173.518,negative
3.6091,7.4474,233.582,negative
2.3149,84.4501,60.4438,negative
2.9133,14.0395,54.0099,negative
3.1173,1.048,203.028,negative
2.8319,3.947,303.364,negative
2.8251,80.2551,103.138,negative
3.4081,3.0708,198.484,negative
2.7835,0.831,161.232,negative
2.1746,6.0163,139.723,negative
2.0394,78.8874,146.763,negative
2.6561,55.967,43.9642,negative
2.8041,3.713,202.864,negative
2.7589,13.7391,186.985,negative
2.2822,17.278,338.274,negative
2.7608,2.76,237.452,negative
2.9217,19.8801,169.281,negative
2.7439,43.9162,55.2383,negative
2.1987,52.36,118.838,negative
2.9865,5.359,144.826,negative
2.4706,10.7423,165.406,negative
4.0313,3.503,302.304,negative
2.9151,14.6972,180.238,negative
2.9978,8.698,167.1,negative
3.2048,0.386,207.992,negative
2.5955,13.7582,91.8873,negative
2.9621,13.6362,99.4482,negative
4.2044,1.22,210.778,negative
2.3646,9.0374,181.501,negative
2.8837,6.11,200.42,negative
3.876,1.5824,359.328,negative
3.063,1.0036,178.341,negative
3.3867,10.241,227.379,negative
2.5465,45.454,101.997,negative
2.7774,6.978,130.919,negative
3.3959,1.1324,323.819,negative
3.4512,10.6894,224.172,negative
2.2188,31.914,147.726,negative
2.9906,9.5163,177.32,negative
3.1381,0.461,194.605,negative
3.0792,1.5703,255.374,negative
2.6902,0.7801,250.242,negative
2.4141,11.2044,208.744,negative
3.5649,1.825,358.199,negative
3.3498,2.477,223.414,negative
2.7011,6.7752,218.012,negative
2.2833,51.112,202.572,negative
3.0441,8.201,283.62,negative
2.7447,0.8956,302.925,negative
3.9569,0.2799,262.251,negative
3.2999,4.591,295.128,negative
2.3892,51.144,157.318,negative
3.1987,6.34,218.901,negative
2.3608,16.315,174.214,negative
2.5447,68.1324,234.56,negative
2.938,0.2989,223.827,negative
2.6684,7.9478,145.846,negative
3.6258,4.6584,396.921,negative
3.022,4.53,184.47,negative
3.2316,3.9671,207.605,negative
2.4997,36.551,105.4,negative
2.6906,15.5689,190.72,negative
3.3105,6.759,270.21,negative
2.6604,2.124,150.524,negative
3.5158,1.576,289.206,negative
3.1874,0.3113,341.943,negative
2.8689,4.081,184.962,negative
2.9292,2.6313,177.111,negative
2.2989,2.681,96.9348,negative
2.6069,44.853,151.049,negative
2.6493,0.1321,177.613,negative
2.9408,2.6896,157.832,negative
2.3253,25.658,140.294,negative
2.549,25.4801,89.3021,negative
2.9501,3.764,158.301,negative
2.3334,15.8492,64.6895,negative
2.6191,31.413,194.368,negative
2.4306,2.3661,207.886,negative
