At9,At10,Class
80.7484,163.041,negative
24.17,198.136,negative
5.076,217.764,negative
3.7944,261.857,negative
2.771,195.068,negative
14.8637,131.863,negative
2.967,266.017,negative
8.9044,191.291,negative
2.031,303.228,negative
11.521,190.141,negative
6.1616,284.011,negative
12.268,130.034,negative
9.2464,109.853,negative
88.582,97.1847,negative
1.5672,195.495,negative
0.955,157.747,negative
1.8931,118.268,negative
4.397,253.104,negative
0.4788,335.399,negative
4.0907,281.905,negative
44.34,217.042,negative
14.9484,135.567,negative
12.0273,116.339,negative
8.9281,182.127,negative
7.5903,221.887,negative
20.615,182.32,negative
13.981,154.488,negative
12.113,140.927,negative
86.18,130.193,negative
1.1933,293.084,negative
9.854,177.72,negative
16.7926,114.063,negative
14.4926,135.379,negative
0.7895,332.552,negative
13.9464,133.634,negative
10.81,197.131,negative
9.45,219.995,negative
35.069,197.877,negative
9.7889,157.377,negative
5.7595,203.891,negative
2.964,208.681,negative
2.7787,302.342,negative
2.334,165.201,negative
15.517,230.417,negative
4.354,182.851,negative
28.551,269.486,negative
29.1592,210.945,negative
4.7349,246.171,negative
59.383,222.751,negative
13.318,236.509,negative
14.365,115.688,negative
1.1127,179.84,negative
1.699,228.875,negative
0.087,242.144,negative
22.163,132.479,negative
0.952,233.062,negative
10.068,188.666,negative
4.327,196.897,negative
24.601,267.574,negative
55.8954,49.6709,negative
1.594,195.294,negative
0.2733,230.84,negative
17.488,59.1391,negative
0.513,172.443,negative
15.387,167.018,negative
7.847,190.618,negative
29.067,126.757,negative
23.678,111.243,negative
60.4605,167.373,negative
2.063,183.588,negative
15.92,240.052,negative
61.727,148.541,negative
6.335,156.843,negative
12.4981,107.31,negative
66.669,104.412,negative
0.1495,288.362,negative
11.217,260.496,negative
3.675,237.681,negative
7.614,241.405,negative
1.0346,189.956,negative
5.9483,157.463,negative
0.076,243.53,negative
24.677,246.174,negative
11.302,281.62,negative
1.2651,206.155,negative
23.94,205.611,negative
0.9791,225.895,negative
11.531,206.449,negative
0.1076,389.734,negative
0.658,261.22,negative
17.011,291.495,negative
4.0499,137.387,negative
9.8874,216.043,negative
2.3313,295.34,negative
3.8153,206.846,negative
3.3473,234.874,negative
14.377,179.387,negative
48.484,90.9682,negative
1.8142,273.908,negative
21.279,251.667,negative
9.3662,291.342,negative
0.3291,187.171,negative
6.63,183.758,negative
0.925,290.377,negative
35.801,154.573,negative
3.7874,199.01,negative
18.1339,254.5,negative
0.1569,201.986,negative
2.671,323.375,negative
10.213,190.592,negative
81.3657,182.266,negative
49.5821,116.737,negative
3.804,239.997,negative
15.774,95.5705,negative
89.9155,131.98,negative
7.734,329.582,negative
1.236,191.15,negative
72.7366,97.247,negative
75.356,88.7565,negative
61.8883,87.5641,negative
36.69,207.05,negative
2.108,137.302,negative
8.5106,252.014,negative
7.369,326.835,negative
17.483,136.881,negative
1.9337,140.081,negative
15.1814,238.986,negative
69.097,94.835,negative
53.056,129.317,negative
3.458,223.154,negative
0.5673,254.422,negative
2.058,180.799,negative
5.6933,179.787,negative
18.274,110.376,negative
0.466,230.68,negative
5.148,162.318,negative
44.224,131.449,negative
9.767,177.351,negative
72.118,31.7084,negative
22.229,220.931,negative
3.082,242.548,negative
9.3521,220.389,negative
7.977,246.398,negative
5.8399,268.863,negative
23.5489,149.56,negative
6.083,255.59,negative
8.7213,149.954,negative
32.917,221.664,negative
2.068,174.946,negative
0.2039,250.145,negative
8.817,154.213,negative
11.747,315.663,negative
21.4458,115.849,negative
13.9543,136.293,negative
29.5127,53.5969,negative
83.9665,128.878,negative
37.988,242.377,negative
9.4564,206.967,negative
10.217,269.255,negative
0.35,340.028,negative
59.473,197.584,negative
2.1534,262.871,negative
32.2376,166.181,negative
4.533,110.385,negative
18.706,143.89,negative
0.662,286.879,negative
3.509,238.032,negative
27.262,195.287,negative
10.722,124.948,negative
0.8667,265.229,negative
13.042,221.555,negative
4.814,271.558,negative
17.713,89.1934,negative
51.214,189.946,negative
48.7839,85.0159,negative
3.0507,345.136,negative
3.366,166.113,negative
36.3443,200.61,negative
7.147,141.421,negative
10.349,218.433,negative
13.0951,239.649,negative
2.267,193.064,negative
11.867,93.1345,negative
11.635,172.126,negative
5.242,154.231,negative
19.2365,193.746,negative
29.3534,228.656,negative
72.971,77.781,negative
54.28,89.8562,negative
9.669,197.798,negative
3.0301,346.717,negative
0.9486,283.07,negative
29.609,59.978,negative
2.941,202.919,negative
28.0357,151.706,negative
3.249,196.934,negative
39.434,235.71,negative
3.801,259.733,negative
3.9151,97.8411,negative
1.706,220.851,negative
58.852,200.916,negative
19.747,113.182,negative
24.8729,84.4951,negative
14.2929,238.292,negative
83.0514,99.9004,negative
16.783,194.76,negative
1.4023,189.907,negative
28.8051,179.916,negative
56.227,188.476,negative
66.531,87.0086,negative
13.1411,200.071,negative
3.7247,188.931,negative
5.256,302.838,negative
8.796,92.4558,negative
45.2352,113.437,negative
10.865,207.534,negative
1.1606,279.206,negative
3.987,151.905,negative
15.2553,197.118,negative
15.2811,235.247,negative
5.053,88.0334,negative
0.42,342.689,negative
1.343,171.015,negative
50.664,250.647,negative
8.0786,227.148,negative
14.7714,192.034,negative
44.6921,177.921,negative
9.586,181.926,negative
34.841,123.392,negative
5.1346,128.682,negative
9.2393,276.603,negative
5.4597,284.557,negative
59.946,96.0915,negative
0.164,295.107,negative
10.493,136.533,negative
17.0056,173.288,negative
11.3585,232.055,negative
37.707,208.559,negative
64.034,253.029,negative
26.705,154.638,negative
19.3319,40.1037,negative
3.989,109.407,negative
15,180.234,negative
16.5678,113.522,negative
40.433,132.548,negative
73.787,180.749,negative
5.3057,275.317,negative
3.5901,209.954,negative
73.499,117.347,negative
16.857,220.082,negative
0.68,310.933,negative
26.6862,113.79,negative
25.702,165.595,negative
15.7756,162.389,negative
2.951,234.581,negative
6.046,259.403,negative
1.855,297.568,negative
0.914,283.209,negative
5.525,155.323,negative
3.1846,197.918,negative
7.499,207.432,negative
31.0087,99.172,negative
20.151,193.305,negative
41.1319,207.932,negative
2.436,393.309,negative
24.558,126.068,negative
16.099,201.99,negative
13.374,219.462,negative
4.6337,197.098,negative
16.91,154.265,negative
1.5216,329.357,negative
10.5863,190.408,negative
1.4439,211.147,negative
36.6633,166.645,negative
0.471,333.976,negative
1.2801,265.757,negative
50.6846,193.264,negative
21.891,117.655,negative
38.222,157.295,negative
0.415,266.615,negative
18.8501,66.5816,negative
2.1215,163.06,negative
34.1556,217.529,negative
8.8138,114.802,negative
1.7565,277.767,negative
40.137,235.994,negative
62.887,72.4328,negative
52.67,205.329,negative
4.625,212.014,negative
2e-04,238.325,negative
0.708,209.888,negative
73.055,176.359,negative
0.9411,320.636,negative
8.473,137.385,negative
1.3633,343.2,negative
8.1312,185.333,negative
79.334,149.948,negative
1.824,210.85,negative
8.846,143.618,negative
4.632,151.756,negative
14.399,150.015,negative
41.772,66.7513,negative
11.6155,164.253,negative
11.7655,72.0769,negative
7.7242,193.31,negative
11.692,230.166,negative
6.8408,291.206,negative
1.663,238.875,negative
0.465,17.9398,negative
39.533,184.419,negative
0.1348,298.93,negative
4.1031,123.27,negative
63.188,134.882,negative
13.0774,224.166,negative
2.2025,172.076,negative
3.744,253.379,negative
81.1632,169.125,negative
21.1996,118.642,negative
2.5811,295.937,negative
4.387,267.366,negative
41.644,62.8943,negative
5.1857,148.147,negative
13.057,143.809,negative
3.033,113.216,negative
14.454,193.068,negative
14.238,173.518,negative
32.9097,160.995,negative
6.713,205.058,negative
8.8466,184.876,negative
27.111,216.801,negative
13.3845,185.735,negative
10.519,168.823,negative
5.3282,196.925,negative
1.9502,169.273,negative
7.378,201.733,negative
43.6657,53.7576,negative
10.791,208.487,negative
55.0063,192.948,negative
8.459,147.072,negative
34.78,158.011,negative
4.366,253.871,negative
4.4326,228.773,negative
5.2872,231.92,negative
39.6251,176.41,negative
17.966,185.098,negative
76.716,188.581,negative
1.99,170.27,negative
0.2328,239.592,negative
9.329,166.121,negative
0.386,254.872,negative
3.556,198.878,negative
32.816,154.342,negative
12.887,238.385,negative
10.531,122.036,negative
60.7289,163.135,negative
59.1671,146.237,negative
48.415,147.006,negative
2.506,311.422,negative
5.1628,192.132,negative
0.501,239.977,negative
6.9368,207.387,negative
6.363,281.319,negative
16.0923,187.323,negative
0.531,197.753,negative
4.4742,206.846,negative
8.6513,228.211,negative
14.518,75.6293,negative
32.907,160.716,negative
16.706,139.361,negative
25.156,143.561,negative
1.804,345.464,negative
5.8091,203.685,negative
1.8695,213.431,negative
7.5825,176.805,negative
11.5045,205.955,negative
11.808,132.816,negative
50.3431,162.593,negative
33.261,176.34,negative
11.6762,293.853,negative
3.0122,289.341,negative
9.2,177.62,negative
0.3795,254.18,negative
9.224,117.892,negative
1.4085,236.485,negative
13.992,132.914,negative
75.425,101.517,negative
1.3933,242.286,negative
2.554,355.949,negative
9.9644,231.88,negative
13.446,243.879,negative
19.017,96.0308,negative
20.5343,198.692,negative
0.695,269.965,negative
22.795,47.5687,negative
24.255,217.092,negative
6.46,173.846,negative
8.348,275.858,negative
10.9799,108.704,negative
42.081,309.745,negative
0.386,275.671,negative
43.788,60.336,negative
12.439,167.979,negative
53.8665,78.7964,negative
3.954,194.395,negative
4.155,330.592,negative
7.0048,270.433,negative
5.6174,128.052,negative
31.0686,206.409,negative
2.313,139.415,negative
8.4488,208.981,negative
56.222,177.407,negative
21.5187,75.9731,negative
44.7651,136.366,negative
6.89,203.512,negative
6.8425,342.796,negative
36.8528,206.465,negative
59.4159,145.616,negative
7.784,190.379,negative
1.151,308.236,negative
25.7405,118.281,negative
1.23,321.891,negative
5.744,195.125,negative
20.1778,223.696,negative
3.866,183.938,negative
3.042,168.421,negative
3.66,291.803,negative
1.5204,156.563,negative
84.1758,235.629,negative
43.2002,74.3087,negative
2.6322,221.704,negative
1.496,297.162,negative
11.711,166.719,negative
20.96,203.389,negative
16.3084,94.9077,negative
11.219,240.73,negative
28.296,120.347,negative
0.464,215.603,negative
1.272,149.729,negative
22.924,120.77,negative
7.894,102.636,negative
45.878,146.354,negative
8.6074,127.693,negative
39.4223,211.908,negative
89.7187,115.433,negative
4.703,266.392,negative
25.752,152.596,negative
3.387,194.539,negative
4.3446,118.587,negative
2.192,357,negative
23.0737,231.38,negative
23.344,217.655,negative
28.926,110.928,negative
24.0856,195.693,negative
4.695,305.441,negative
27.951,134.714,negative
4.4055,352.472,negative
6.8883,206.026,negative
3.1813,136.173,negative
11.929,195.541,negative
10.734,280.705,negative
4.0462,245.811,negative
6.2878,191.45,negative
88.8278,111.74,negative
0.727,259.23,negative
18.9122,191.764,negative
9.699,213.216,negative
33.2818,56.8794,negative
7.0009,205.821,negative
52.3631,71.2231,negative
8.047,269.845,negative
27.191,116.186,negative
16.9458,149.72,negative
68.1257,69.6409,negative
18.4088,141.824,negative
65.2488,56.8467,negative
2.1682,317.364,negative
0.076,101.899,negative
9.311,302.457,negative
5.965,155.57,negative
2.004,242.24,negative
3.032,200.467,negative
0.87,230.36,negative
0.913,290.335,negative
1.9214,318.829,negative
7.0622,131.402,negative
6.4748,135.473,negative
81.0125,159.328,negative
7.789,293.646,negative
2.967,185.584,negative
86.4267,216.867,negative
44.9245,183.953,negative
0.881,166.744,negative
23.424,185.812,negative
0.905,305.866,negative
11.976,191.021,negative
7.521,97.7494,negative
3.1843,306.825,negative
10.153,168.797,negative
3.926,143.935,negative
39.6204,109.711,negative
5.3538,255.334,negative
16.771,96.9992,negative
21.0941,185.15,negative
48.801,182.708,negative
33.8245,174.147,negative
17.9029,148.259,negative
80.829,205.232,negative
1.099,313.651,negative
37.168,45.3787,negative
45.584,124.168,negative
14.1486,300.951,negative
29.3704,165.733,negative
1.345,196.86,negative
17.3632,242.114,negative
68.308,233.075,negative
20.3136,62.7772,negative
2.6208,336.483,negative
69.7617,108.017,negative
1.765,237.11,negative
17.977,155.351,negative
21.5,179.149,negative
0.85,329.272,negative
1.8427,130.834,negative
45.0122,142.169,negative
13.1609,123.628,negative
1.536,268.733,negative
4.3297,192.427,negative
77.375,75.8996,negative
27.5944,203.889,negative
44.78,103.951,negative
8.8927,117.003,negative
54.087,203.775,negative
30.1602,127.01,negative
21.0606,63.1648,negative
47.669,41.3964,negative
0.394,161.464,negative
1.7184,266.951,negative
65.882,162.854,negative
56.6,142.98,negative
6.9991,150.776,negative
7.3766,234.659,negative
4.9083,231.82,negative
66.0307,86.0362,negative
4.75,74.9062,negative
58.0238,220.978,negative
24.927,155.933,negative
14.6056,239.969,negative
23.439,140.07,negative
43.696,204.068,negative
4.8828,300.035,negative
15.5608,161.762,negative
4.216,257.178,negative
0.0258,276.271,negative
54.994,89.4429,negative
4.268,53.1367,negative
9.8738,85.0108,negative
12.8978,187.64,negative
5.669,162.433,negative
14.9018,149.992,negative
6.582,354.937,negative
0.8245,194.478,negative
6.088,88.5835,negative
5.467,198.282,negative
17.765,236.387,negative
14.155,118.524,negative
77.795,95.5617,negative
24.772,144.251,negative
1.553,181.643,negative
9.1402,152.375,negative
35.602,129.934,negative
7.271,183.715,negative
0.929,167.849,negative
78.0798,164.907,negative
17.108,236.35,negative
2.4997,222.933,negative
1.1638,234.202,negative
11.411,225.845,negative
16.4065,137.015,negative
1.711,162.041,negative
4.0561,157.084,negative
40.2935,191.965,negative
0.447,282.676,negative
0.347,371.048,negative
22.037,212.993,negative
24.6142,202.547,negative
37.585,122.644,negative
12.4702,235.688,negative
12.2494,180.247,negative
1.3814,111.12,negative
3.419,106.582,negative
3.8131,334.194,negative
4.437,198.082,negative
2.052,254.369,negative
5.741,292.578,negative
11.59,158.588,negative
12.7713,167.346,negative
4.8939,241.569,negative
16.191,237.163,negative
58.21,92.8243,negative
18.358,209.279,negative
49.435,196.952,negative
21.1916,65.7449,negative
25.805,145.839,negative
4.145,189.474,negative
20.555,155.08,negative
11.2284,176.5,negative
51.7751,241.963,negative
4.989,240.089,negative
15.2987,95.5889,negative
5.3775,253.743,negative
14,66.6115,negative
10.3529,192.238,negative
4.0536,140.546,negative
34.121,134.02,negative
14.754,158.767,negative
15.5879,160.131,negative
57.942,195.201,negative
6.279,217.769,negative
0.151,334.841,negative
43.042,42.4625,negative
0.782,280.301,negative
3.846,271.119,negative
9.344,306.819,negative
3.772,259.484,negative
25.2845,140.479,negative
57.1013,59.2505,negative
6.332,180.649,negative
2.356,190.444,negative
6.5818,194.936,negative
17.51,75.1693,negative
25.3233,109.834,negative
70.9927,194.225,negative
61.2797,136.859,negative
0.4229,188.455,negative
76.5195,92.5498,negative
69.3995,98.4715,negative
14.18,184.217,negative
7.1787,179.551,negative
4.13,273.821,negative
10.898,271.184,negative
39.2035,185.504,negative
7.888,274.515,negative
0.6983,170.59,negative
4.935,252.649,negative
2.402,291.812,negative
7.211,182.731,negative
19.3127,169.243,negative
8.274,95.4022,negative
45.573,193.353,negative
9.1884,160.708,negative
9.6844,210.067,negative
73.4413,153.579,negative
40.679,232.667,negative
17.123,267.947,negative
8.6244,308.919,negative
2.867,242.869,negative
13.429,164.053,negative
3.028,132.39,negative
38.082,176.077,negative
0.9856,183.648,negative
4.2963,200.021,negative
37.3241,181.06,negative
15.939,180.072,negative
11.762,192.497,negative
5.1396,280.75,negative
75.4267,43.4756,negative
0.4547,157.401,negative
1.359,141.734,negative
1.5291,356.133,negative
7.0799,297.31,negative
20.6015,263.105,negative
48.694,250.228,negative
1.4454,156.383,negative
3.301,252.614,negative
4.232,218.761,negative
5.1674,277.224,negative
7.1894,176.713,negative
3.3996,228.208,negative
12.26,234.002,negative
5.807,257.819,negative
6.252,197.928,negative
38.579,75.4929,negative
0.58,182.153,negative
