At9,Class
40.679,negative
17.123,negative
8.6244,negative
2.867,negative
13.429,negative
3.028,negative
38.082,negative
0.9856,negative
4.2963,negative
37.3241,negative
15.939,negative
11.762,negative
5.1396,negative
75.4267,negative
0.4547,negative
1.359,negative
1.5291,negative
7.0799,negative
20.6015,negative
48.694,negative
1.4454,negative
3.301,negative
4.232,negative
5.1674,negative
7.1894,negative
3.3996,negative
12.26,negative
5.807,negative
6.252,negative
38.579,negative
0.58,negative
23.314,negative
2.4982,negative
3.886,negative
1.783,negative
17.734,negative
2.4015,negative
8.6361,negative
9.2887,negative
10.83,negative
20.914,negative
7.042,negative
6.959,negative
4.7613,negative
19.182,negative
9.634,negative
13.937,negative
0.0127,negative
53.6537,negative
4.173,negative
20.711,negative
2.048,negative
2.6609,negative
25.831,negative
10.4802,negative
76.537,negative
6.6866,negative
3.2298,negative
12.616,negative
22.874,negative
25.089,negative
4.542,negative
22.2935,negative
4.603,negative
13.3408,negative
2.988,negative
0.2947,negative
3.348,negative
35.974,negative
0.9629,negative
3.919,negative
14.1901,negative
16.8715,negative
3.154,negative
8.9595,negative
11.578,negative
8.94,negative
18.066,negative
3.236,negative
22.022,negative
8.637,negative
89.8217,negative
36.0879,negative
0.188,negative
7.2313,negative
15.7002,negative
12.4528,negative
1.7119,negative
37.1307,negative
5.6543,negative
6.8181,negative
2.0174,negative
6.554,negative
8.6072,negative
13.6718,negative
69.4052,negative
16.9967,negative
15.426,negative
39.8692,negative
4.992,negative
34.0054,negative
9.0091,negative
3.9731,negative
2.588,negative
6.8764,negative
25.601,negative
2.7355,negative
1.1556,negative
3.1897,negative
3.559,negative
20.2535,negative
44.017,negative
13.233,negative
88.8305,negative
38.043,negative
29.107,negative
34.7137,negative
9.829,negative
3.7149,negative
54.248,negative
12.2597,negative
1.1964,negative
63.4499,negative
46.8979,negative
17.904,negative
10.973,negative
5.285,negative
13.374,negative
74.772,negative
4.875,negative
17.833,negative
27.155,negative
33.824,negative
25.914,negative
19.0658,negative
0.8473,negative
59.5984,negative
2.9291,negative
20.6302,negative
64.324,negative
10.4907,negative
4.199,negative
8.918,negative
44.479,negative
20.728,negative
5.608,negative
3.798,negative
1.471,negative
1.5377,negative
7.4612,negative
36.426,negative
5.495,negative
7.653,negative
38.5188,negative
6.595,negative
68.7191,negative
3.18,negative
16.4022,negative
0.516,negative
21.198,negative
3.417,negative
69.1684,negative
2.4654,negative
16.541,negative
5.041,negative
6.782,negative
32.8759,negative
13.161,negative
1.9633,negative
85.6181,negative
65.121,negative
27.2483,negative
64.1895,negative
8.5086,negative
8.37,negative
0.926,negative
0.809,negative
8.897,negative
1.845,negative
13.107,negative
17.504,negative
5.341,negative
7.4932,negative
26.7377,negative
4.672,negative
28.2924,negative
0.686,negative
29.8,negative
9.087,negative
0.1809,negative
72.219,negative
9.317,negative
1.858,negative
47.069,negative
5.1208,negative
2.643,negative
22.6203,negative
6.511,negative
42.603,negative
19.2595,negative
2.7837,negative
26.9644,negative
40.759,negative
46.9385,negative
4.5385,negative
3.029,negative
59.2812,negative
78.655,negative
15.8283,negative
9.8881,negative
3.298,negative
5.955,negative
8.74,negative
9.1405,negative
10.8918,negative
76.3636,negative
5.442,negative
30.3774,negative
3.759,negative
7.356,negative
36.8492,negative
60.1912,negative
79.2185,negative
1.666,negative
22.004,negative
17.2362,negative
34.256,negative
24.006,negative
43.5269,negative
4.336,negative
2.6004,negative
4.861,negative
31.4456,negative
28.2901,negative
6.749,negative
18.374,negative
19.3207,negative
8.222,negative
16.0581,negative
65.1564,negative
32.8778,negative
9.527,negative
5.7787,negative
37.395,negative
60.8194,negative
44.9163,negative
35.043,negative
48.5785,negative
6.37,negative
68.8859,negative
2e-04,negative
9.5272,negative
8.916,negative
15.0058,negative
34.427,negative
3.194,negative
28.4935,negative
4.76,negative
3.332,negative
4.1613,negative
8.105,negative
11.2562,negative
83.3232,negative
31.3698,negative
7.282,negative
8.368,negative
63.6689,negative
5.1421,negative
0.762,negative
9.197,negative
1.267,negative
22.799,negative
6.753,negative
18.0829,negative
15.9453,negative
25.123,negative
38.769,negative
0.429,negative
8.4866,negative
13.753,negative
18.905,negative
3.991,negative
49.0315,negative
6.83,negative
11.052,negative
1.124,negative
11.386,negative
15.494,negative
0.368,negative
62.804,negative
18.2815,negative
21.088,negative
1.987,negative
31.567,negative
8.553,negative
2.0777,negative
52.3517,negative
84.0563,negative
7.2523,negative
12.0537,negative
9.282,negative
19.9604,negative
1.9109,negative
11.572,negative
3.9171,negative
1.679,negative
12.615,negative
37.207,negative
2.4536,negative
26.735,negative
55.1534,negative
16.189,negative
6.8092,negative
6.377,negative
4.5456,negative
2e-04,negative
8.824,negative
12.275,negative
25.831,negative
46.255,negative
2.889,negative
8.966,negative
87.9282,negative
48.126,negative
2.85,negative
0.0339,negative
86.9663,negative
21.151,negative
3.9652,negative
8.229,negative
49.895,negative
8.728,negative
5.278,negative
2e-04,negative
8.4716,negative
20.91,negative
1.14,negative
77.9057,negative
82.1398,negative
0.839,negative
10.5692,negative
9.66,negative
7.553,negative
15.939,negative
1.92,negative
60.281,negative
3.804,negative
9.1817,negative
5.057,negative
4.71,negative
19.914,negative
4.3673,negative
9.4498,negative
20.6971,negative
14.1769,negative
1.4057,negative
43.188,negative
12.9854,negative
24.9379,negative
20.7695,negative
43.507,negative
37.2203,negative
3.663,negative
0.772,negative
40.71,negative
0.775,negative
12.071,negative
68.723,negative
0.035,negative
29.8189,negative
3.6166,negative
5.984,negative
4.4858,negative
4.049,negative
0.129,negative
15.405,negative
1.1614,negative
47.2489,negative
10.5327,negative
2.525,negative
27.4131,negative
1.464,negative
1.798,negative
1.0099,negative
17.384,negative
3.901,negative
18.299,negative
74.228,negative
1.809,negative
35.5121,negative
12.7719,negative
8.146,negative
5.854,negative
2.9498,negative
20.5917,negative
55.1338,negative
54.648,negative
1.421,negative
0.9268,negative
42.499,negative
27.1412,negative
0.6137,negative
4.575,negative
18.49,negative
3.9773,negative
4.1125,negative
3.7819,negative
4.067,negative
10.85,negative
46.942,negative
2.2974,negative
19.6508,negative
4.486,negative
4.141,negative
4.305,negative
7.913,negative
7.346,negative
11.7059,negative
5.3168,negative
23.468,negative
1.9962,negative
11.546,negative
28.986,negative
46.1416,negative
7.468,negative
16.026,negative
7.116,negative
57.0274,negative
20.8552,negative
39.912,negative
2.7219,negative
38.883,negative
7.6551,negative
13.183,negative
52.052,negative
0.3185,negative
11.423,negative
6.235,negative
0.239,negative
34.4518,negative
2.232,negative
0.408,negative
4.0681,negative
13.114,negative
4.86,negative
0.517,negative
9.4872,negative
8.8581,negative
0.966,negative
10.434,negative
1.1204,negative
5.529,negative
39.323,negative
4.116,negative
3.0108,negative
10.617,negative
2.5791,negative
7.6688,negative
20.1371,negative
17.637,negative
2.896,negative
2.231,negative
3.783,negative
18.15,negative
4.383,negative
5.941,negative
1.714,negative
47.6489,negative
32.8826,negative
81.7865,negative
65.696,negative
7.4337,negative
13.0647,negative
22.3356,negative
36.997,negative
39.096,negative
27.762,negative
32.599,negative
10.7918,negative
1.9453,negative
26.265,negative
2.312,negative
26.508,negative
72.171,negative
14.3447,negative
12.5618,negative
3.0836,negative
10.772,negative
0.296,negative
59.809,negative
19.8988,negative
32.911,negative
18.51,negative
0.505,negative
62.628,negative
28.615,negative
0.8832,negative
24.726,negative
60.3897,negative
79.849,negative
33.8273,negative
3.4411,negative
59.259,negative
54.418,negative
8.8829,negative
0.964,negative
57.6026,negative
21.8522,negative
11.987,negative
6.668,negative
40.964,negative
1.9149,negative
15.2584,negative
11.5856,negative
65.186,negative
3.237,negative
22.7661,negative
26.162,negative
45.867,negative
28.3058,negative
17.677,negative
3.363,negative
5.397,negative
18.4507,negative
4.6353,negative
1.203,negative
89.6251,negative
2.183,negative
22.582,negative
2.8361,negative
1.3687,negative
2.4723,negative
3.0127,negative
24.9539,negative
6.4139,negative
1.494,negative
10.5101,negative
8.9398,negative
7.4414,negative
64.0988,negative
5.0683,negative
41.4223,negative
54.494,negative
7.926,negative
9.2874,negative
4.232,negative
20.9345,negative
1.0326,negative
11.4878,negative
27.242,negative
28.704,negative
66.476,negative
80.2965,negative
2.627,negative
0.019,negative
6.853,negative
5.6137,negative
43.485,negative
63.186,negative
46.5411,negative
50.6061,negative
40.3261,negative
1.653,negative
0.965,negative
6.909,negative
0.9875,negative
15.4262,negative
48.0394,negative
2.089,negative
28.966,negative
11.48,negative
43.616,negative
4.7018,negative
0.847,negative
0.6014,negative
5.2729,negative
2.7714,negative
82.7575,negative
8.982,negative
0.5754,negative
9.025,negative
24.1247,negative
8.1236,negative
5.178,negative
3.4161,negative
21.4331,negative
0.3246,negative
25.801,negative
5.0435,negative
0.588,negative
6.984,negative
0.3713,negative
78.7388,negative
24.765,negative
1.3685,negative
2.5305,negative
3.207,negative
20.0713,negative
1.5993,negative
5.722,negative
4.185,negative
51.7326,negative
0.2526,negative
5.923,negative
15.6293,negative
80.5999,negative
13.1409,negative
5.325,negative
15.1333,negative
37.04,negative
3.859,negative
36.709,negative
5.0549,negative
0.111,negative
14.111,negative
0.8095,negative
10.0169,negative
21.8775,negative
0.428,negative
3.431,negative
11.6582,negative
3.3145,negative
24.0178,negative
41.4708,negative
3.9389,negative
39.212,negative
19.736,negative
39.2421,negative
6.9178,negative
41.747,negative
4.411,negative
11.6166,negative
79.873,negative
12.513,negative
1.7685,negative
40.633,negative
2.625,negative
79.211,negative
8.079,negative
1.0271,negative
13.222,negative
1.473,negative
0.535,negative
58.1539,negative
68.3548,negative
1.892,negative
9.0521,negative
2.9754,negative
4.6729,negative
21.5205,negative
9.632,negative
3e-04,negative
8.9282,negative
3.2824,negative
55.8846,negative
5.7324,negative
19.7637,negative
27.897,negative
6.024,negative
1.171,negative
87.9981,negative
0.9488,negative
49.156,negative
4.31,negative
11.6322,negative
3.2,negative
15.0466,negative
3.888,negative
45.432,negative
0.4888,negative
10.005,negative
1.0329,negative
74.7762,negative
43.0747,negative
13.8912,negative
47.1879,negative
2.0523,negative
90,negative
0.2638,negative
1.9066,negative
4.4105,negative
5.4254,negative
3.4725,negative
6.6579,negative
87.3998,negative
5.8146,negative
39.1621,negative
1.0274,negative
43.301,negative
1.5306,negative
0.759,negative
6.463,negative
7.0281,negative
11.5544,negative
9.1118,negative
9.83,negative
2.2185,negative
27.156,negative
66.0433,negative
8.897,negative
47.561,negative
3.7435,negative
30.7414,negative
10.117,negative
25.4615,negative
28.2602,negative
25.6011,negative
4.761,negative
17.599,negative
0.568,negative
59.64,negative
10.2801,negative
17.368,negative
3.9228,negative
0.546,negative
8.357,negative
32.125,negative
6.4966,negative
24.1697,negative
0.505,negative
3.636,negative
1.548,negative
5.007,negative
4.823,negative
11.7327,negative
35.1981,negative
5.917,negative
44.832,negative
0.064,negative
0.2853,negative
21.104,negative
11.1493,negative
7.4935,negative
4.456,negative
31.0894,negative
54.213,negative
81.919,negative
3.325,negative
1.2986,negative
11.7369,negative
4.725,negative
2.231,negative
3.686,negative
13.0541,negative
12.8796,negative
11.0895,negative
11.4507,negative
7.5782,negative
5.9878,negative
37.8821,negative
5.719,negative
18.272,negative
3.3842,negative
3.596,negative
3.6015,negative
54.137,negative
2.211,negative
7.672,negative
11.359,negative
9.826,negative
4.9034,negative
11.412,negative
10.4413,negative
20.144,negative
3.7849,negative
7.21,negative
5.7179,negative
18.606,negative
1.2024,negative
6.013,negative
31.366,negative
1.1222,negative
0.5058,negative
23.9718,negative
82.1614,negative
23.675,negative
1.627,negative
13.039,negative
17.1919,negative
4.728,negative
5.3643,negative
0.653,negative
5.9093,negative
20.7634,negative
23.5485,negative
9.5917,negative
5.538,negative
78.901,negative
14.071,negative
10.241,negative
16.9157,negative
50.497,negative
3.616,negative
19.01,negative
14.432,negative
23.7956,negative
12.219,negative
73.163,negative
22.9622,negative
2.843,negative
10.619,negative
2.259,negative
3.732,negative
10.6379,negative
8.758,negative
1.0024,negative
2.0464,negative
10.3786,negative
18.364,negative
0.358,negative
77.4,negative
59.415,negative
14.16,negative
7.327,negative
10.089,negative
6.638,negative
9.1708,negative
14.244,negative
4.1447,negative
1.3614,negative
7.5064,negative
45.725,negative
43.174,negative
26.6481,negative
7.966,negative
39.6495,negative
2.992,negative
0.2581,negative
2.474,negative
5.902,negative
11.081,negative
9.768,negative
28.0147,negative
7.1086,negative
4.714,negative
5.614,negative
10.796,negative
73.975,negative
1.7722,negative
13.2921,negative
0.675,negative
42.753,negative
8.2868,negative
36.3007,negative
10.865,negative
16.393,negative
12.164,negative
67.9698,negative
8.648,negative
2.397,negative
9.189,negative
88.4189,negative
80.2386,negative
3.2776,negative
5.401,negative
17.516,negative
0,negative
38.1238,negative
56.5174,negative
22.438,negative
26.988,negative
26.9489,negative
26.193,negative
13.759,negative
20.531,negative
3.777,negative
6.083,negative
7.803,negative
8.2167,negative
7.444,negative
4.151,negative
2.011,negative
4.074,negative
32.932,negative
2.288,negative
0.83,negative
52.3737,negative
0.32,negative
4.712,negative
1.0421,negative
4.787,negative
3.6905,negative
1.1725,negative
0.636,negative
16.6,negative
9.6812,negative
53.7221,negative
18.587,negative
45.538,negative
0.1562,negative
4.0456,negative
0.4193,negative
70.729,negative
0.0791,negative
9.308,negative
18.895,negative
15.737,negative
1.5398,negative
1.5901,negative
5.0486,negative
12.2232,negative
0.864,negative
47.2668,negative
17.3992,negative
1.74,negative
51.965,negative
11.6063,negative
32.761,negative
30.645,negative
10.977,negative
1.202,negative
4.961,negative
21.9904,negative
58.144,negative
4.3,negative
1.2333,negative
1.5131,negative
3.0657,negative
2.83,negative
24.9416,negative
74.796,negative
0.8728,negative
17.6252,negative
20.4225,negative
13.1194,negative
24.413,negative
4.797,negative
8.065,negative
6.3446,negative
69.125,negative
18.3524,negative
0.5897,negative
24.826,negative
28.8406,negative
11.9691,negative
79.7945,negative
1.1657,negative
2.407,negative
24.5664,negative
3.5,negative
6.383,negative
20.13,negative
68.6708,negative
82.7705,negative
12.206,negative
3.9656,negative
0.3194,negative
86.2162,negative
7.4814,negative
8.78,negative
8.3002,negative
77.1591,negative
64.525,negative
11.804,negative
