Day_Mins,Day_Charge,Eve_Charge,Intl_Mins,Intl_Charge,CustServ_Calls,Class
173.4,29.48,18.16,11.5,3.11,1,negative
237.7,40.41,17.6,4.5,1.22,0,negative
225.9,38.4,13.84,10.1,2.73,1,negative
173,29.41,17.8,12.2,3.29,0,negative
224.9,38.23,12.22,8,2.16,0,negative
237.7,40.41,15.43,7.7,2.08,1,negative
137,23.29,18.45,10,2.7,2,negative
142.5,24.23,14.97,8.2,2.21,2,negative
142.4,24.21,10.73,4.6,1.24,1,negative
147,24.99,16.77,8.7,2.35,2,negative
220.3,37.45,16.03,10.6,2.86,1,negative
149.2,25.36,22.16,8.1,2.19,1,negative
204.4,34.75,11.69,10,2.7,0,negative
216.8,36.86,17.62,5.6,1.51,1,negative
308,52.36,21.06,7.4,2,1,negative
58,9.86,5.74,11.5,3.11,0,negative
173.2,29.44,20.08,11.8,3.19,2,negative
210.3,35.75,20.55,13.1,3.54,4,negative
58.9,10.01,25.97,12.1,3.27,0,negative
236.8,40.26,14.2,9.7,2.62,3,negative
228.9,38.91,13.66,12.5,3.38,0,negative
90,15.3,23.49,8.6,2.32,2,positive
146.7,24.94,9.03,11.1,3,2,negative
237.3,40.34,13.09,11.2,3.02,1,negative
162.8,27.68,19.52,13.6,3.67,0,positive
186.9,31.77,21.79,8.9,2.4,1,negative
86.1,14.64,22.08,9.1,2.46,2,negative
212.3,36.09,18.31,11.3,3.05,2,negative
151,25.67,10.25,9.2,2.48,2,negative
158.6,26.96,11.08,6.9,1.86,2,negative
296,50.32,19.24,12.3,3.32,0,positive
212.3,36.09,21.38,6.6,1.78,3,negative
234.4,39.85,15.24,10.4,2.81,3,negative
176.8,30.06,15.94,6.5,1.76,2,negative
157.3,26.74,21.9,9.6,2.59,0,negative
146.6,24.92,14.69,10,2.7,1,negative
260.5,44.29,8.7,9.8,2.65,1,negative
146.1,24.84,23.58,6.2,1.67,1,negative
124.5,21.17,12,11.4,3.08,2,positive
209.4,35.6,20.18,9.8,2.65,1,negative
285.7,48.57,14.24,8.7,2.35,1,positive
190.9,32.45,13.72,8.4,2.27,1,negative
144.4,24.55,22.49,9.9,2.67,1,negative
208.8,35.5,11.3,11.1,3,2,negative
77.6,13.19,17.6,10.9,2.94,1,negative
271.1,46.09,20.18,8.4,2.27,1,positive
240.8,40.94,12.28,11.6,3.13,0,negative
114.8,19.52,16.37,12.2,3.29,0,negative
138.8,23.6,12.07,11.8,3.19,1,negative
209.8,35.67,13.18,7.2,1.94,0,negative
134.9,22.93,21.11,14.7,3.97,3,negative
164,27.88,13.01,6.4,1.73,0,negative
245.5,41.74,16.38,9.1,2.46,1,negative
80.3,13.65,16.99,16.6,4.48,0,negative
90.7,15.42,17.64,5.6,1.51,2,negative
190.3,32.35,21.81,3.8,1.03,1,negative
108.6,18.46,17.84,7.9,2.13,1,positive
89.8,15.27,19.82,9.3,2.51,4,positive
252.4,42.91,15.96,10,2.7,2,negative
183.4,31.18,22.87,6.7,1.81,5,negative
183.4,31.18,12.06,10.4,2.81,2,negative
155.2,26.38,11.55,3.8,1.03,3,negative
165.8,28.19,15.89,0,0,1,negative
209.4,35.6,23.27,12.8,3.46,0,negative
279.3,47.48,17.14,7.9,2.13,2,positive
174.1,29.6,8.42,7.7,2.08,2,negative
175.7,29.87,15.69,9.1,2.46,2,negative
256.5,43.61,18.88,13,3.51,1,negative
170.2,28.93,15.94,4.3,1.16,0,negative
139.6,23.73,21.27,10.8,2.92,1,negative
208.8,35.5,12.08,12.5,3.38,4,negative
210.1,35.72,21.16,14.4,3.89,4,negative
113.6,19.31,13.48,10.5,2.84,2,negative
202.6,34.44,13.86,8.3,2.24,0,negative
174.4,29.65,22.59,0,0,4,negative
210.6,35.8,13.96,9.4,2.54,0,negative
121.5,20.66,21.51,10.7,2.89,1,negative
127.8,21.73,15.44,15.9,4.29,2,negative
135.2,22.98,20.57,10.2,2.75,2,negative
99.4,16.9,23.38,16.7,4.51,2,negative
276.9,47.07,20.99,10.3,2.78,1,positive
163.4,27.78,20.41,11.6,3.13,2,positive
287.4,48.86,20,5,1.35,4,positive
120.5,20.49,19.36,10.2,2.75,1,negative
184.1,31.3,17.42,9.8,2.65,2,negative
185,31.45,19.76,14.9,4.02,3,negative
160.9,27.35,12.26,12.9,3.48,1,negative
207.6,35.29,21.39,10.9,2.94,2,negative
209.2,35.56,0,11.8,3.19,1,negative
158.4,26.93,26.06,2.1,0.57,1,negative
149,25.33,11.14,8.6,2.32,2,positive
204.5,34.77,17.75,9.8,2.65,0,negative
288.8,49.1,14.95,9.5,2.57,0,positive
108.6,18.46,17.54,13.4,3.62,0,negative
97.5,16.58,22.13,7,1.89,1,negative
166.5,28.31,22.19,13.3,3.59,0,negative
156.2,26.55,7.65,7.3,1.97,1,negative
225.2,38.28,21.83,11.5,3.11,4,negative
287.4,48.86,22.07,10,2.7,1,positive
175.3,29.8,20.51,7.8,2.11,0,negative
102.1,17.36,18.66,9.8,2.65,0,negative
157.9,26.84,22.07,14,3.78,0,negative
146.5,24.91,20.94,4.1,1.11,1,negative
245.8,41.79,24.37,9,2.43,1,positive
177.7,30.21,18.33,10.5,2.84,1,negative
250.8,42.64,12.96,10,2.7,2,negative
117.8,20.03,16.93,11.8,3.19,0,positive
119.7,20.35,16.12,12.9,3.48,2,negative
242.2,41.17,19.22,8.2,2.21,5,positive
163.4,27.78,21.19,9.8,2.65,7,negative
161,27.37,17.68,8.4,2.27,3,negative
128.7,21.88,14.41,10.3,2.78,1,negative
81.6,13.87,22.79,8.6,2.32,1,negative
207.7,35.31,16.97,7.3,1.97,1,negative
128.6,21.86,18.38,6.3,1.7,6,positive
233.3,39.66,17.83,9.1,2.46,1,negative
182.1,30.96,11.47,10,2.7,5,positive
168,28.56,13.87,8,2.16,6,positive
251.6,42.77,14.88,5.4,1.46,1,negative
183.8,31.25,15.59,11.6,3.13,0,negative
256.4,43.59,18.23,7.9,2.13,3,positive
180.2,30.63,8.3,8.4,2.27,1,negative
227.8,38.73,13.75,8,2.16,1,negative
147.8,25.13,23.53,10.2,2.75,0,negative
234.9,39.93,23.02,13.9,3.75,1,positive
110.9,18.85,18.14,7.9,2.13,2,negative
124.5,21.17,19.69,6.4,1.73,1,negative
233.5,39.7,15.95,9.6,2.59,0,positive
197.3,33.54,11.99,10.1,2.73,2,positive
58.2,9.89,17.18,10.4,2.81,0,negative
212.7,36.16,19.14,7,1.89,1,negative
151.5,25.76,11.19,11.8,3.19,0,negative
146.3,24.87,18.59,11.5,3.11,1,negative
195.1,33.17,12.65,6.7,1.81,0,negative
208.9,35.51,18.26,13,3.51,1,negative
135.7,23.07,17.71,8.8,2.38,7,positive
225.9,38.4,23.43,14.3,3.86,3,positive
122.2,20.77,14.21,9.7,2.62,1,negative
153.3,26.06,19.08,8.9,2.4,2,negative
214,36.38,16.35,7.9,2.13,1,negative
194.8,33.12,14.21,10.8,2.92,1,negative
206.7,35.14,23.89,11,2.97,3,negative
188,31.96,12.86,10.5,2.84,2,negative
122.3,20.79,10.1,13.7,3.7,3,positive
259.3,44.08,14.89,12,3.24,3,negative
115.1,19.57,17.96,13.8,3.73,2,positive
172.9,29.39,11.7,8.3,2.24,1,negative
156.4,26.59,11.08,7.3,1.97,1,negative
128.1,21.78,12.19,11.6,3.13,1,negative
196.6,33.42,14.47,12.5,3.38,1,negative
227.9,38.74,25.72,5.5,1.49,1,positive
194.9,33.13,16.29,13.2,3.56,2,negative
44.9,7.63,11.41,13.3,3.59,1,negative
262.8,44.68,18.34,7.8,2.11,0,negative
211.2,35.9,21.48,12.3,3.32,0,negative
204,34.68,19.13,9.6,2.59,1,negative
223.2,37.94,10.84,14.5,3.92,3,negative
119,20.23,15.94,11.5,3.11,1,negative
266.1,45.24,19.14,8.9,2.4,3,positive
134.4,22.85,12.95,9.4,2.54,1,negative
171.1,29.09,21.86,16.2,4.37,1,negative
170.5,28.99,21.62,10.5,2.84,2,negative
178.5,30.35,12.49,9.9,2.67,1,negative
205.2,34.88,13.16,14.1,3.81,3,negative
232.8,39.58,15.6,13,3.51,0,negative
239.9,40.78,21.57,6.7,1.81,5,negative
55.6,9.45,24.54,12.1,3.27,2,negative
153.5,26.1,20.56,10.6,2.86,1,negative
109.8,18.67,16.12,11.1,3,1,negative
196.1,33.34,15.77,5.2,1.4,2,negative
166.8,28.36,12.2,11.8,3.19,0,negative
113.2,19.24,22.94,7.1,1.92,2,negative
203,34.51,12.83,14.6,3.94,1,negative
242.8,41.28,19.9,6,1.62,5,negative
156.5,26.61,11.92,12.2,3.29,2,negative
266.7,45.34,13.45,13.8,3.73,3,positive
182,30.94,18.37,9.8,2.65,1,negative
85.9,14.6,16.48,10.1,2.73,0,negative
146.6,24.92,9.76,2.9,0.78,0,negative
110.5,18.79,17.71,13.9,3.75,4,positive
118.6,20.16,16.97,11.5,3.11,1,negative
197.6,33.59,6.8,15.6,4.21,2,negative
210.3,35.75,16.34,10.8,2.92,6,negative
220.3,37.45,24.29,9.4,2.54,4,negative
150,25.5,19.75,12.5,3.38,1,negative
161.7,27.49,17.65,9.2,2.48,0,negative
191.4,32.54,14.23,14,3.78,3,negative
146.7,24.94,12.61,12.5,3.38,3,negative
109.4,18.6,8.61,7.8,2.11,1,negative
144.1,24.5,21.23,13.6,3.67,1,negative
248.9,42.31,14.52,11.2,3.02,1,negative
85.7,14.57,18.84,11.6,3.13,4,positive
214.8,36.52,17.82,9.4,2.54,3,negative
158.9,27.01,20.64,6.5,1.76,0,negative
110,18.7,12.03,6.4,1.73,2,negative
152.8,25.98,15.61,10.5,2.84,1,negative
145.6,24.75,16.75,10.5,2.84,0,negative
93.3,15.86,16.97,6.5,1.76,0,negative
216.8,36.86,15.96,8.3,2.24,0,negative
201.9,34.32,13.15,9,2.43,1,negative
146.4,24.89,19.13,8.5,2.3,1,negative
272.7,46.36,19.12,10.5,2.84,2,positive
18.9,3.21,21.96,14.8,4,1,negative
172.8,29.38,16.44,12.8,3.46,2,negative
190.2,32.33,13.35,14,3.78,0,negative
130.6,22.2,17.69,15.6,4.21,3,negative
158.4,26.93,15.98,13.5,3.65,4,positive
166.5,28.31,20.08,15.6,4.21,1,negative
129.3,21.98,17.24,12.9,3.48,2,negative
199.3,33.88,16.44,7,1.89,0,negative
185.1,31.47,19.81,9.1,2.46,0,negative
175.4,29.82,16.78,9.7,2.62,2,negative
263.4,44.78,12.91,10.7,2.89,2,negative
94.2,16.01,22.45,7.3,1.97,1,negative
189.4,32.2,18.62,7.1,1.92,3,negative
118,20.06,14.21,11.8,3.19,2,negative
212.1,36.06,16.1,8.4,2.27,3,negative
222,37.74,15.9,12.4,3.35,2,negative
222.8,37.88,15.34,13,3.51,0,negative
190,32.3,9.91,12.2,3.29,1,negative
271.8,46.21,20.16,8.7,2.35,4,positive
195.4,33.22,22.8,8.4,2.27,3,negative
199.6,33.93,18.22,7.2,1.94,3,negative
100,17,14.75,10.1,2.73,0,negative
160.6,27.3,18.96,9.5,2.57,2,negative
158.7,26.98,13.64,9.9,2.67,1,negative
154.5,26.27,18.21,12,3.24,3,positive
192.3,32.69,10.99,6.3,1.7,1,negative
305.1,51.87,15.98,8.5,2.3,0,positive
193,32.81,13.06,7.4,2,2,negative
72.5,12.33,17.34,6.6,1.78,1,negative
105.2,17.88,29.01,6.3,1.7,2,negative
180.5,30.69,11.45,10,2.7,2,negative
214.7,36.5,26.72,14.3,3.86,0,negative
86.8,14.76,9.19,13.2,3.56,1,negative
131.5,22.36,14.86,7.9,2.13,5,positive
135.4,23.02,20.15,17.5,4.73,0,negative
174.3,29.63,21.6,5.9,1.59,6,negative
203.9,34.66,16.3,12.1,3.27,3,negative
235.5,40.04,12.1,12.5,3.38,0,negative
157,26.69,21.84,12.1,3.27,2,negative
111.9,19.02,18.96,10,2.7,3,negative
236.3,40.17,12.99,11.2,3.02,3,negative
163.6,27.81,24.09,8.6,2.32,0,negative
213.6,36.31,14.95,8.9,2.4,1,negative
143.4,24.38,14.45,9.4,2.54,3,negative
78.3,13.31,16.85,12.1,3.27,1,negative
97.1,16.51,19.38,10.6,2.86,1,negative
94.1,16,12.55,10.1,2.73,0,negative
226.3,38.47,23.32,8.2,2.21,2,positive
133.8,22.75,13.5,10.5,2.84,1,negative
190.3,32.35,21.17,10.6,2.86,1,negative
294.9,50.13,14.08,9.8,2.65,3,negative
185.4,31.52,16.27,10,2.7,2,negative
179.5,30.52,16.31,12,3.24,0,negative
158,26.86,17.67,10.1,2.73,0,negative
173,29.41,16.18,10.4,2.81,0,negative
134.2,22.81,18.01,8.2,2.21,1,negative
125.2,21.28,19.63,12.6,3.4,3,negative
195.9,33.3,19.3,13.2,3.56,2,negative
214.2,36.41,15.4,10.3,2.78,0,negative
221.1,37.59,20.12,9.5,2.57,0,negative
132,22.44,14.73,11.6,3.13,1,negative
157.6,26.79,16.86,9.1,2.46,1,negative
110.3,18.75,15.5,11,2.97,2,negative
161.5,27.46,16.4,11.2,3.02,0,negative
171.8,29.21,20.46,10.6,2.86,1,negative
211,35.87,13.18,11.4,3.08,1,negative
139.3,23.68,16.35,9.3,2.51,7,positive
291.6,49.57,18.79,14,3.78,2,positive
139,23.63,11.3,12.1,3.27,0,negative
234.8,39.92,16.93,10,2.7,4,negative
187.6,31.89,17.12,8.8,2.38,1,negative
159.8,27.17,17.86,13.1,3.54,2,negative
177.1,30.11,16.49,5.2,1.4,1,negative
117.9,20.04,13.63,11.4,3.08,0,negative
247.6,42.09,21.79,10.8,2.92,2,negative
169.9,28.88,11.76,8.5,2.3,1,negative
185,31.45,17.31,14.1,3.81,3,negative
204.9,34.83,17.09,11.3,3.05,0,negative
225.5,38.34,15.47,9.4,2.54,3,negative
169.7,28.85,12.02,10.5,2.84,4,positive
239.3,40.68,18.99,10.6,2.86,0,negative
113.3,19.26,16.82,11.7,3.16,4,positive
161.9,27.52,19.56,10.2,2.75,3,negative
133.3,22.66,15.78,5.6,1.51,2,negative
170.7,29.02,9.34,8.7,2.35,3,negative
189.7,32.25,13.27,8.3,2.24,5,negative
322.3,54.79,19.58,7.8,2.11,2,positive
124.4,21.15,27.28,10.4,2.81,2,negative
146.9,24.97,9.72,11.4,3.08,3,negative
192.6,32.74,17.54,10.8,2.92,1,negative
96.3,16.37,15.27,10.3,2.78,1,negative
131.9,22.42,14.25,14.7,3.97,3,negative
147.2,25.02,14.89,13.3,3.59,2,negative
143.1,24.33,20.37,7.1,1.92,2,negative
280.4,47.67,15.25,15.2,4.1,5,negative
237.2,40.32,18.11,10.7,2.89,1,negative
184.2,31.31,15.44,12.8,3.46,2,negative
109.1,18.55,15.9,10,2.7,3,negative
138.1,23.48,13.45,10.3,2.78,5,positive
186.8,31.76,17.65,8.8,2.38,3,negative
155.4,26.42,24.73,13.9,3.75,1,negative
245.3,41.7,10.45,8.5,2.3,4,negative
205.9,35,23.58,11,2.97,0,positive
207.2,35.22,18.2,11.9,3.21,1,negative
151.5,25.76,21.14,10.7,2.89,2,negative
221.9,37.72,23.65,7.1,1.92,0,positive
190,32.3,20.96,9.5,2.57,1,negative
220.8,37.54,13.28,10.5,2.84,2,negative
173.7,29.53,17.34,6.3,1.7,2,negative
114.8,19.52,12.75,9.6,2.59,2,negative
113.8,19.35,16.35,10.4,2.81,3,negative
143.2,24.34,15.26,6.2,1.67,4,positive
184.4,31.35,17.32,9.3,2.51,3,negative
227.4,38.66,21.08,7.8,2.11,1,negative
224,38.08,17.91,2.1,0.57,0,negative
216.2,36.75,15.78,10,2.7,2,negative
129.9,22.08,19.56,13.3,3.59,0,negative
230.1,39.12,24.45,6.9,1.86,2,negative
204.4,34.75,23.22,11,2.97,1,negative
216.6,36.82,14.71,9.1,2.46,1,negative
247.5,42.08,19.16,10.2,2.75,2,positive
228.1,38.78,11.59,9,2.43,1,negative
225.9,38.4,25.42,11.2,3.02,1,positive
103.5,17.6,10.02,12,3.24,4,positive
115.5,19.64,21.44,7.5,2.03,0,negative
218.8,37.2,12.61,9.7,2.62,1,negative
223.8,38.05,20.81,12.3,3.32,3,negative
143.8,24.45,15.64,12.9,3.48,3,negative
29.9,5.08,10.97,8.6,2.32,2,negative
276.7,47.04,17.31,8.3,2.24,0,negative
141.4,24.04,12.44,8.1,2.19,0,negative
153.9,26.16,11.96,12.8,3.46,1,negative
190.5,32.39,17.47,13.8,3.73,0,negative
192.6,32.74,15.21,9.4,2.54,1,negative
151.8,25.81,8.81,12.2,3.29,1,negative
215.6,36.65,16.4,10.1,2.73,5,negative
180,30.6,19.47,7.8,2.11,3,negative
157.3,26.74,16.79,8.4,2.27,2,negative
196.5,33.41,13.48,6.8,1.84,0,negative
240.3,40.85,13.81,11.9,3.21,0,negative
193.3,32.86,13.15,9.4,2.54,3,negative
211.9,36.02,23.32,5.4,1.46,1,negative
218.7,37.18,13.23,8.2,2.21,1,negative
246.8,41.96,17.54,13.2,3.56,0,positive
174.7,29.7,12.58,15.8,4.27,6,positive
240,40.8,11.4,9.3,2.51,0,positive
181.2,30.8,15.1,5,1.35,2,negative
113.7,19.33,14.03,10.8,2.92,1,negative
174.7,29.7,13.65,13.4,3.62,0,negative
211.1,35.89,19,9.7,2.62,2,negative
169.3,28.78,15.18,12.2,3.29,1,negative
247.4,42.06,14.95,11.3,3.05,0,negative
131.2,22.3,19.33,12.8,3.46,2,negative
161.4,27.44,13.91,11.8,3.19,1,negative
107.2,18.22,7.38,9.7,2.62,1,negative
211.9,36.02,17.25,8.8,2.38,1,negative
160.4,27.27,24.3,6.9,1.86,3,negative
230.7,39.22,21.83,6.4,1.73,1,negative
232.6,39.54,21.54,10.5,2.84,1,negative
294.7,50.1,25.04,10.8,2.92,1,positive
133.4,22.68,19.03,10.2,2.75,1,negative
306.2,52.05,16.12,11.7,3.16,0,negative
236.8,40.26,15.84,10.4,2.81,2,negative
125.7,21.37,23.45,14.2,3.83,3,positive
168.4,28.63,23.46,11.4,3.08,1,negative
70.9,12.05,11.43,12,3.24,2,negative
105,17.85,10.35,3.7,1,0,negative
152.1,25.86,18.32,12,3.24,1,negative
180.9,30.75,16.57,8.8,2.38,3,negative
156.6,26.62,13.73,9.4,2.54,1,negative
180.5,30.69,19.05,2.4,0.65,0,negative
238.8,40.6,19.55,13.2,3.56,1,negative
182.1,30.96,18.16,13.4,3.62,2,negative
139.6,23.73,28.29,8.8,2.38,2,negative
200.3,34.05,21.56,10.2,2.75,0,negative
153.5,26.1,21.39,8.5,2.3,1,negative
128.2,21.79,14.59,11.7,3.16,3,negative
159.5,27.12,17.2,16.7,4.51,2,negative
226.4,38.49,23.53,12.3,3.32,3,positive
251.9,42.82,16.54,8.4,2.27,2,negative
264.5,44.97,16.49,7.5,2.03,2,positive
153.7,26.13,16.03,10.7,2.89,0,negative
232.1,39.46,17.92,15,4.05,5,negative
201.9,34.32,18.05,7.8,2.11,1,negative
186.9,31.77,15.52,4.2,1.13,1,negative
196.6,33.42,15.35,6.6,1.78,1,negative
232.1,39.46,14.3,9.9,2.67,1,negative
166,28.22,6.34,6.3,1.7,0,negative
200.6,34.1,13.95,2.5,0.68,1,negative
141,23.97,18.02,4.9,1.32,3,negative
245,41.65,18.44,7.5,2.03,0,negative
140.8,23.94,19.43,10.9,2.94,1,negative
255.1,43.37,22.69,8.8,2.38,3,positive
125,21.25,20,10.2,2.75,2,negative
180.6,30.7,23.83,5,1.35,1,negative
248.7,42.28,14.65,11.3,3.05,1,positive
178.1,30.28,20.12,8.4,2.27,0,negative
122.2,20.77,11.19,10.3,2.78,5,positive
231.3,39.32,19.1,7.2,1.94,1,negative
111.2,18.9,10.38,12.6,3.4,3,negative
103.2,17.54,20.09,11.9,3.21,0,positive
138.4,23.53,13.51,3.9,1.05,4,positive
146.3,24.87,18.41,11.5,3.11,0,negative
206.3,35.07,20.49,11.7,3.16,0,negative
132,22.44,23.77,13.5,3.65,0,negative
274.6,46.68,13.69,9.2,2.48,2,negative
185.3,31.5,19.15,11.7,3.16,0,negative
154.8,26.32,15.06,9,2.43,1,negative
179.2,30.46,24.07,14.7,3.97,1,negative
286.2,48.65,15.91,11,2.97,2,positive
268,45.56,13.06,17,4.59,3,negative
137.5,23.38,16.84,13.3,3.59,2,negative
243,41.31,16.3,13.4,3.62,2,negative
134.9,22.93,18.83,15,4.05,1,negative
234.2,39.81,18.42,13.9,3.75,1,negative
175.1,29.77,14.61,7.3,1.97,1,negative
142.2,24.17,22.3,10.1,2.73,1,negative
132.4,22.51,17.03,6,1.62,2,negative
97.8,16.63,17.61,5.9,1.59,0,negative
266.9,45.37,19.52,11,2.97,3,positive
155.2,26.38,22.81,9.7,2.62,3,negative
200.2,34.03,20.82,8.8,2.38,1,negative
289.1,49.15,19.87,12.7,3.43,2,positive
198.4,33.73,21.21,10.5,2.84,1,negative
180.3,30.65,17.68,12.8,3.46,2,negative
86.3,14.67,20.29,12.5,3.38,2,negative
295,50.15,19.01,12.9,3.48,2,positive
240.9,40.95,14.23,14.7,3.97,3,negative
207.7,35.31,18.49,8,2.16,1,negative
128.5,21.85,13.91,0,0,1,negative
224.4,38.15,12.41,8.8,2.38,1,negative
164.9,28.03,10.75,10,2.7,2,negative
238,40.46,13.98,10.6,2.86,2,negative
231,39.27,18.9,8.3,2.24,2,negative
107.3,18.24,20.25,10,2.7,4,positive
185,31.45,15.51,5.1,1.38,1,negative
244.1,41.5,17.29,7.7,2.08,3,negative
238.4,40.53,20.95,12.4,3.35,3,negative
141.1,23.99,19.1,13.2,3.56,1,negative
158.1,26.88,9.79,11.8,3.19,0,negative
220.1,37.42,18.89,13.1,3.54,0,negative
199.5,33.92,11.48,10.9,2.94,4,positive
109.5,18.62,24.32,4.9,1.32,1,negative
187.2,31.82,9.75,13.2,3.56,1,negative
107.9,18.34,15.9,0,0,0,negative
172.1,29.26,19.01,13.9,3.75,1,positive
203.8,34.65,7.46,11.7,3.16,1,negative
160,27.2,18.3,9.1,2.46,0,negative
51.1,8.69,17.73,12.3,3.32,1,negative
227.7,38.71,14.45,11.7,3.16,1,negative
203.8,34.65,17.43,9,2.43,1,negative
241.7,41.09,14.09,11.3,3.05,1,negative
78.1,13.28,20.34,12.3,3.32,1,negative
187.8,31.93,12.68,11,2.97,2,negative
127.1,21.61,19.41,7.1,1.92,1,negative
280,47.6,17.19,10.4,2.81,0,positive
153.2,26.04,17.92,7.8,2.11,1,negative
137.1,23.31,13.23,11.5,3.11,2,negative
186.1,31.64,16.88,13.8,3.73,4,positive
224.1,38.1,20.3,11.5,3.11,2,negative
83.6,14.21,17.33,8.1,2.19,1,negative
203.9,34.66,19.89,17.8,4.81,4,negative
211.3,35.92,14.08,13.3,3.59,1,negative
219.4,37.3,19.18,12,3.24,4,negative
190.4,32.37,7.82,13.6,3.67,2,negative
147.7,25.11,24.08,6.9,1.86,2,negative
229.9,39.08,12.27,14.2,3.83,2,negative
102.8,17.48,12.21,10,2.7,1,negative
178.7,30.38,19.86,9.1,2.46,1,negative
148.5,25.25,9.73,6.5,1.76,0,negative
164.1,27.9,18.62,12.3,3.32,0,negative
197.2,33.52,16.02,7.8,2.11,1,negative
124.9,21.23,25.54,11.6,3.13,2,negative
115.4,19.62,17.84,15.9,4.29,3,negative
140,23.8,16.69,9.7,2.62,4,positive
193.9,32.96,7.23,13.2,3.56,3,negative
321.1,54.59,22.57,11.5,3.11,4,positive
118.4,20.13,21.19,13.6,3.67,5,positive
169.8,28.87,16.8,11.6,3.13,1,negative
193.4,32.88,9.94,9.3,2.51,2,negative
106.6,18.12,24.21,14.9,4.02,1,negative
134.7,22.9,16.12,11.8,3.19,2,negative
156.2,26.55,18.32,9.9,2.67,2,negative
231.1,39.29,13.04,9.6,2.59,3,negative
180.8,30.74,24.55,14.1,3.81,2,negative
213.8,36.35,13.57,5,1.35,2,negative
234.4,39.85,22.6,13.7,3.7,0,negative
