Day_Mins,Day_Charge,Eve_Mins,Eve_Charge,Night_Calls,Intl_Mins,Intl_Charge,CustServ_Calls,Class
175.6,29.85,238,20.23,103,10.2,2.75,1,negative
92.4,15.71,219,18.62,80,12.9,3.48,2,negative
92.8,15.78,159.6,13.57,115,8.8,2.38,1,negative
221.7,37.69,236.1,20.07,91,8,2.16,0,negative
159.6,27.13,276.8,23.53,65,8.8,2.38,0,negative
144.5,24.57,180.5,15.34,94,17,4.59,2,negative
159.1,27.05,202.5,17.21,96,11.5,3.11,2,negative
49.9,8.48,150.7,12.81,67,10.1,2.73,2,negative
116.9,19.87,232.4,19.75,112,11,2.97,0,negative
150,25.5,89.8,7.63,91,11.1,3,3,negative
254.4,43.25,159.3,13.54,94,6,1.62,1,negative
270.7,46.02,200.7,17.06,102,10.9,2.94,3,negative
207,35.19,173.8,14.77,61,12.1,3.27,1,negative
145.3,24.7,303.8,25.82,82,8.9,2.4,0,negative
230.7,39.22,233.8,19.87,90,13.5,3.65,3,negative
151.5,25.76,242.2,20.59,109,10.8,2.92,1,negative
146.1,24.84,196.2,16.68,110,9.2,2.48,0,negative
256,43.52,187.4,15.93,81,11.5,3.11,3,negative
200.2,34.03,244.4,20.77,97,11.6,3.13,3,negative
150.7,25.62,246.7,20.97,118,7,1.89,2,negative
186,31.62,66,5.61,105,12.9,3.48,1,negative
212.9,36.19,187,15.9,71,6.3,1.7,3,negative
194.8,33.12,213.4,18.14,92,11.5,3.11,0,negative
272.5,46.33,253,21.51,123,8.7,2.35,3,negative
135.1,22.97,205.2,17.44,119,11.7,3.16,1,negative
154.6,26.28,263,22.36,89,15.5,4.19,1,negative
230.5,39.19,265.8,22.59,69,10.6,2.86,5,negative
165.4,28.12,203.7,17.31,65,8.2,2.21,1,negative
143.3,24.36,230.7,19.61,91,7.8,2.11,4,positive
271.1,46.09,237,20.15,122,9.8,2.65,2,positive
253.5,43.1,117.9,10.02,104,14,3.78,0,negative
167.1,28.41,131.8,11.2,98,9.4,2.54,6,positive
168.3,28.61,87.6,7.45,87,8.4,2.27,1,negative
104.7,17.8,249.8,21.23,99,8.9,2.4,1,negative
135.4,23.02,238.1,20.24,102,10.6,2.86,1,negative
191.4,32.54,361.8,30.75,132,7.2,1.94,1,negative
158.7,26.98,198.4,16.86,76,10.5,2.84,1,negative
144.8,24.62,164.9,14.02,75,8.2,2.21,2,negative
98.8,16.8,146.9,12.49,105,10,2.7,3,negative
157.8,26.83,203.2,17.27,82,10,2.7,3,positive
163,27.71,312.8,26.59,85,11.6,3.13,1,negative
181.6,30.87,335.7,28.53,64,8.3,2.24,4,negative
129,21.93,188,15.98,102,11.2,3.02,2,negative
86,14.62,260.7,22.16,109,8.9,2.4,1,negative
193.9,32.96,189.8,16.13,97,12.6,3.4,0,negative
109.4,18.6,244.7,20.8,123,7.1,1.92,0,negative
188.9,32.11,153.6,13.06,106,10.2,2.75,2,negative
179.9,30.58,170,14.45,89,13.8,3.73,1,positive
183.4,31.18,281.3,23.91,113,8.2,2.21,1,negative
288.1,48.98,137.9,11.72,88,0,0,0,negative
169.2,28.76,149.9,12.74,119,4.6,1.24,2,negative
195.5,33.24,171.6,14.59,85,13.5,3.65,1,positive
264.4,44.95,219.6,18.67,89,11.3,3.05,2,negative
207.7,35.31,210.6,17.9,88,9.6,2.59,0,negative
169.5,28.82,112.9,9.6,99,8.7,2.35,0,negative
141.5,24.06,263,22.36,113,3.4,0.92,2,negative
154.8,26.32,244,20.74,81,12.8,3.46,0,negative
133.5,22.7,219.6,18.67,74,11.7,3.16,1,negative
273.2,46.44,211.1,17.94,129,13.1,3.54,2,positive
224.6,38.18,225.9,19.2,105,12.5,3.38,2,negative
273.8,46.55,289.7,24.62,126,5.8,1.57,2,positive
159.5,27.12,275.5,23.42,126,10.1,2.73,1,positive
104,17.68,197,16.75,123,14.6,3.94,0,negative
115.4,19.62,217.4,18.48,102,13.1,3.54,1,negative
222.1,37.76,199.4,16.95,107,9.4,2.54,2,negative
116.4,19.79,95.6,8.13,94,10.5,2.84,3,negative
217.7,37.01,231.7,19.69,128,0,0,3,negative
129.4,22,157.3,13.37,77,13.3,3.59,0,negative
161.8,27.51,273,23.21,76,13.7,3.7,0,negative
198.8,33.8,238.6,20.28,69,11.5,3.11,1,negative
147.8,25.13,147.4,12.53,110,14,3.78,1,negative
262.3,44.59,198.9,16.91,90,6.6,1.78,3,negative
246.4,41.89,160.3,13.63,99,7.6,2.05,1,negative
174.3,29.63,140.2,11.92,89,9,2.43,4,positive
183.4,31.18,168.8,14.35,97,9.9,2.67,4,negative
191.9,32.62,200.9,17.08,74,18.2,4.91,1,negative
187.8,31.93,154.6,13.14,102,10.1,2.73,2,negative
259.7,44.15,152.7,12.98,92,10.2,2.75,0,negative
180.4,30.67,194,16.49,88,8.4,2.27,0,negative
51.8,8.81,230.2,19.57,118,10.4,2.81,2,negative
303.9,51.66,232.2,19.74,76,5.8,1.57,1,positive
123.7,21.03,172.6,14.67,127,8.8,2.38,1,positive
206.2,35.05,164.5,13.98,101,12.6,3.4,3,negative
164.3,27.93,233.7,19.86,104,11.8,3.19,2,negative
228.6,38.86,132.8,11.29,124,10.1,2.73,9,positive
200.4,34.07,131.1,11.14,67,7.6,2.05,1,negative
154.3,26.23,183,15.56,134,10.9,2.94,0,negative
122.9,20.89,233.5,19.85,144,9.6,2.59,2,negative
220.8,37.54,265.7,22.58,94,6.4,1.73,0,negative
214.6,36.48,251.7,21.39,88,13.9,3.75,0,negative
202,34.34,184.3,15.67,89,7.4,2,2,positive
209.5,35.62,109.6,9.32,145,9.1,2.46,6,positive
297.9,50.64,238.1,20.24,93,8.9,2.4,1,positive
212.8,36.18,189.8,16.13,105,10.6,2.86,0,positive
145.6,24.75,284.7,24.2,91,12.2,3.29,0,negative
152.9,25.99,213.2,18.12,114,10.8,2.92,2,negative
125.4,21.32,269.1,22.87,103,11,2.97,1,negative
138.3,23.51,80.6,6.85,83,8.3,2.24,0,negative
189.3,32.18,174.9,14.87,117,11.2,3.02,3,negative
199.3,33.88,194.8,16.56,82,14.3,3.86,4,negative
247.5,42.08,108.5,9.22,72,10.6,2.86,2,negative
294.9,50.13,192.8,16.39,87,13.2,3.56,1,positive
175.4,29.82,155.3,13.2,86,11.5,3.11,1,negative
179.4,30.5,143,12.16,113,11.2,3.02,1,negative
126.8,21.56,293.6,24.96,91,8.4,2.27,0,negative
239.7,40.75,281.7,23.94,113,11.4,3.08,1,positive
143,24.31,212.2,18.04,120,15.3,4.13,5,positive
91.9,15.62,198.4,16.86,125,13,3.51,2,negative
210.4,35.77,176.6,15.01,56,15.5,4.19,1,negative
201.3,34.22,203.7,17.31,113,6.4,1.73,1,positive
145.6,24.75,287.9,24.47,121,9.2,2.48,2,negative
203.5,34.6,200.3,17.03,112,13.4,3.62,1,positive
232.4,39.51,153.3,13.03,107,10.5,2.84,1,negative
86.5,14.71,285.2,24.24,133,8.7,2.35,2,negative
109.9,18.68,220.8,18.77,133,10.9,2.94,0,negative
156,26.52,276.1,23.47,94,9.3,2.51,1,negative
326.3,55.47,165.1,14.03,97,7.5,2.03,1,positive
195,33.15,198.5,16.87,110,14.8,4,0,negative
110,18.7,147.3,12.52,73,6.4,1.73,0,negative
147.1,25.01,161,13.69,106,9,2.43,5,positive
156,26.52,256.8,21.83,123,11.9,3.21,2,negative
98.2,16.69,186.7,15.87,96,9.3,2.51,2,negative
210.6,35.8,153.1,13.01,79,11,2.97,0,negative
239.9,40.78,261.6,22.24,88,8.9,2.4,2,positive
159.9,27.18,179.9,15.29,102,11.6,3.13,2,positive
197.8,33.63,133.9,11.38,94,10.9,2.94,4,positive
115.4,19.62,166.2,14.13,79,15.2,4.1,2,negative
123.8,21.05,236.2,20.08,81,3.7,1,0,negative
117.6,19.99,196.3,16.69,113,6.4,1.73,1,negative
105.3,17.9,197.4,16.78,91,8.6,2.32,2,negative
111.7,18.99,237.3,20.17,110,13.1,3.54,1,negative
159.3,27.08,202.3,17.2,73,9.5,2.57,2,negative
81.7,13.89,210.2,17.87,64,11.3,3.05,6,positive
238,40.46,209.6,17.82,95,10,2.7,2,negative
128.1,21.78,247.7,21.05,121,15.6,4.21,0,negative
171.2,29.1,193.6,16.46,85,10.2,2.75,1,negative
109,18.53,259.3,22.04,119,13.3,3.59,4,positive
220,37.4,207.7,17.65,137,12.1,3.27,2,negative
55.6,9.45,242.7,20.63,134,11.3,3.05,0,negative
286.6,48.72,315.3,26.8,101,10.3,2.78,1,negative
207.6,35.29,229,19.47,131,13.3,3.59,1,negative
109.6,18.63,249.3,21.19,101,8.3,2.24,4,positive
197.2,33.52,242.3,20.6,76,11,2.97,2,negative
175.7,29.87,168.6,14.33,110,14.6,3.94,1,negative
205.2,34.88,184.8,15.71,115,7,1.89,0,negative
193.1,32.83,111.6,9.49,94,12.1,3.27,1,negative
232.6,39.54,153.2,13.02,77,4.7,1.27,3,negative
102.7,17.46,149.3,12.69,114,11,2.97,0,negative
263.1,44.73,279.3,23.74,143,9.7,2.62,5,negative
197,33.49,201,17.09,111,11.6,3.13,1,negative
169.3,28.78,156,13.26,106,11.6,3.13,2,negative
201.5,34.26,129.2,10.98,98,12.9,3.48,1,negative
251,42.67,91.2,7.75,87,13.8,3.73,3,negative
230.4,39.17,225,19.13,111,7.6,2.05,3,negative
109.8,18.67,230.5,19.59,103,11.9,3.21,1,negative
279.5,47.52,203.2,17.27,101,10.7,2.89,2,positive
173.4,29.48,222,18.87,94,13.7,3.7,1,negative
214.4,36.45,211.7,17.99,79,10,2.7,1,negative
96.1,16.34,246.8,20.98,92,9.7,2.62,1,negative
101.4,17.24,249.1,21.17,107,7.1,1.92,1,negative
232.5,39.53,181.8,15.45,86,10.4,2.81,4,negative
174.5,29.67,217.5,18.49,67,12.2,3.29,1,negative
224,38.08,233.5,19.85,104,8.8,2.38,1,negative
211.1,35.89,176.7,15.02,96,14.7,3.97,4,negative
109.2,18.56,153.1,13.01,102,9.8,2.65,2,negative
220,37.4,179.9,15.29,109,11.5,3.11,0,negative
181.4,30.84,164.5,13.98,110,10.9,2.94,2,negative
180.7,30.72,173.7,14.76,89,10.1,2.73,2,negative
96.5,16.41,145.8,12.39,82,9.4,2.54,1,negative
183.5,31.2,170.5,14.49,88,8.3,2.24,3,negative
107.9,18.34,140.4,11.93,79,10.5,2.84,0,negative
161,27.37,244.9,20.82,103,7.7,2.08,1,negative
146.8,24.96,285.6,24.28,80,4.3,1.16,1,positive
149.2,25.36,161.9,13.76,109,8.3,2.24,3,negative
227.8,38.73,169.5,14.41,91,5.6,1.51,3,negative
160.3,27.25,202.4,17.2,122,7.4,2,0,negative
137.8,23.43,225.8,19.19,95,10.2,2.75,1,positive
141.7,24.09,268.3,22.81,68,8.5,2.3,0,negative
196.4,33.39,150.3,12.78,75,9.3,2.51,0,negative
175.2,29.78,151.7,12.89,109,5.3,1.43,1,negative
146.8,24.96,171.7,14.59,69,9.9,2.67,1,negative
173.9,29.56,287.4,24.43,91,9.1,2.46,1,negative
305.2,51.88,156.5,13.3,81,13.2,3.56,1,negative
162.3,27.59,279.3,23.74,131,11.7,3.16,3,positive
150,25.5,293.8,24.97,65,10.3,2.78,3,negative
197.5,33.58,206.9,17.59,109,11.3,3.05,1,negative
240.2,40.83,153,13.01,72,10.2,2.75,2,negative
186.2,31.65,286.7,24.37,113,12.9,3.48,2,negative
116.9,19.87,276.5,23.5,125,12.3,3.32,0,negative
236.7,40.24,263.5,22.4,107,12,3.24,1,negative
173.2,29.44,131.2,11.15,104,5.4,1.46,0,negative
152.2,25.87,137.2,11.66,97,9.8,2.65,0,negative
181.3,30.82,182.4,15.5,103,6.7,1.81,0,negative
167.8,28.53,211,17.94,109,10.5,2.84,4,positive
175.4,29.82,250.7,21.31,74,9.8,2.65,1,negative
87.6,14.89,266.9,22.69,104,9.8,2.65,2,negative
203.3,34.56,141.9,12.06,71,8.5,2.3,0,negative
92.6,15.74,161.9,13.76,78,11.3,3.05,5,positive
262.9,44.69,149.5,12.71,109,8.1,2.19,1,negative
160.8,27.34,155.8,13.24,103,8.5,2.3,1,negative
141.8,24.11,167.3,14.22,130,7.8,2.11,1,negative
50.6,8.6,201.4,17.12,121,4.2,1.13,2,negative
134.9,22.93,156,13.26,112,10.2,2.75,1,negative
252.1,42.86,226.1,19.22,83,13.8,3.73,1,negative
215.5,36.64,241.8,20.55,108,9.6,2.59,1,negative
124.8,21.22,257.2,21.86,115,13.4,3.62,0,negative
178.7,30.38,271,23.04,94,16.4,4.43,2,negative
183.2,31.14,179.2,15.23,100,9.9,2.67,2,negative
167.5,28.48,139.1,11.82,87,13,3.51,1,negative
147.1,25.01,200,17,65,12.5,3.38,3,negative
230.1,39.12,212,18.02,119,13.2,3.56,1,negative
135.8,23.09,163.2,13.87,106,12.6,3.4,0,negative
205.7,34.97,136.1,11.57,147,8.7,2.35,2,negative
73.8,12.55,143.4,12.19,98,10.9,2.94,2,negative
189.3,32.18,233.5,19.85,104,10,2.7,2,negative
147.2,25.02,161.9,13.76,103,7.2,1.94,3,negative
137.3,23.34,184.2,15.66,70,10.2,2.75,0,negative
70.7,12.02,211,17.94,107,0,0,2,negative
204.6,34.78,205.2,17.44,84,10.7,2.89,0,negative
123.1,20.93,213.9,18.18,88,12,3.24,5,positive
129.7,22.05,160.8,13.67,63,12.2,3.29,2,negative
198.7,33.78,209.5,17.81,126,12.4,3.35,0,negative
145.1,24.67,233.7,19.86,95,7.9,2.13,2,negative
135.2,22.98,152.5,12.96,83,8.4,2.27,2,negative
124.7,21.2,250.4,21.28,128,7.8,2.11,1,negative
215.9,36.7,145.4,12.36,129,12.1,3.27,1,negative
119.2,20.26,228.4,19.41,61,8.4,2.27,2,negative
144.3,24.53,156.4,13.29,90,7.8,2.11,3,negative
235.2,39.98,220.6,18.75,91,11.8,3.19,1,negative
174,29.58,281.1,23.89,94,9.7,2.62,0,negative
115,19.55,122.3,10.4,75,6.4,1.73,0,positive
151.7,25.79,178.5,15.17,111,13.1,3.54,2,negative
153.1,26.03,234.1,19.9,74,9.9,2.67,3,negative
218.6,37.16,149.9,12.74,131,9.2,2.48,2,negative
265.2,45.08,178.7,15.19,90,10.7,2.89,2,negative
143.3,24.36,180.5,15.34,87,10.1,2.73,1,negative
190.3,32.35,252.7,21.48,97,7.2,1.94,2,negative
184.7,31.4,262,22.27,120,12.3,3.32,2,positive
115.3,19.6,224.7,19.1,98,18,4.86,1,negative
113,19.21,169.2,14.38,61,9.2,2.48,2,positive
294.2,50.01,232.5,19.76,64,9,2.43,0,positive
215.6,36.65,167.8,14.26,67,6.4,1.73,3,negative
128.8,21.9,208.7,17.74,103,14,3.78,1,negative
211.2,35.9,312.5,26.56,118,10.7,2.89,3,positive
71.2,12.1,181.6,15.44,111,12.9,3.48,1,negative
94.9,16.13,253.2,21.52,86,14.2,3.83,2,negative
259.4,44.1,269.7,22.92,130,9.5,2.57,1,positive
215.8,36.69,285.2,24.24,78,6.9,1.86,1,negative
97.5,16.58,268.1,22.79,62,13.2,3.56,3,negative
146.5,24.91,169.9,14.44,112,8.2,2.21,0,negative
157.9,26.84,234,19.89,86,12.2,3.29,2,negative
139.9,23.78,223.6,19.01,93,12.7,3.43,2,negative
153.2,26.04,263.3,22.38,85,11.9,3.21,1,negative
103.5,17.6,319.3,27.14,124,8.4,2.27,2,negative
185.8,31.59,192.3,16.35,96,6.6,1.78,1,negative
129.5,22.02,354.2,30.11,93,10.9,2.94,1,negative
236.6,40.22,220.9,18.78,114,8.9,2.4,1,negative
260.4,44.27,208.2,17.7,115,10,2.7,6,negative
167.3,28.44,163.9,13.93,100,6.7,1.81,2,negative
182.2,30.97,212.3,18.05,123,9.3,2.51,2,negative
113,19.21,150.1,12.76,115,10.8,2.92,2,negative
185.7,31.57,235.1,19.98,78,16.9,4.56,0,negative
136.2,23.15,165.1,14.03,71,9.6,2.59,0,negative
222.6,37.84,190.3,16.18,87,11.5,3.11,1,negative
197.3,33.54,264.5,22.48,116,9,2.43,1,negative
141.4,24.04,186.4,15.84,111,7.7,2.08,1,negative
208,35.36,95.1,8.08,129,8,2.16,1,negative
118.5,20.15,177.8,15.11,98,12.1,3.27,1,negative
153.2,26.04,229.7,19.52,94,10.7,2.89,1,negative
108.3,18.41,183.6,15.61,109,13.5,3.65,0,negative
168.6,28.66,187.7,15.95,95,14.4,3.89,2,negative
247.2,42.02,303.7,25.81,94,9.3,2.51,2,positive
224.2,38.11,243.3,20.68,66,12,3.24,3,negative
166.9,28.37,221.8,18.85,114,12.8,3.46,3,negative
118.4,20.13,144.1,12.25,91,8.5,2.3,1,negative
190.9,32.45,226.6,19.26,96,7.8,2.11,2,negative
317.8,54.03,152.9,13,63,10.4,2.81,1,positive
312,53.04,180,15.3,94,12.8,3.46,1,positive
146,24.82,203,17.26,120,13.3,3.59,1,negative
131.6,22.37,179.3,15.24,129,15.5,4.19,1,positive
193.4,32.88,231.6,19.69,90,11.1,3,2,negative
185.1,31.47,213,18.11,85,8.5,2.3,2,negative
193.3,32.86,169,14.37,122,11.8,3.19,0,negative
146.4,24.89,196.5,16.7,106,7.8,2.11,1,negative
71.2,12.1,304.4,25.87,103,8.6,2.32,0,negative
123.2,20.94,190,16.15,95,12.9,3.48,4,positive
205,34.85,140.9,11.98,96,7.5,2.03,2,negative
128.7,21.88,240.8,20.47,121,12.8,3.46,1,negative
216.9,36.87,211,17.94,116,11.4,3.08,3,negative
150,25.5,218.5,18.57,89,9.8,2.65,3,negative
164.1,27.9,206,17.51,124,11.4,3.08,1,negative
212,36.04,226.6,19.26,114,8.9,2.4,3,negative
167.3,28.44,194.7,16.55,112,12,3.24,2,negative
154.4,26.25,217.2,18.46,52,13.9,3.75,1,negative
177.3,30.14,211.8,18,108,9.3,2.51,3,negative
231.2,39.3,267.8,22.76,100,8.8,2.38,1,positive
202.9,34.49,178.6,15.18,116,12.8,3.46,5,negative
149.6,25.43,200.7,17.06,107,14.3,3.86,0,negative
345.3,58.7,203.4,17.29,107,11.8,3.19,1,positive
264.9,45.03,281.2,23.9,80,8.4,2.27,1,positive
122,20.74,138.3,11.76,128,5.8,1.57,1,negative
177.2,30.12,270.4,22.98,90,14,3.78,2,negative
133.1,22.63,206.5,17.55,96,10.3,2.78,1,negative
225.1,38.27,279.5,23.76,103,8.8,2.38,0,positive
208.4,35.43,174.4,14.82,105,11.2,3.02,1,negative
173.1,29.43,247.2,21.01,104,11.5,3.11,1,negative
162.4,27.61,167,14.2,118,11.4,3.08,2,positive
281.2,47.8,178.2,15.15,129,6.4,1.73,2,negative
208.3,35.41,169.4,14.4,90,15.9,4.29,3,negative
243.4,41.38,273.8,23.27,91,14.1,3.81,2,negative
224.2,38.11,314.9,26.77,121,16.1,4.35,1,positive
189.3,32.18,239.3,20.34,89,9.9,2.67,3,negative
168.3,28.61,270.9,23.03,98,6.7,1.81,4,negative
232.9,39.59,152.1,12.93,82,10.7,2.89,1,negative
155,26.35,142.4,12.1,117,5.9,1.59,1,negative
154.4,26.25,203.8,17.32,59,11.8,3.19,0,negative
234.7,39.9,195.7,16.63,71,8.4,2.27,2,negative
240,40.8,141,11.99,137,7.1,1.92,1,negative
298.4,50.73,270.5,22.99,84,12.2,3.29,0,positive
166,28.22,236.1,20.07,93,10.9,2.94,1,negative
111.6,18.97,213.3,18.13,115,16,4.32,0,negative
174.5,29.67,180.2,15.32,89,10.7,2.89,2,negative
175.5,29.84,210.6,17.9,121,6.9,1.86,1,negative
157.5,26.78,189.6,16.12,76,11.1,3,3,positive
206.2,35.05,176.4,14.99,119,11,2.97,1,negative
207.5,35.28,201,17.09,107,7.5,2.03,4,negative
144.8,24.62,206.2,17.53,117,11.6,3.13,4,negative
258.8,44,129.5,11.01,106,10.9,2.94,2,negative
226.9,38.57,182.2,15.49,107,11.6,3.13,0,positive
152.9,25.99,171.2,14.55,106,12,3.24,2,negative
156.7,26.64,236.5,20.1,111,12.6,3.4,2,negative
150.8,25.64,295.9,25.15,104,12.5,3.38,1,negative
221,37.57,204.5,17.38,98,6.8,1.84,4,negative
322.4,54.81,283.2,24.07,111,6.7,1.81,1,positive
153.6,26.11,262.1,22.28,99,9.8,2.65,2,negative
215.1,36.57,138.9,11.81,109,12.4,3.35,2,negative
174.4,29.65,196.7,16.72,74,11.8,3.19,1,negative
180.5,30.69,230,19.55,73,10.6,2.86,0,negative
123.1,20.93,182,15.47,75,12.6,3.4,2,negative
165.7,28.17,257.4,21.88,114,10,2.7,1,negative
200.2,34.03,118.7,10.09,65,6,1.62,2,negative
154.8,26.32,287.7,24.45,80,5.9,1.59,3,negative
125.4,21.32,261.5,22.23,104,11.4,3.08,2,negative
184.2,31.31,312.6,26.57,55,12.2,3.29,1,negative
274.7,46.7,193.5,16.45,109,10.8,2.92,3,negative
142,24.14,241.6,20.54,72,11.3,3.05,1,negative
151.5,25.76,147.8,12.56,114,10,2.7,1,negative
124.8,21.22,133,11.31,85,10.6,2.86,3,negative
179.2,30.46,222.9,18.95,113,12.4,3.35,0,negative
246.4,41.89,182,15.47,106,12.1,3.27,2,positive
232.7,39.56,186.4,15.84,122,11.5,3.11,5,negative
288,48.96,255.8,21.74,99,13.4,3.62,0,positive
170.8,29.04,236.7,20.12,100,12.7,3.43,1,negative
216.1,36.74,197.5,16.79,104,9.8,2.65,1,negative
138.7,23.58,215.4,18.31,98,4.9,1.32,2,negative
210.7,35.82,238.7,20.29,90,9.2,2.48,3,negative
181.8,30.91,158.1,13.44,123,9.7,2.62,0,negative
61.6,10.47,255.1,21.68,96,12.4,3.35,1,negative
207.7,35.31,196.7,16.72,83,6.8,1.84,1,negative
219.2,37.26,167,14.2,119,10,2.7,1,negative
227,38.59,258.7,21.99,87,8.9,2.4,2,negative
245.9,41.8,240.1,20.41,89,8.9,2.4,3,negative
257.3,43.74,184.8,15.71,109,13.5,3.65,0,negative
121.1,20.59,216,18.36,33,16.1,4.35,2,negative
301.5,51.26,257.7,21.9,118,13.4,3.62,4,positive
233.9,39.76,218.9,18.61,109,9.5,2.57,0,negative
99.6,16.93,308.7,26.24,62,13.7,3.7,2,positive
169.8,28.87,183.1,15.56,72,12.7,3.43,2,negative
198.8,33.8,166.6,14.16,118,14.4,3.89,1,positive
116.2,19.75,229.7,19.52,109,10.1,2.73,3,negative
255.9,43.5,140.9,11.98,130,12.1,3.27,1,positive
187.7,31.91,221,18.79,110,10,2.7,3,negative
195.9,33.3,213.9,18.18,111,8.6,2.32,0,negative
129.4,22,185.4,15.76,106,1.1,0.3,2,negative
221,37.57,151,12.84,80,9,2.43,2,negative
140.5,23.89,186.8,15.88,89,9.5,2.57,2,negative
277.9,47.24,155.8,13.24,71,9.2,2.48,0,positive
224.9,38.23,250,21.25,73,6.7,1.81,3,positive
109.1,18.55,217.4,18.48,141,12.8,3.46,0,negative
207.8,35.33,123.5,10.5,115,5.7,1.54,0,negative
205.9,35,257.1,21.85,63,12.1,3.27,0,negative
308.6,52.46,150.8,12.82,66,7.3,1.97,4,positive
242.6,41.24,209,17.77,82,14.4,3.89,2,negative
229.6,39.03,138.1,11.74,109,3.3,0.89,1,negative
166,28.22,233.9,19.88,84,7.7,2.08,2,negative
144.8,24.62,200.6,17.05,81,13.3,3.59,0,positive
106.1,18.04,123.5,10.5,92,12.9,3.48,0,negative
221.8,37.71,166,14.11,72,13.2,3.56,1,negative
204.6,34.78,212.5,18.06,95,9.8,2.65,2,negative
213.5,36.3,166.6,14.16,78,14.1,3.81,3,negative
152,25.84,274.9,23.37,121,10,2.7,2,negative
260.8,44.34,163.7,13.91,117,17,4.59,1,positive
166.4,28.29,317,26.95,121,10,2.7,1,negative
177.9,30.24,167.3,14.22,142,15.2,4.1,0,negative
235.1,39.97,196.8,16.73,110,7,1.89,3,negative
186.8,31.76,173.7,14.76,131,9.7,2.62,2,negative
268.4,45.63,174.4,14.82,96,11.6,3.13,1,negative
192.1,32.66,249.8,21.23,100,7.3,1.97,3,negative
240.7,40.92,269.4,22.9,74,10.1,2.73,0,positive
179.9,30.58,149.8,12.73,79,9.8,2.65,2,negative
314.1,53.4,222.4,18.9,121,12.3,3.32,3,positive
162,27.54,324.7,27.6,112,11.9,3.21,0,negative
175.8,29.89,274.3,23.32,69,12.4,3.35,1,negative
109.4,18.6,207.5,17.64,107,11.6,3.13,0,negative
255.1,43.37,230.6,19.6,69,8.5,2.3,3,positive
208.7,35.48,173.3,14.73,107,8.3,2.24,3,negative
214.6,36.48,96.6,8.21,145,7.9,2.13,1,negative
49.2,8.36,143.9,12.23,97,12.1,3.27,1,negative
141.3,24.02,134.9,11.47,97,11.2,3.02,2,negative
253.2,43.04,237.9,20.22,85,9.7,2.62,4,negative
206,35.02,198.1,16.84,116,13.2,3.56,0,negative
40.4,6.87,172.4,14.65,89,9,2.43,2,negative
291.2,49.5,234.2,19.91,87,8.9,2.4,1,positive
71.2,12.1,124.7,10.6,108,11.7,3.16,0,negative
261.8,44.51,245,20.83,94,14.7,3.97,0,positive
191.3,32.52,261.5,22.23,111,10,2.7,1,negative
133.3,22.66,255.5,21.72,68,11.6,3.13,0,negative
183.6,31.21,203.8,17.32,89,6,1.62,2,negative
155.2,26.38,195.5,16.62,108,15.4,4.16,1,negative
283.1,48.13,185.4,15.76,78,6.1,1.65,1,negative
186.5,31.71,178,15.13,100,12.1,3.27,2,negative
163.3,27.76,136,11.56,127,4.3,1.16,0,negative
203.4,34.58,182.9,15.55,121,13.8,3.73,1,negative
178.1,30.28,212.8,18.09,123,10,2.7,1,negative
195.9,33.3,89.1,7.57,82,10.3,2.78,1,negative
295.3,50.2,127.4,10.83,105,9.6,2.59,1,negative
136.1,23.14,156.3,13.29,83,10.1,2.73,2,negative
114.1,19.4,161.5,13.73,90,13,3.51,2,negative
279.1,47.45,180.5,15.34,104,9.5,2.57,2,positive
169.3,28.78,139.5,11.86,87,12,3.24,0,negative
214.4,36.45,138,11.73,102,9.9,2.67,2,negative
255.8,43.49,142.7,12.13,101,11.7,3.16,0,negative
148.2,25.19,285.1,24.23,155,6.2,1.67,2,negative
119.3,20.28,223.9,19.03,122,8.7,2.35,2,negative
192.3,32.69,199.9,16.99,112,14.8,4,1,negative
245.2,41.68,217.2,18.46,128,13.9,3.75,0,positive
216.2,36.75,363.7,30.91,123,16.9,4.56,5,positive
172.4,29.31,256.6,21.81,104,0,0,2,negative
175.3,29.8,153.3,13.03,85,11.1,3,1,negative
169,28.73,188.8,16.05,76,13.3,3.59,0,positive
2.6,0.44,254,21.59,156,9.2,2.48,3,negative
184.1,31.3,211.7,17.99,116,9.9,2.67,1,negative
181.9,30.92,151.5,12.88,100,7.5,2.03,1,negative
160.1,27.22,210,17.85,65,10.8,2.92,0,negative
189.8,32.27,173.7,14.76,84,10.3,2.78,0,negative
223.2,37.94,216.5,18.4,111,12.4,3.35,1,negative
216,36.72,225.1,19.13,109,10.7,2.89,2,negative
198.5,33.75,266.6,22.66,80,8,2.16,2,negative
159.5,27.12,195.4,16.61,86,7.1,1.92,1,negative
105,17.85,180.6,15.35,115,10.2,2.75,2,positive
204.5,34.77,162.4,13.8,102,13.4,3.62,3,negative
274,46.58,231.8,19.7,83,6.2,1.67,0,positive
158.7,26.98,181.7,15.44,67,7.7,2.08,2,negative
229.9,39.08,202.4,17.2,105,14.2,3.83,1,negative
137.8,23.43,187.7,15.95,85,8.7,2.35,1,negative
179.4,30.5,270.4,22.98,88,7.9,2.13,0,negative
139.3,23.68,178.3,15.16,104,8.1,2.19,3,negative
7.8,1.33,171.4,14.57,80,12.9,3.48,2,negative
183.1,31.13,147.4,12.53,108,11.3,3.05,1,negative
206.9,35.17,262.4,22.3,69,10.7,2.89,0,negative
140,23.8,153.7,13.06,87,12.5,3.38,2,negative
